,nor_actual,1,2,3,4,5,6,nor_predictions,difference,difference_percentage,Actual,Prediction
0,0.1788367922111197,0.47537878787878785,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.47348757005316844,0.33109260997620354,0.34664732,0.16781052996676726,93.83445536680408,118.15,157.44786
1,0.15090955675121703,0.4602272727272727,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.6002299180916799,0.30812452237808774,0.3413695,0.19045995294574342,126.20801296217937,111.61,156.21191
2,0.6825945853616876,0.45075757575757575,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.6325621497341571,0.7453961718220788,0.56920546,0.11338912242910093,16.611488702187586,236.12,209.56653
3,0.690238278247502,0.4431818181818182,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.6230780284523638,0.7516825445003414,0.5720677,0.11817060027280102,17.12026179898821,237.91000000000003,210.23682
4,0.7048851310957384,0.4337121212121212,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.5986492312113809,0.7637284983301391,0.5770615,0.12782365677246565,18.133969796435455,241.34000000000003,211.40625
5,0.6939533692031771,0.42424242424242425,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.5802557838769937,0.7547379322516848,0.5722279,0.1217254739433199,17.540872246659685,238.78000000000003,210.27432
6,0.7040737893927748,0.41666666666666663,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.5206207788475354,0.7630612299497157,0.573657,0.13041681316978282,18.523174010249722,241.14999999999998,210.60898
7,0.16846015885216498,0.40909090909090906,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.47363126886046847,0.32255859575615825,0.34472606,0.17626589700835443,104.6335811442749,115.72,156.99794
8,0.1615424032795285,0.3958333333333333,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.4479091823537865,0.3168692529427947,0.34077457,0.17923216265560638,110.95053621646818,114.1,156.07257
9,0.6940814757878556,0.4015151515151515,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.43397039804569615,0.7548432901136479,0.5658274,0.12825404649326944,18.47824080705908,238.81,208.77545
10,0.6937825604236058,0.45075757575757575,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.43325190400919666,0.7545974545112242,0.56427115,0.12951140840410502,18.667434984965418,238.74,208.41101
11,0.6949355196857118,0.49810606060606055,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.45092685730708426,0.7555456783725691,0.56407,0.13086553334232798,18.831320264290504,239.01,208.36389
12,0.7105645230164831,0.5416666666666666,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.4487713751975857,0.7683993787666333,0.5686029,0.14196160343793085,19.97870690690784,242.67000000000002,209.42542
13,0.6716201212742335,0.5852272727272727,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.3121138094553816,0.7363704858651271,0.5442285,0.12739162710690566,18.967809788844843,233.55,203.71742
14,0.18413186437782902,0.6117424242424243,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.2164104037936485,0.33544741554099944,0.32843018,0.14429831140342098,78.36683340550353,119.39,153.18176
15,0.17994704927833294,0.6382575757575757,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.16094266417588732,0.33200571435809506,0.32198468,0.14203762922851826,78.93301379386426,118.41,151.67236
16,0.6692287983602357,0.6553030303030303,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.12257508262681416,0.7344037997155892,0.52944726,0.13978154084146743,20.88695841899875,232.99,200.25595
17,0.48543855154154925,0.6571969696969697,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.08851846529673801,0.5832499017298943,0.44987655,0.035562004681808035,7.325747938411159,189.95,181.62209
18,0.521052182082159,0.6420454545454546,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.08765627245293861,0.6125394813527114,0.46577078,0.055281401041967326,10.60957096870014,198.29,185.3442
19,0.5230591852421215,0.6268939393939394,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.1034631412559276,0.6141900934729774,0.46831575,0.05474343488163258,10.466011576929315,198.76,185.94019
20,0.5713126654710052,0.6022727272727273,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.12200028739761459,0.6538750152487086,0.49096486,0.08034780574696043,14.063718626073094,210.06,191.24414
21,0.35771628661713206,0.5776515151515151,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.1322029027159074,0.47820777638203615,0.40100917,0.043292885584024554,12.102576036847166,160.03999999999996,170.17831
22,0.1286617132120591,0.5511363636363636,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.2146860181060497,0.2898273149504367,0.30677977,0.17811805883116905,138.43905415560295,106.4,148.11168
23,0.39657528396959596,0.5378787878787878,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.3351056186233654,0.5101664304133121,0.4318188,0.03524352911596007,8.886970656159718,169.14,177.39333
24,0.4504654539243317,0.5208333333333334,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.441299037217991,0.5544871131904223,0.46152934,0.011063890395965559,2.456101860770893,181.76,184.35094
25,0.4290289520881374,0.5132575757575757,0.02364158829676072,0.20860182826315005,0.056218618816363475,0.5598505532404081,0.5368571744979007,0.45972997,0.030701017413357956,7.155931380372414,176.74,183.92957
26,0.42796139721581694,0.5113636363636364,0.02364158829676072,0.20860182826315005,0.056218618816363475,0.6005173157062795,0.5359791895067861,0.46129465,0.0333332538156772,7.788845917536705,176.49,184.29597
