,nor_actual,1,2,3,4,5,6,nor_predictions,difference,difference_percentage,Actual,Prediction
0,0.1788367922111197,0.47537878787878785,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.47348757005316844,0.3044561320772253,0.3319711,0.15313431670230193,85.6279710729347,118.15,154.01099
1,0.15090955675121703,0.4602272727272727,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.6002299180916799,0.29164227921447117,0.33660012,0.18569056808475098,123.0475869668562,111.61,155.095
2,0.6825945853616876,0.45075757575757575,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.6325621497341571,0.28363362311484636,0.49204132,0.19055326575299925,27.916023630927345,236.12,191.49623
3,0.690238278247502,0.4431818181818182,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.6230780284523638,0.2772266982351465,0.49387312,0.1963651588932539,28.4488944009046,237.91000000000003,191.9252
4,0.7048851310957384,0.4337121212121212,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.5986492312113809,0.2692180421355217,0.49660304,0.20828208920845503,29.548373205813288,241.34000000000003,192.56448
5,0.6939533692031771,0.42424242424242425,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.5802557838769937,0.26120938603589683,0.49357194,0.20038143211897907,28.87534537789829,238.78000000000003,191.85468
6,0.7040737893927748,0.41666666666666663,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.5206207788475354,0.254802461156197,0.49287024,0.21120354798919505,29.99735981811602,241.14999999999998,191.69034
7,0.16846015885216498,0.40909090909090906,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.47363126886046847,0.2483955331731427,0.33650273,0.16804257199424005,99.75211536023103,115.72,155.0722
8,0.1615424032795285,0.3958333333333333,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.4479091823537865,0.23718341463366793,0.33341563,0.1718732242000247,106.3951140448369,114.1,154.34927
9,0.6940814757878556,0.4015151515151515,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.43397039804569615,0.24198860829344282,0.48600793,0.20807354693958902,29.97825964212683,238.81,190.08333
10,0.6937825604236058,0.45075757575757575,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.43325190400919666,0.28363362311484636,0.48186925,0.2119133098876408,30.544629106596737,238.74,189.11414
11,0.6949355196857118,0.49810606060606055,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.45092685730708426,0.32367690671632493,0.47955114,0.2153843831920289,30.993434223859733,239.01,188.57129
12,0.7105645230164831,0.5416666666666666,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.4487713751975857,0.3605167278779536,0.4799142,0.23065033463147333,32.46015346394136,242.67000000000002,188.6563
13,0.6716201212742335,0.5852272727272727,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.3121138094553816,0.39735654593622777,0.45579422,0.215825906071902,32.13511615203332,233.55,183.00787
14,0.18413186437782902,0.6117424242424243,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.2164104037936485,0.4197807861185317,0.29176208,0.10763021939101558,58.45279400971249,119.39,144.59485
15,0.17994704927833294,0.6382575757575757,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.16094266417588732,0.44220502319748123,0.28137964,0.10143259082405354,56.368021165583414,118.41,142.16348
16,0.6692287983602357,0.6553030303030303,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.12257508262681416,0.4566206072801603,0.43305704,0.23617175838411575,35.29013679070459,232.99,177.68329
17,0.48543855154154925,0.6571969696969697,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.08851846529673801,0.4582223385000853,0.3737567,0.11168184482691912,23.006381440506615,189.95,163.79634
18,0.521052182082159,0.6420454545454546,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.08765627245293861,0.44540848563733115,0.3865316,0.1345205906667537,25.81710532891361,198.29,166.78796
19,0.5230591852421215,0.6268939393939394,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.1034631412559276,0.43259463587793145,0.3902226,0.13283657619900013,25.396088998515676,198.76,167.65231
20,0.5713126654710052,0.6022727272727273,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.12200028739761459,0.4117721300189069,0.4092223,0.16209036064999083,28.37156787279681,210.06,172.10167
21,0.35771628661713206,0.5776515151515151,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.1322029027159074,0.39094962105652786,0.34540448,0.012311810689779157,3.441780861086885,160.03999999999996,157.15681
22,0.1286617132120591,0.5511363636363636,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.2146860181060497,0.3685253839775784,0.28007302,0.15141130366988365,117.68170956990825,106.4,141.85748
23,0.39657528396959596,0.5378787878787878,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.3351056186233654,0.3573132654381036,0.38163716,0.014938127959921887,3.7667823900662305,169.14,165.64178
24,0.4504654539243317,0.5208333333333334,0.0026123301985370717,0.20860182826315005,0.056218618816363475,0.441299037217991,0.34289768135542453,0.40918645,0.041279001297149676,9.163633068315965,181.76,172.09328
25,0.4290289520881374,0.5132575757575757,0.02364158829676072,0.20860182826315005,0.056218618816363475,0.5598505532404081,0.33649075647572463,0.40939268,0.019636267390032547,4.576909622173605,176.74,172.14157
26,0.42796139721581694,0.5113636363636364,0.02364158829676072,0.20860182826315005,0.056218618816363475,0.6005173157062795,0.33488902525579967,0.4125358,0.015425610587093797,3.6044397199018405,176.49,172.87762
