Date,Price,Open,High,Low,Vol.,Change %
2021-09-02,4.641,4.639,4.727,4.577,176.85K,0.56%
2021-09-01,4.615,4.403,4.706,4.378,241.16K,5.44%
2021-08-31,4.377,4.312,4.417,4.215,147.42K,1.67%
2021-08-30,4.305,4.499,4.526,4.222,167.10K,-1.49%
2021-08-27,4.37,4.202,4.397,4.197,4.28K,4.45%
2021-08-26,4.184,3.917,4.217,3.896,76.86K,7.36%
2021-08-25,3.897,3.9,3.991,3.858,39.37K,0.03%
2021-08-24,3.896,3.929,3.97,3.884,57.63K,-1.24%
2021-08-23,3.945,3.862,3.953,3.838,85.50K,2.44%
2021-08-20,3.851,3.863,3.951,3.833,108.52K,0.55%
2021-08-19,3.83,3.826,3.881,3.734,121.76K,-0.57%
2021-08-18,3.852,3.826,3.875,3.789,95.51K,0.39%
2021-08-17,3.837,3.938,3.954,3.803,131.22K,-2.76%
2021-08-16,3.946,3.846,3.988,3.817,101.67K,2.20%
2021-08-13,3.861,3.915,3.953,3.846,123.01K,-1.83%
2021-08-12,3.933,4.057,4.067,3.9,186.99K,-3.10%
2021-08-11,4.059,4.11,4.129,3.979,161.90K,-0.73%
2021-08-10,4.089,4.039,4.126,4.016,157.51K,0.71%
2021-08-09,4.06,4.168,4.185,4.002,180.00K,-1.93%
2021-08-06,4.14,4.159,4.191,4.098,153.15K,0.00%
2021-08-05,4.14,4.152,4.205,4.116,125.23K,-0.43%
2021-08-04,4.158,4.066,4.205,4.056,142.59K,3.25%
2021-08-03,4.027,3.959,4.077,3.915,120.86K,2.34%
2021-08-02,3.935,3.973,4.042,3.928,110.95K,0.54%
2021-07-30,3.914,4.051,4.055,3.855,161.87K,-3.57%
2021-07-29,4.059,3.941,4.097,3.927,118.45K,0.37%
2021-07-28,4.044,3.947,4.064,3.874,3.88K,1.84%
2021-07-27,3.971,4.095,4.114,3.934,46.96K,-3.19%
2021-07-26,4.102,4.025,4.187,4.01,49.42K,1.03%
2021-07-23,4.06,3.996,4.071,3.976,73.87K,1.42%
2021-07-22,4.003,3.922,4.006,3.876,102.16K,1.11%
2021-07-21,3.959,3.927,3.965,3.891,111.93K,2.14%
2021-07-20,3.876,3.772,3.934,3.74,118.40K,2.57%
2021-07-19,3.779,3.703,3.788,3.686,124.16K,2.86%
2021-07-16,3.674,3.617,3.688,3.584,89.98K,1.66%
2021-07-15,3.614,3.67,3.686,3.605,117.59K,-1.26%
2021-07-14,3.66,3.694,3.755,3.624,137.35K,-0.97%
2021-07-13,3.696,3.744,3.769,3.673,104.04K,-1.41%
2021-07-12,3.749,3.673,3.763,3.623,127.07K,2.04%
2021-07-09,3.674,3.686,3.742,3.657,115.68K,-0.38%
