Date,Price,Open,High,Low,Vol.,Change %
10-Feb-14,108.63,109.75,109.75,108.4,162.66K,-0.86%
07-Feb-14,109.57,107.32,109.74,106.88,215.63K,2.22%
06-Feb-14,107.19,106.28,107.48,106.15,205.08K,0.88%
05-Feb-14,106.25,106.09,106.44,105.58,193.78K,0.44%
04-Feb-14,105.78,105.85,106.23,105.49,186.44K,-0.25%
03-Feb-14,106.04,106.4,106.72,105.4,264.73K,-0.34%
31-Jan-14,106.4,107.75,107.94,106.3,231.46K,-1.44%
30-Jan-14,107.95,107.85,108.4,107.65,188.73K,0.09%
29-Jan-14,107.85,107.36,108.05,106.93,207.31K,0.41%
28-Jan-14,107.41,106.86,107.79,106.76,188.30K,0.67%
27-Jan-14,106.69,107.91,108.09,106.45,203.30K,-1.10%
24-Jan-14,107.88,107.58,108.03,106.23,244.56K,0.28%
23-Jan-14,107.58,108.14,108.28,107.37,241.80K,-0.64%
22-Jan-14,108.27,106.9,108.33,106.78,184.00K,1.44%
21-Jan-14,106.73,106.35,108,106.28,254.31K,0.36%
20-Jan-14,106.35,106.28,106.65,105.81,103.66K,-0.12%
17-Jan-14,106.48,105.55,106.95,105.44,198.42K,-0.57%
16-Jan-14,107.09,106.82,107.35,106.44,14.56K,-0.04%
15-Jan-14,107.13,106.17,107.55,105.8,70.78K,0.70%
14-Jan-14,106.39,106.62,107.14,106.06,111.28K,-0.34%
13-Jan-14,106.75,107.25,107.64,106.36,151.80K,-0.47%
10-Jan-14,107.25,106.44,107.58,106.03,198.57K,0.81%
09-Jan-14,106.39,107.35,108.2,106.12,175.37K,-0.71%
08-Jan-14,107.15,107.49,107.95,107,185.54K,-0.19%
07-Jan-14,107.35,107.03,107.72,106.88,188.20K,0.58%
06-Jan-14,106.73,106.8,107.96,106.58,181.82K,-0.15%
03-Jan-14,106.89,107.88,108.64,106.79,191.13K,-0.83%
02-Jan-14,107.78,111,111.35,107.65,200.65K,-2.83%
01-Jan-14,110.92,110.92,110.92,110.92,-,0.11%
31-Dec-13,110.8,111.18,111.52,110.4,84.99K,-0.37%
30-Dec-13,111.21,112.2,112.64,110.9,111.07K,-0.86%
27-Dec-13,112.18,111.95,112.8,111.5,126.91K,0.18%
26-Dec-13,111.98,111.99,112.12,111.46,43.62K,0.07%
24-Dec-13,111.9,111.61,112.06,111.42,52.16K,0.30%
23-Dec-13,111.56,111.55,111.93,111.27,103.72K,-0.19%
20-Dec-13,111.77,110.09,111.89,109.87,169.48K,1.34%
19-Dec-13,110.29,109.25,110.53,109.14,159.79K,0.60%
18-Dec-13,109.63,108.33,109.73,107.8,187.96K,1.10%
17-Dec-13,108.44,109.2,109.41,108.2,149.78K,-1.84%
16-Dec-13,110.47,109.15,110.8,109,23.61K,1.51%
13-Dec-13,108.83,108.53,109,108.02,98.10K,0.15%
12-Dec-13,108.67,109.52,109.98,108.44,128.31K,-0.94%
11-Dec-13,109.7,109.45,109.89,108.62,158.72K,0.29%
10-Dec-13,109.38,109.31,110.45,108.55,230.62K,-0.01%
09-Dec-13,109.39,111.69,111.79,109,202.85K,-1.99%
06-Dec-13,111.61,111.07,112.06,110.94,155.52K,0.57%
05-Dec-13,110.98,111.65,112.23,110.76,191.78K,-0.80%
04-Dec-13,111.88,112.91,113.02,111.46,235.28K,-0.66%
03-Dec-13,112.62,111.53,112.93,111.04,217.61K,1.05%
02-Dec-13,111.45,109.6,112.34,109.28,266.95K,1.60%
29-Nov-13,109.69,111.04,111.5,109.62,126.88K,-1.06%
28-Nov-13,110.86,111.4,111.55,110.61,61.68K,-0.40%
27-Nov-13,111.31,111,111.65,110.51,193.98K,0.39%
26-Nov-13,110.88,111.08,111.49,110.41,199.75K,-0.11%
25-Nov-13,111,109,111.66,108.05,278.78K,-0.05%
22-Nov-13,111.05,110.07,111.4,109.65,276.25K,0.88%
21-Nov-13,110.08,107.76,110.25,107.62,253.96K,1.87%
20-Nov-13,108.06,107.2,108.38,106.51,220.19K,1.07%
19-Nov-13,106.92,108.3,108.63,106.81,224.43K,-1.43%
18-Nov-13,108.47,108.5,108.73,107.53,185.49K,-0.03%
15-Nov-13,108.5,108.38,108.65,107.69,198.64K,-0.04%
14-Nov-13,108.54,107.17,108.96,107.15,20.85K,1.33%
13-Nov-13,107.12,105.93,107.45,105.89,114.00K,1.24%
12-Nov-13,105.81,106.4,107.38,105.51,156.69K,-0.55%
11-Nov-13,106.4,105.17,106.56,105.15,172.68K,1.22%
08-Nov-13,105.12,103.53,105.38,102.98,242.70K,1.60%
07-Nov-13,103.46,105,105.21,103.24,291.12K,-1.69%
06-Nov-13,105.24,105.64,106.41,104.86,243.84K,-0.09%
05-Nov-13,105.33,106.25,106.53,105.19,186.82K,-0.85%
04-Nov-13,106.23,105.78,106.58,105.13,230.57K,0.30%
01-Nov-13,105.91,109.05,109.41,105.78,298.58K,-2.69%
31-Oct-13,108.84,109.69,109.87,108.55,238.84K,-0.93%
30-Oct-13,109.86,108.76,110.16,108.59,234.60K,0.78%
29-Oct-13,109.01,109.41,109.46,108.45,185.01K,-0.55%
28-Oct-13,109.61,107.04,109.68,106.85,266.18K,2.51%
25-Oct-13,106.93,107.09,107.39,106.27,212.28K,-0.06%
24-Oct-13,106.99,107.65,108.26,106.9,242.30K,-0.75%
23-Oct-13,107.8,109.99,110.06,107.35,324.61K,-1.97%
22-Oct-13,109.97,109.76,110.94,109.57,238.66K,0.30%
21-Oct-13,109.64,109.96,110.19,109.21,190.11K,-0.27%
18-Oct-13,109.94,109.13,110.24,108.95,181.54K,0.76%
17-Oct-13,109.11,110.57,110.66,108.71,233.73K,-1.58%
16-Oct-13,110.86,109.45,111.23,109.45,15.37K,0.82%
15-Oct-13,109.96,111.08,111.27,109.53,93.75K,-0.97%
14-Oct-13,111.04,110.87,111.41,109.87,106.79K,-0.22%
11-Oct-13,111.28,111.65,111.85,110.51,141.35K,-0.47%
10-Oct-13,111.8,109.04,112,108.92,212.35K,2.51%
09-Oct-13,109.06,110.16,110.25,108.12,171.12K,-1.00%
08-Oct-13,110.16,109.64,110.8,109.38,163.84K,0.44%
07-Oct-13,109.68,109.21,110.17,107.89,227.73K,0.20%
04-Oct-13,109.46,108.69,109.77,108.61,144.47K,0.42%
03-Oct-13,109,108.9,109.85,108.58,212.25K,-0.17%
02-Oct-13,109.19,107.55,109.48,107.44,177.15K,1.16%
