일자별 수요예측 리스트 (단위 : MW),,,,,,,,,,,,,,,,,,,,,,,,
구분,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
20210515,"52,740","50,770","49,290","49,100","49,100","49,790","50,870","51,950","55,010","56,700","57,070","57,370","55,970","57,450","57,530","56,710","57,010","55,800","57,000","56,400","55,910","54,870","53,600","52,920"
20210516,"49,630","48,160","47,380","46,990","47,190","47,480","47,470","46,180","44,560","43,660","43,950","43,270","42,890","43,080","43,860","45,250","47,120","49,180","51,150","52,420","52,820","52,380","51,710","50,530"
20210517,"47,810","45,740","44,860","44,660","45,360","47,140","50,550","54,960","60,750","62,160","62,470","61,000","58,540","61,300","62,560","63,300","63,840","64,020","64,130","64,420","63,120","61,170","59,090","58,210"
20210518,"53,830","52,160","51,180","50,690","50,990","52,270","54,560","58,150","62,140","62,850","62,170","61,000","57,920","59,700","60,670","61,460","62,620","61,990","62,560","61,630","60,710","58,620","56,940","56,460"
20210519,"54,030","51,960","50,770","50,180","50,580","50,960","51,460","50,780","50,650","50,370","50,680","49,500","47,720","49,410","50,800","51,870","53,720","54,770","56,220","57,650","57,820","56,930","55,940","54,660"
20210520,"51,140","49,470","48,790","48,710","49,210","50,300","52,980","56,350","61,420","62,780","62,670","61,770","59,890","62,450","63,760","64,570","65,260","64,130","63,130","63,020","61,920","60,060","58,090","57,010"
20210521,"52,860","50,890","50,210","49,520","49,820","51,110","52,990","57,070","61,650","63,760","63,470","63,210","61,330","63,200","64,270","64,060","64,440","63,490","63,060","62,630","61,030","59,390","56,920","56,550"
20210522,"53,100","51,030","50,150","49,360","49,260","49,760","50,560","49,710","48,920","47,930","47,850","47,170","45,270","47,360","48,640","50,240","51,900","53,350","55,190","56,340","55,930","54,940","53,260","52,470"
20210523,"48,640","46,470","45,090","44,510","44,610","44,800","45,580","45,650","46,010","46,890","48,360","48,290","48,020","48,510","49,010","49,620","50,510","51,880","53,260","54,130","54,130","52,750","51,370","49,700"
20210524,"47,920","46,150","45,270","44,990","45,590","46,780","50,270","55,270","61,480","63,690","64,310","64,040","62,140","64,220","64,590","64,670","64,740","64,010","63,670","63,530","62,420","60,130","58,050","56,970"
20210525,"52,260","50,590","49,700","49,310","49,620","50,810","53,200","56,390","60,980","62,500","62,410","61,620","59,230","61,630","63,310","63,590","64,560","64,120","63,280","62,650","61,530","59,860","57,490","56,620"
20210526,"53,350","51,670","50,690","50,300","50,710","51,390","53,880","56,450","59,310","59,300","58,480","56,900","54,030","56,120","57,310","58,810","60,800","61,780","62,460","62,730","61,430","59,580","57,800","57,020"
20210527,"52,650","50,980","49,990","49,400","49,900","51,000","53,600","56,780","61,170","63,070","63,490","63,310","60,730","62,630","63,620","63,390","64,170","63,420","63,590","63,360","61,950","59,860","57,580","57,100"
20210528,"52,950","50,980","49,990","49,700","49,700","50,900","52,990","55,880","59,770","61,470","62,090","62,110","60,330","62,530","63,620","63,790","64,260","62,920","62,280","62,060","60,640","59,050","57,270","56,400"
20210529,"52,530","50,360","49,080","48,890","49,000","49,000","49,990","49,490","49,100","48,010","48,340","47,250","46,060","47,460","48,830","49,700","51,260","52,410","53,970","54,840","54,830","53,840","52,470","51,790"
20210530,"48,630","46,370","45,090","44,500","44,600","44,800","44,910","43,920","43,630","44,140","45,140","44,760","44,370","45,650","47,050","48,830","50,270","51,400","52,860","54,130","54,130","52,850","51,190","49,610"
20210531,"47,170","45,300","44,520","44,330","44,840","46,130","49,600","54,270","60,150","61,060","60,080","59,010","56,640","58,820","60,100","61,080","62,640","63,090","62,960","63,130","61,930","59,760","57,580","56,210"
20210601,"52,640","50,670","49,690","49,500","49,300","50,300","52,480","55,860","59,750","60,650","60,780","60,010","57,740","60,430","61,910","63,290","64,950","64,700","64,460","64,540","62,930","60,640","58,260","56,690"
20210602,"53,040","51,160","50,280","49,890","50,090","50,680","52,980","56,060","59,650","60,450","60,380","59,390","56,810","59,310","60,500","61,780","62,750","63,710","64,180","64,350","63,040","60,850","58,670","56,800"
20210603,"54,140","52,370","51,490","50,900","50,900","51,590","53,860","57,820","62,970","65,550","66,240","65,960","63,870","66,250","66,650","66,560","66,350","65,430","64,220","64,210","62,910","60,640","58,180","57,290"
20210604,"52,830","51,060","49,970","49,880","49,680","50,270","52,270","55,950","60,140","61,630","62,140","61,750","59,380","61,570","62,960","63,240","63,900","63,770","62,850","63,030","62,030","59,850","57,670","56,400"
20210605,"52,800","50,740","49,570","48,980","48,980","49,080","49,380","48,600","48,510","48,020","48,540","47,960","47,070","48,760","49,850","50,610","51,760","52,700","54,250","55,220","55,400","54,410","53,040","51,970"
20210606,"49,220","46,850","45,680","45,190","45,290","45,380","45,300","44,020","42,840","42,360","43,360","42,780","42,380","43,370","44,660","46,530","48,970","51,400","53,550","54,820","55,100","53,920","52,160","50,490"
20210607,"48,050","45,790","44,700","44,410","44,910","46,610","50,900","56,890","63,470","64,670","64,180","63,090","59,820","62,500","64,080","66,050","67,790","68,350","68,430","68,310","66,710","64,130","61,270","59,710"
20210608,"52,140","50,270","49,390","49,100","48,800","49,490","51,370","54,750","59,630","61,940","63,150","63,660","62,300","65,290","66,480","67,140","67,200","66,160","65,440","65,010","63,710","61,230","58,070","56,200"
20210609,"53,350","51,680","50,500","49,710","50,110","51,210","52,480","55,140","59,000","61,070","62,970","63,200","62,290","65,370","67,660","68,540","69,620","68,510","67,200","66,790","66,000","62,830","60,170","58,200"
20210610,"54,850","52,880","52,000","51,310","51,110","52,300","54,570","58,630","63,480","65,860","66,350","66,190","63,880","66,460","68,250","68,630","69,320","68,500","67,200","67,280","65,600","62,730","60,470","58,290"
20210611,"54,420","52,250","51,070","50,190","50,590","50,880","53,840","58,690","64,840","68,410","69,410","69,550","67,340","69,520","69,810","69,080","69,070","67,350","66,250","65,830","64,440","61,780","58,920","57,560"
20210612,"55,110","52,340","50,660","49,570","49,370","49,570","49,960","49,860","50,660","50,060","50,660","49,580","47,590","49,480","50,670","51,860","53,920","55,460","57,330","58,600","59,190","57,610","55,540","54,270"
20210613,"50,640","47,970","46,390","45,700","45,500","45,700","45,670","44,130","43,090","43,760","44,960","44,500","43,690","44,550","45,850","47,920","50,920","54,300","57,190","58,780","59,490","58,020","55,560","52,890"
20210614,"48,830","46,260","45,080","44,800","45,300","47,190","51,970","58,620","65,960","67,220","66,610","65,430","61,720","64,700","66,590","68,780","70,770","71,350","71,450","71,340","69,660","66,800","63,540","61,770"
20210615,"54,620","52,760","51,380","50,790","50,890","51,880","54,460","58,210","64,150","66,700","67,590","67,110","64,910","68,010","69,600","69,990","71,090","69,580","68,680","68,470","66,370","63,510","60,650","58,480"
20210616,"56,740","54,070","53,190","52,600","52,000","52,990","55,870","60,450","66,210","68,690","69,080","68,390","66,010","67,780","69,670","69,760","71,150","70,320","69,900","69,590","67,990","64,820","62,360","60,000"
20210617,"56,740","54,370","53,490","52,900","52,810","53,800","56,570","60,850","66,910","69,390","70,080","69,600","66,520","68,180","69,560","69,640","70,440","69,110","69,000","68,080","67,190","63,720","61,060","59,490"
20210618,"55,430","53,570","52,190","51,500","51,600","52,490","54,670","58,640","64,900","67,770","68,460","68,370","66,300","68,280","68,760","67,950","68,330","67,120","66,000","65,690","64,790","62,420","59,570","58,200"
20210619,"54,120","52,260","51,080","50,400","50,100","50,090","50,580","51,070","51,850","51,830","53,040","52,870","51,850","52,960","53,660","54,730","56,000","56,940","57,810","58,390","58,480","57,010","54,950","53,980"
20210620,"50,710","48,550","47,280","46,490","46,400","46,390","46,690","46,590","46,790","47,290","48,510","48,310","48,020","48,630","49,510","51,270","53,530","55,370","57,120","58,180","58,170","56,690","54,540","52,270"
20210621,"48,940","47,070","46,190","45,700","46,000","47,290","50,580","55,670","62,250","64,640","65,750","65,460","63,370","66,050","67,530","68,490","69,750","69,210","68,290","67,570","66,070","63,300","60,150","58,580"
20210622,"55,740","54,270","52,790","51,900","52,400","53,390","55,880","59,170","63,960","66,450","66,360","65,870","63,380","65,760","66,740","68,010","68,770","67,730","66,910","66,790","64,890","62,220","59,460","58,190"
20210623,"54,250","52,170","51,290","50,500","50,600","51,490","53,580","57,260","62,640","64,520","65,020","65,230","63,240","65,610","67,290","67,660","68,230","66,600","65,880","65,370","63,570","61,110","58,350","57,390"
20210624,"54,640","52,870","51,890","51,310","51,310","52,000","54,370","58,030","62,890","65,150","65,640","65,340","63,570","66,760","67,330","67,420","68,300","67,390","66,180","65,760","64,470","61,900","59,050","57,890"
20210625,"54,720","52,860","51,880","51,290","50,890","51,690","53,860","57,930","63,090","65,170","66,160","65,950","63,850","66,430","67,430","67,730","68,410","67,490","66,480","66,260","64,560","61,900","59,150","57,680"
20210626,"54,620","52,650","51,380","50,690","50,590","50,680","51,570","52,260","53,750","54,350","55,060","55,180","53,580","55,180","56,170","56,430","57,590","57,930","58,390","59,060","58,960","56,590","54,840","54,470"
20210627,"50,310","48,240","46,960","46,280","45,980","46,070","46,270","45,680","45,380","45,290","47,090","47,100","47,500","48,300","49,290","50,750","53,010","54,760","56,610","57,590","57,880","56,300","54,240","52,070"
20210628,"49,940","47,870","46,600","46,110","46,410","47,700","50,780","55,850","62,420","64,900","66,000","65,790","63,590","66,760","68,560","69,560","71,220","71,280","70,170","69,250","67,660","64,690","61,340","59,880"
20210629,"55,440","53,470","52,200","51,510","51,510","52,200","54,580","58,260","63,320","65,400","66,200","66,300","63,890","67,160","68,670","69,560","71,020","70,280","68,670","67,950","66,660","64,090","60,840","59,080"
20210630,"56,320","54,250","53,470","52,590","52,490","53,480","55,860","60,330","66,080","69,260","69,950","70,150","67,940","70,510","71,420","71,610","72,490","70,960","69,650","69,440","67,440","64,480","61,530","60,160"
20210701,"56,010","54,250","53,070","51,980","52,190","53,170","54,850","58,220","63,580","66,450","68,340","69,940","68,930","71,600","73,110","73,800","74,490","72,160","70,550","70,030","67,840","64,970","61,130","59,660"
20210702,"56,210","54,140","52,960","52,170","52,280","52,970","55,750","60,020","65,980","68,950","70,140","70,240","67,830","70,890","72,110","72,500","73,880","72,560","70,950","70,540","68,540","65,470","62,130","60,460"
20210703,"57,310","54,240","52,270","51,080","50,680","50,480","52,160","53,750","56,140","56,420","56,910","55,420","53,420","55,400","56,990","58,480","60,050","60,610","61,780","62,660","62,960","60,690","57,730","55,990"
20210704,"51,700","49,240","47,660","46,780","46,480","46,470","46,860","46,260","46,060","46,550","48,940","49,540","50,330","51,830","53,010","54,390","56,360","58,320","60,190","61,470","61,660","59,690","57,130","54,470"
20210705,"50,410","48,350","47,170","46,690","46,890","48,480","51,960","57,330","64,570","67,620","69,140","69,230","67,020","70,800","72,700","73,910","74,680","73,660","72,340","71,630","69,830","66,470","62,820","61,190"
20210706,"56,390","54,330","52,950","52,670","52,570","53,460","55,940","60,690","66,540","69,690","70,580","71,070","68,870","72,460","73,760","73,780","74,450","72,630","70,830","70,520","68,020","64,950","61,400","60,240"
20210707,"56,590","54,620","53,250","52,460","52,560","53,450","56,020","60,070","66,210","69,550","70,720","70,410","68,120","71,300","73,000","72,810","73,790","72,780","70,780","70,270","68,370","65,410","62,160","60,400"
20210708,"57,150","55,000","53,630","52,940","52,750","53,540","56,510","61,460","68,090","71,330","72,110","72,210","69,920","73,490","75,090","75,490","76,670","75,550","73,650","72,540","70,840","67,690","63,840","61,980"
20210709,"58,050","55,790","54,420","53,540","53,540","54,130","56,800","61,750","68,070","71,600","73,560","74,080","72,400","75,050","76,350","76,660","77,050","75,940","74,050","73,230","71,040","67,490","64,140","62,480"
20210710,"58,260","55,500","54,230","52,950","52,150","52,850","53,320","54,390","56,930","59,680","62,050","62,660","62,470","63,450","64,040","63,940","63,210","62,480","62,960","63,350","62,450","60,290","57,940","56,700"
20210711,"53,420","50,680","48,820","47,750","47,450","47,450","48,330","48,910","50,080","51,850","54,390","55,080","55,590","56,990","57,800","58,180","59,240","60,800","62,480","63,670","63,670","61,310","58,170","55,310"
20210712,"50,880","48,720","47,450","46,860","47,070","48,750","52,820","59,750","68,780","72,920","74,180","74,080","71,790","75,850","77,450","78,150","78,830","77,310","75,700","74,490","72,500","69,050","65,120","63,360"
20210713,"58,750","56,500","55,430","54,650","54,750","55,440","58,010","63,450","71,170","74,630","75,410","75,810","73,430","77,040","79,130","79,490","80,520","79,290","76,980","75,340","73,250","69,490","65,550","63,690"
20210714,"60,210","58,070","57,100","55,930","55,830","56,020","59,480","65,010","72,710","76,460","78,420","78,430","76,360","80,160","81,940","81,810","82,830","81,210","78,810","78,170","75,180","71,630","67,300","65,250"
20210715,"59,710","56,660","55,500","54,420","54,320","54,810","57,680","62,420","69,630","73,680","75,560","76,240","74,560","78,250","80,130","80,800","81,710","80,490","77,780","77,160","74,670","71,020","66,590","63,940"
20210716,"60,610","57,760","56,490","54,910","54,720","55,610","58,180","62,520","69,950","73,790","76,760","77,760","76,860","79,850","81,230","81,730","82,620","81,290","78,580","77,570","75,580","71,630","66,990","63,950"
20210717,"61,000","57,260","55,100","53,320","52,620","52,420","53,590","55,370","58,790","61,510","64,690","64,910","64,320","66,610","67,310","67,500","67,670","68,120","68,890","69,470","69,270","66,120","61,780","59,740"
20210718,"54,920","51,970","50,100","49,020","48,630","48,730","49,410","50,380","52,240","54,590","56,750","57,430","57,520","58,720","59,720","61,110","62,480","64,630","66,400","67,480","67,080","64,230","60,590","57,440"
20210719,"52,550","50,190","48,830","48,250","48,550","50,040","54,200","60,740","69,960","74,500","76,370","76,570","74,580","78,640","80,530","81,520","83,100","82,480","80,870","79,650","77,260","73,110","68,280","65,840"
20210720,"62,620","60,370","58,900","57,820","57,720","58,610","61,990","67,640","75,070","80,020","81,210","80,600","78,600","81,780","84,170","85,750","86,320","86,190","83,670","81,960","79,380","74,920","70,090","67,640"
20210721,"61,640","59,280","57,610","56,530","56,630","57,020","60,290","65,950","73,690","77,940","80,110","80,200","78,810","82,300","83,590","84,570","85,840","85,100","82,990","81,180","78,700","74,640","70,110","67,760"
20210722,"62,230","60,070","58,300","57,320","57,220","58,510","60,980","67,330","75,260","79,910","82,580","83,580","82,480","85,570","87,470","87,650","88,130","87,300","84,890","83,080","80,400","76,540","71,110","68,870"
20210723,"62,230","59,380","58,010","56,820","56,330","57,520","60,280","65,340","72,370","77,120","80,100","81,100","80,300","83,680","84,980","85,750","86,230","84,710","82,390","80,380","78,300","73,940","69,610","66,780"
20210724,"61,910","58,470","56,210","54,530","53,940","53,730","54,910","56,600","59,640","62,600","66,270","67,050","66,640","68,320","68,710","69,000","69,770","70,250","71,230","71,610","71,310","68,060","63,730","61,380"
20210725,"56,520","53,660","51,790","50,610","50,210","50,110","50,800","51,270","52,540","54,810","58,000","59,010","59,780","61,070","62,180","63,550","65,420","67,280","68,940","69,730","69,440","66,580","62,530","58,970"
20210726,"54,630","52,080","50,610","49,930","50,130","51,720","56,290","63,640","73,770","78,520","80,290","80,690","78,600","82,380","83,870","84,160","85,140","84,510","83,090","82,180","79,790","75,440","70,320","67,680"
20210727,"63,330","60,880","58,910","57,720","57,530","58,220","60,790","65,640","72,570","76,500","78,580","79,680","78,380","81,560","83,080","84,080","85,460","85,250","83,940","83,030","80,840","76,380","71,440","68,480"
20210728,"64,160","61,410","60,040","59,060","58,760","59,250","62,110","67,370","75,200","79,550","81,220","81,420","79,630","82,320","84,100","84,780","85,860","85,220","84,100","82,790","79,710","75,360","70,830","67,690"
20210729,"63,070","60,610","58,840","57,760","57,660","58,250","61,010","65,670","72,610","77,260","79,540","80,540","79,040","82,520","83,900","84,890","86,360","86,720","85,600","84,390","81,710","76,960","71,430","68,690"
20210730,"62,850","60,400","58,530","57,440","57,350","58,140","60,800","65,860","72,500","77,340","79,720","81,010","79,520","82,790","84,280","84,970","85,740","85,300","83,280","81,780","79,800","75,260","70,330","67,480"
20210731,"61,830","58,980","57,710","56,230","55,440","56,030","56,910","58,680","61,930","64,800","66,580","67,670","67,560","68,540","69,620","69,490","70,070","70,550","69,930","70,610","70,020","66,960","62,730","60,870"
20210801,"57,920","55,370","53,700","52,720","52,130","52,020","52,510","53,180","54,530","56,490","58,860","60,060","60,960","62,160","62,960","64,150","65,630","67,580","69,050","69,740","69,340","66,780","63,240","60,090"
20210802,"56,750","54,490","53,220","51,940","51,840","52,530","55,400","60,650","66,970","70,110","70,680","70,460","68,980","72,060","73,560","75,160","77,240","78,230","77,520","77,110","75,020","71,060","66,830","64,180"
20210803,"58,630","56,480","55,200","54,420","54,230","54,820","56,890","60,550","65,790","69,140","70,820","71,720","70,620","72,900","73,980","74,460","75,420","75,480","74,560","73,960","71,880","68,330","64,100","61,860"
20210804,"56,830","54,280","52,800","52,020","51,830","52,620","55,290","59,150","63,890","67,140","68,820","69,220","68,320","69,390","70,380","70,960","72,820","73,480","72,960","72,760","69,780","66,630","62,800","60,560"
20210805,"57,930","55,570","54,100","53,220","53,220","53,910","56,380","59,940","65,080","68,240","69,710","70,810","71,110","73,490","74,870","75,160","75,620","76,970","76,360","77,550","74,370","70,530","66,400","64,050"
20210806,"59,120","56,960","55,290","54,410","54,720","55,210","58,570","62,830","69,870","74,320","76,100","76,390","75,300","78,270","79,760","79,740","80,200","79,950","78,730","78,030","75,450","71,400","66,580","63,840"
20210807,"62,200","59,660","57,890","56,710","56,120","55,910","56,890","58,260","61,200","63,670","66,440","67,440","67,130","68,300","68,880","69,450","69,920","70,610","71,580","71,760","71,170","68,220","64,490","62,340"
20210808,"57,910","55,360","53,700","52,720","52,120","52,020","52,490","53,170","54,520","56,380","58,850","60,060","60,960","62,150","62,840","64,130","65,490","67,430","68,890","69,570","69,170","66,620","63,190","60,060"
20210809,"56,520","54,170","52,600","51,820","51,820","53,010","56,680","62,830","71,460","76,100","78,180","78,770","76,660","80,150","81,650","82,540","84,010","84,170","83,060","82,150","79,480","74,730","69,900","67,060"
20210810,"61,040","58,380","57,300","56,120","56,230","56,820","59,790","65,050","71,190","75,040","76,920","77,410","75,910","79,090","80,680","80,860","82,120","81,780","80,360","79,760","76,480","72,930","68,800","66,060"
20210811,"60,530","58,280","55,900","55,620","55,920","55,910","59,090","63,740","70,960","73,910","75,790","76,870","74,270","77,440","78,740","80,340","81,030","80,490","79,580","79,070","76,590","72,540","68,610","65,570"
20210812,"60,920","58,570","57,400","56,110","56,220","57,010","59,680","64,030","71,160","74,400","75,870","76,550","75,450","78,130","79,220","79,730","80,720","79,390","78,090","77,980","75,400","71,340","66,910","64,860"
20210813,"60,940","58,780","56,910","56,130","56,340","56,520","59,700","63,950","71,190","74,430","76,010","77,100","75,800","78,390","79,710","80,390","80,370","78,640","77,030","76,220","74,140","69,890","66,150","64,290"
20210814,"59,450","56,890","55,210","54,020","53,630","53,530","54,710","56,390","59,250","61,520","63,090","63,690","63,070","63,960","64,650","65,030","65,510","65,990","66,770","66,760","66,170","63,510","60,260","58,400"
20210815,"54,450","52,000","50,430","49,350","48,850","48,850","49,520","50,300","50,860","51,820","53,090","54,400","55,800","57,790","59,780","61,370","63,140","65,490","66,650","66,830","66,230","63,680","60,440","57,400"
20210816,"54,290","52,020","50,740","49,750","49,560","50,350","52,520","55,780","60,630","63,090","64,560","65,060","64,270","66,250","68,040","69,550","71,020","72,600","72,590","72,680","70,790","67,540","63,690","61,030"
20210817,"55,650","53,390","52,010","51,130","51,240","52,430","55,400","60,340","67,470","70,510","71,090","71,590","70,310","73,390","76,190","77,380","79,270","80,160","78,960","78,140","75,460","71,210","66,770","64,400"
20210818,"58,760","56,700","55,420","54,640","54,440","55,130","58,410","62,960","69,200","72,840","73,730","74,530","72,650","75,340","76,640","77,440","78,130","77,220","75,620","74,410","71,930","68,260","64,710","63,130"
20210819,"59,370","57,510","56,430","55,650","55,650","56,340","58,710","62,770","68,620","71,770","72,870","73,660","71,670","73,880","75,080","75,660","76,240","75,710","74,300","73,590","71,210","67,750","64,100","62,430"
20210820,"58,690","56,820","55,750","55,060","55,060","55,950","58,520","62,490","68,240","70,500","71,200","71,490","69,790","72,780","74,980","75,570","76,040","75,210","73,190","72,580","70,000","66,550","62,810","61,340"
20210821,"59,460","57,600","56,420","55,630","55,330","55,330","55,910","56,890","58,350","59,810","61,570","62,470","62,470","63,560","64,470","65,360","65,750","66,230","66,810","67,190","66,610","64,340","61,690","60,220"
20210822,"56,250","54,180","52,900","52,120","51,720","51,820","52,210","52,990","54,360","56,430","58,980","60,470","61,260","61,870","61,990","61,990","61,580","62,350","63,120","63,400","62,710","60,740","58,390","56,430"
20210823,"54,190","52,420","51,240","50,660","50,760","51,850","54,830","59,590","66,230","69,890","71,470","71,960","70,470","73,160","74,950","76,150","77,320","77,400","76,400","75,490","73,200","69,440","65,400","63,340"
20210824,"58,400","56,340","55,060","54,370","54,370","55,360","58,030","62,310","68,260","70,930","72,510","72,710","70,600","73,990","75,960","76,550","77,520","77,400","75,500","75,180","72,300","68,250","64,010","62,540"
20210825,"57,080","55,220","54,050","53,360","53,560","54,850","57,130","61,660","68,790","72,030","73,510","73,920","72,310","75,490","76,680","76,890","77,280","75,470","73,770","72,860","70,380","67,040","63,390","62,530"
20210826,"59,290","57,310","55,940","55,250","55,350","55,840","58,710","63,950","71,060","74,900","76,070","76,270","73,980","76,660","77,750","77,760","78,150","76,930","75,340","74,330","71,970","68,720","64,680","62,820"
20210827,"57,960","56,100","55,030","54,440","54,550","55,740","58,610","63,970","71,310","74,970","75,940","75,640","72,950","75,730","76,410","76,010","76,070","74,930","73,120","73,020","70,230","66,580","63,050","61,700"
20210828,"58,370","56,510","55,230","54,450","54,150","54,240","55,110","56,770","59,400","61,450","63,220","63,610","62,500","62,770","62,980","63,200","63,160","63,050","63,540","64,130","63,260","61,020","58,470","57,510"
20210829,"54,380","52,310","51,140","50,350","50,060","50,240","50,620","51,090","52,340","53,500","55,970","56,760","56,650","57,310","57,720","58,640","59,190","60,170","61,660","62,640","61,860","60,020","57,480","55,320"
20210830,"52,670","51,010","49,830","49,250","49,550","51,040","54,520","60,280","68,310","72,170","73,440","73,630","71,820","74,380","75,290","75,410","75,960","75,040","73,530","72,410","69,840","66,200","62,670","61,110"
20210831,"58,370","56,400","55,230","54,640","54,650","55,630","58,310","63,060","69,690","73,150","73,730","73,020","70,820","73,700","74,990","74,690","75,060","73,740","72,130","71,920","68,950","65,310","61,970","60,800"
20210901,"56,860","55,500","53,920","53,340","53,650","54,730","57,300","62,450","69,780","73,730","74,510","74,900","72,600","75,870","76,470","76,270","75,930","73,910","72,900","71,590","68,820","65,590","62,550","61,590"
20210902,"57,580","56,210","54,840","54,250","54,550","55,240","58,210","63,150","69,660","72,690","73,260","73,250","70,440","73,120","74,430","73,950","74,640","73,430","71,830","70,530","68,360","65,320","62,080","61,320"
20210903,"56,460","54,300","53,320","52,740","52,640","53,420","55,700","59,450","64,980","67,530","68,820","69,110","67,310","70,800","72,570","73,050","73,630","72,010","70,410","69,590","67,430","64,500","61,370","59,810"
20210904,"55,670","54,400","53,530","52,940","52,840","52,930","53,520","54,290","55,460","55,930","56,800","56,880","56,680","58,070","58,890","58,980","59,060","58,830","59,310","59,790","59,120","57,560","55,810","55,140"
20210905,"51,970","50,510","49,630","48,950","48,750","49,040","49,430","50,120","51,290","52,460","53,930","53,620","53,010","53,200","53,800","54,590","55,460","56,510","57,800","58,580","58,000","56,540","54,700","53,130"
20210906,"51,390","49,820","48,940","48,550","48,660","49,940","52,920","57,870","64,320","67,370","68,650","68,560","66,750","69,440","70,730","70,930","71,500","70,690","69,480","68,670","66,200","63,250","60,100","58,740"
20210907,"55,880","54,110","53,140","52,650","52,650","53,940","56,510","60,560","65,490","67,640","68,230","68,530","66,430","69,420","70,500","70,590","71,290","69,980","69,070","68,570","66,200","63,160","60,010","58,740"
20210908,"55,800","54,040","52,960","52,470","52,570","53,870","56,540","60,510","65,270","67,120","67,730","68,030","65,820","69,100","70,200","70,500","71,380","70,150","69,130","68,520","66,220","63,160","59,910","58,760"
20210909,"55,300","53,640","52,660","52,170","52,370","53,570","56,340","60,810","66,670","69,020","69,440","69,830","67,820","70,510","71,500","71,500","72,180","70,950","70,140","69,630","66,830","63,660","60,510","59,260"
20210910,"55,710","54,140","53,260","52,280","52,380","53,370","55,250","59,920","65,370","68,220","69,230","69,630","67,710","70,500","71,600","71,900","72,280","70,760","69,350","68,440","65,940","63,480","59,930","59,280"
20210911,"56,000","53,940","52,760","51,680","51,380","51,670","52,350","53,420","54,890","55,680","56,870","56,860","55,850","57,130","58,320","59,200","59,490","59,170","59,840","60,230","59,750","57,900","55,840","54,980"
20210912,"51,620","49,650","48,470","47,780","47,680","48,070","48,550","48,720","49,690","51,270","53,070","53,270","53,270","53,750","54,440","55,120","55,990","57,360","58,840","59,730","58,860","57,000","54,840","52,870"
20210913,"50,120","48,350","47,370","47,080","47,480","49,060","52,240","57,490","64,240","67,610","68,870","69,070","67,070","70,050","71,640","71,850","72,230","70,830","69,620","68,760","65,830","62,990","59,830","58,560"
20210914,"56,020","54,250","53,070","52,680","52,880","53,970","56,540","60,790","66,330","68,290","68,480","68,370","66,000","68,460","69,870","71,070","72,160","71,360","70,540","69,840","67,260","64,200","61,040","59,670"
20210915,"56,320","54,450","53,170","52,680","52,880","54,170","56,940","61,680","67,810","70,160","70,440","70,330","67,750","70,130","71,440","72,550","73,440","72,540","71,640","70,850","68,160","65,010","61,650","60,170"
20210916,"56,410","54,440","53,460","52,870","52,770","53,950","56,430","60,760","66,380","68,540","68,840","68,340","66,250","69,030","70,340","70,850","71,950","71,230","70,020","69,220","67,150","64,290","61,040","59,860"
20210917,"56,110","54,140","52,970","52,170","52,170","53,260","55,730","59,770","65,610","67,160","66,540","65,040","61,850","63,630","64,120","64,130","64,430","63,620","63,010","63,210","61,540","59,380","56,940","55,760"
20210918,"53,120","51,050","49,970","49,280","48,980","49,470","50,360","50,740","51,110","50,100","49,680","49,190","47,990","49,480","50,660","51,230","52,610","53,690","55,060","56,050","54,870","53,310","51,850","51,080"
20210919,"48,420","46,440","45,260","44,470","44,370","44,760","45,150","44,750","43,240","41,810","41,390","41,290","41,380","42,480","43,970","45,450","47,430","49,710","51,190","52,280","51,390","50,520","49,760","48,280"
20210920,"45,940","44,260","43,080","42,390","42,190","42,780","43,360","43,330","42,100","40,780","39,880","39,590","40,400","41,390","42,880","44,070","45,560","47,140","48,530","49,130","48,440","47,860","47,290","46,200"
20210921,"43,160","41,390","40,510","40,030","40,230","40,810","41,790","42,070","40,680","39,290","38,700","38,510","38,810","39,190","40,270","40,860","42,240","44,020","45,680","46,870","46,470","46,190","45,810","44,930"
20210922,"43,260","41,590","40,610","40,120","40,220","40,810","41,590","41,670","41,280","40,780","40,260","39,880","39,970","40,770","42,050","43,340","45,710","48,480","50,540","51,430","50,640","49,770","48,700","47,420"
20210923,"45,050","43,270","42,490","42,200","42,600","44,090","46,870","50,750","55,660","57,560","58,040","58,060","55,850","58,650","60,430","61,010","61,970","61,810","62,000","61,390","59,320","57,250","55,180","54,300"
20210924,"55,030","53,540","52,760","52,270","52,370","53,360","55,450","58,850","63,140","65,010","65,400","64,900","62,890","64,490","65,280","65,950","66,330","65,810","65,490","64,780","63,000","60,930","58,270","56,990"
20210925,"54,250","53,080","52,400","51,910","51,710","52,100","52,490","52,970","53,650","53,630","54,010","54,020","53,420","54,410","55,100","55,760","56,740","57,120","57,690","57,980","57,100","55,840","54,380","53,810"
20210926,"50,750","49,380","48,500","48,010","48,010","48,200","48,590","48,490","48,690","48,980","49,880","50,070","50,260","51,150","52,140","53,110","54,170","55,330","56,500","56,980","56,300","54,930","53,280","51,910"
20210927,"50,140","48,770","47,890","47,610","47,900","49,190","51,870","56,240","61,610","64,090","64,990","65,120","63,620","66,300","67,770","68,360","69,020","68,090","67,160","66,360","63,990","61,320","58,470","57,200"
