일자별 수요예측 리스트 (단위 : MW),,,,,,,,,,,,,,,,,,,,,,,,
구분,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
20230726,"59,713","56,852","55,581","54,201","54,808","54,899","58,069","64,414","71,597","76,321","78,697","78,501","77,296","79,290","80,692","80,385","80,792","79,090","78,293","78,075","76,493","71,935","69,185","65,333"
20230727,"60,889","58,632","56,962","56,180","56,127","56,519","59,988","65,338","71,956","76,622","77,782","76,865","74,570","77,553","79,144","79,546","80,645","80,251","79,833","79,223","77,349","73,199","70,755","67,008"
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
