일자별 수요예측 리스트 (단위 : MW),,,,,,,,,,,,,,,,,,,,,,,,
구분,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
20220515,"50,170","48,000","46,720","46,030","46,220","46,510","46,620","45,370","43,390","41,930","42,450","41,280","40,980","42,070","43,560","45,530","48,090","51,130","53,480","55,310","55,600","54,810","53,620","52,140"
20220516,"48,600","46,840","46,060","45,770","46,470","48,140","51,040","54,780","59,190","59,520","58,830","58,050","56,360","60,010","62,060","63,230","64,710","64,660","64,620","64,690","62,990","61,210","59,240","58,160"
20220517,"54,600","52,920","52,250","51,850","51,960","53,350","55,540","57,950","60,750","60,770","60,100","58,330","56,450","59,340","61,320","63,580","65,150","65,790","65,860","65,600","64,080","62,000","60,220","58,140"
20220518,"55,060","53,390","52,300","52,510","52,310","53,490","55,400","57,650","60,780","60,700","60,330","59,660","57,260","60,230","62,120","63,880","66,050","66,500","66,450","66,590","65,160","62,970","60,480","59,000"
20220519,"55,180","53,510","52,830","52,140","52,440","53,630","55,630","58,160","61,180","61,290","60,620","59,650","57,060","60,140","61,820","63,690","65,640","66,490","66,350","66,700","64,780","62,490","60,210","58,430"
20220520,"54,360","52,690","51,800","51,410","51,510","52,300","54,310","57,030","60,730","61,040","61,360","60,970","58,780","61,470","62,950","63,530","64,490","64,650","64,520","64,690","63,280","61,090","59,010","57,720"
20220521,"53,480","52,310","50,530","49,540","49,940","49,730","49,350","49,100","48,230","46,870","48,290","48,390","47,300","49,080","50,560","51,840","53,300","53,920","55,770","56,810","56,490","55,010","53,530","51,950"
20220522,"50,710","48,640","47,560","46,870","47,070","47,160","47,050","45,380","43,410","41,770","41,880","40,600","40,290","41,110","42,310","44,400","47,330","50,760","53,400","55,220","55,790","54,910","53,630","52,150"
20220523,"48,990","47,020","46,140","45,940","46,640","48,230","51,230","54,460","58,670","59,090","58,420","57,250","54,850","58,310","60,580","62,650","65,030","65,890","66,250","66,510","65,290","63,100","60,820","59,440"
20220524,"54,690","53,020","52,030","51,440","51,240","52,630","54,430","56,550","59,350","59,870","59,600","59,230","57,350","60,620","62,700","64,560","66,930","67,890","67,750","68,100","66,280","64,090","61,110","59,430"
20220525,"55,380","53,600","52,620","52,130","52,030","53,320","54,830","57,270","60,390","61,210","61,420","60,840","58,850","61,740","63,520","65,390","67,350","67,690","67,850","68,010","66,690","64,100","61,220","59,440"
20220526,"55,520","53,650","52,570","51,980","52,180","52,970","55,060","57,650","61,750","62,660","62,560","61,500","59,000","62,170","64,060","65,830","67,990","68,350","68,030","67,800","66,990","63,910","61,240","59,560"
20220527,"55,320","53,550","52,560","52,070","52,170","52,960","54,960","57,350","61,270","62,480","62,590","61,720","59,630","63,000","64,580","66,230","68,300","67,950","67,420","67,090","65,980","63,400","60,830","59,070"
20220528,"54,080","52,100","50,820","50,030","50,240","50,330","50,450","49,680","50,100","49,130","49,950","49,460","48,160","49,450","50,740","52,420","54,370","56,100","57,150","58,610","58,390","56,800","54,820","54,240"
20220529,"51,190","49,020","47,840","47,150","47,150","47,350","47,430","46,060","44,580","43,600","44,010","43,120","43,120","44,020","45,310","47,390","50,250","53,400","55,860","57,420","57,710","56,320","54,840","52,960"
20220530,"49,490","47,620","46,740","46,350","46,850","48,040","50,850","54,630","59,520","60,740","60,750","60,170","58,370","62,340","64,830","66,710","68,900","68,850","68,530","68,300","66,690","64,210","61,730","59,950"
20220531,"55,000","53,530","52,350","51,860","52,060","53,350","55,340","57,840","60,940","61,440","61,070","59,980","57,700","60,890","61,780","63,350","65,700","65,950","65,820","65,990","64,180","62,000","59,530","58,260"
20220601,"55,290","53,320","52,240","51,650","51,850","52,040","52,830","52,730","53,430","53,530","53,750","52,870","51,290","53,280","54,770","56,040","57,990","59,350","60,820","61,590","61,880","60,000","58,120","56,250"
20220602,"52,790","51,210","50,330","49,840","50,040","50,730","53,130","56,360","61,270","62,480","61,900","61,210","59,720","62,500","64,390","65,460","67,610","67,570","67,830","67,400","65,990","63,400","60,630","58,750"
20220603,"55,700","53,330","52,150","51,460","51,460","52,450","54,850","57,350","61,750","62,670","62,890","61,220","58,530","62,010","64,300","66,370","69,110","69,850","69,820","69,290","67,890","65,200","62,430","60,560"
20220604,"55,780","53,910","52,730","51,950","51,750","51,740","51,850","51,980","53,290","53,090","52,900","51,490","51,220","53,800","55,190","56,460","57,420","57,270","57,740","58,510","58,700","57,420","55,740","54,560"
20220605,"51,200","49,430","48,250","47,570","47,470","47,570","48,070","48,290","49,090","49,800","51,290","50,770","50,450","50,750","51,150","51,940","53,220","54,480","55,640","56,620","56,910","55,830","54,350","52,480"
20220606,"50,530","48,550","47,570","46,990","46,890","47,280","48,080","49,280","51,380","52,380","53,260","52,440","51,030","51,630","52,820","53,610","54,990","56,160","57,520","58,910","59,110","57,830","56,060","54,090"
20220607,"50,620","48,950","48,070","47,670","47,870","48,760","51,460","55,660","61,550","63,260","62,070","60,690","58,700","62,190","64,460","66,140","67,990","67,140","66,720","66,590","65,390","62,710","60,140","58,460"
20220608,"54,120","52,240","51,060","51,280","51,580","52,580","54,570","56,950","60,940","62,950","63,770","64,190","62,600","66,170","67,950","68,130","68,780","67,940","66,610","66,090","64,390","62,110","59,740","58,170"
20220609,"55,210","53,240","52,160","51,580","51,680","52,270","54,470","56,850","60,530","61,240","61,570","60,590","58,600","61,770","63,550","65,220","67,570","67,920","67,400","66,770","65,270","62,900","60,430","59,160"
20220610,"54,820","53,050","51,970","51,780","51,680","52,370","54,360","57,040","60,820","61,610","61,840","61,460","59,670","62,840","64,420","65,800","67,690","67,640","67,010","66,890","65,180","62,910","60,140","58,870"
20220611,"55,520","53,550","52,470","51,580","51,680","51,270","51,960","51,950","52,730","51,820","52,440","52,460","51,360","52,830","53,620","54,610","55,710","56,360","57,830","58,710","58,500","57,120","55,250","54,380"
20220612,"50,520","48,650","47,470","46,780","46,680","46,870","46,880","45,680","44,580","43,890","44,820","44,540","44,650","45,850","46,840","48,510","50,850","53,610","55,760","56,930","57,120","55,930","54,160","52,290"
20220613,"49,720","47,960","47,080","46,590","46,890","47,980","51,060","55,730","62,090","64,380","64,690","64,710","62,430","65,830","67,530","68,210","69,270","68,330","67,610","67,090","65,380","62,910","60,140","58,370"
20220614,"55,220","53,750","52,470","52,080","52,480","53,380","56,070","59,650","65,220","67,800","68,400","68,600","66,810","69,990","70,590","70,870","70,950","70,030","69,110","68,290","66,290","63,020","60,350","58,980"
20220615,"55,420","53,950","52,470","52,080","52,480","53,570","56,260","60,540","66,110","69,090","69,990","69,990","67,600","69,680","70,780","70,560","70,840","69,620","68,800","68,880","66,280","63,410","60,440","59,070"
20220616,"54,910","52,940","51,870","51,280","51,380","52,170","54,450","58,110","62,780","64,350","64,640","64,450","62,750","66,230","67,540","67,720","68,410","67,490","66,370","65,860","64,660","62,300","59,630","58,370"
20220617,"54,980","53,110","52,030","51,640","51,840","52,430","54,720","57,920","62,310","63,820","64,330","63,760","61,970","65,050","66,620","68,090","69,660","69,510","68,880","68,360","66,350","63,770","60,600","58,830"
20220618,"55,600","53,330","51,850","50,970","50,670","50,660","51,040","51,140","51,630","51,340","51,920","51,120","50,120","51,910","52,800","54,280","56,170","56,940","58,110","59,000","59,290","57,610","55,530","54,450"
20220619,"51,400","49,240","47,870","47,080","46,880","47,080","46,980","45,790","44,890","44,590","45,990","46,390","47,170","48,600","49,450","51,120","53,290","55,560","57,320","58,490","58,790","57,310","55,140","53,170"
20220620,"50,110","48,140","47,060","46,680","46,880","48,070","51,440","56,710","63,670","66,350","66,540","66,360","63,770","67,450","68,550","69,140","70,820","70,190","69,370","68,750","67,150","64,290","61,320","59,460"
20220621,"56,600","54,030","53,550","52,470","52,070","52,960","55,340","58,600","64,470","67,360","68,760","69,260","68,580","71,870","73,080","74,360","75,430","74,790","73,170","72,860","70,650","66,680","63,610","61,340"
20220622,"59,090","56,630","55,060","53,870","53,680","54,570","56,440","60,100","64,740","67,110","69,100","70,090","69,010","72,610","73,900","74,490","75,670","75,950","75,340","74,920","73,210","69,450","65,290","63,130"
20220623,"57,290","55,020","53,450","53,360","53,260","54,350","58,130","62,290","69,450","72,940","73,750","74,540","72,240","74,340","74,850","74,530","75,500","74,560","74,130","73,720","71,320","66,550","63,890","61,530"
20220624,"58,570","56,410","54,940","54,150","54,150","54,740","57,110","61,070","66,520","68,990","69,790","69,580","67,580","71,380","73,390","74,780","76,760","76,230","75,000","74,290","72,500","69,340","65,680","63,520"
20220625,"58,950","56,800","55,340","54,360","54,070","54,360","54,930","55,240","57,230","58,330","59,420","59,330","58,950","60,440","61,230","61,690","62,130","62,270","63,210","63,880","62,970","60,700","58,150","56,990"
20220626,"53,770","50,810","48,740","47,660","47,360","47,450","47,940","46,730","46,730","47,530","49,450","49,950","50,210","51,310","52,190","53,770","56,630","60,180","63,130","64,810","65,300","63,130","59,870","56,720"
20220627,"52,260","49,810","48,440","48,060","48,160","49,650","53,410","59,450","67,870","72,120","72,910","72,400","69,720","73,920","75,620","76,810","79,300","79,490","78,380","77,260","74,970","71,310","67,360","64,910"
20220628,"59,080","56,530","55,170","54,290","55,000","55,290","58,050","63,480","70,600","74,140","75,310","75,940","73,750","76,880","77,420","77,850","79,030","78,400","76,480","76,160","72,270","69,210","64,870","63,120"
20220629,"59,730","58,270","56,400","55,620","55,420","55,920","59,280","64,530","71,860","75,700","78,180","78,500","75,910","78,930","80,170","80,010","80,990","80,260","78,040","77,630","75,340","70,980","66,920","64,770"
20220630,"60,720","58,360","56,790","55,910","55,810","56,500","59,670","64,830","72,080","76,230","77,110","76,820","74,540","77,110","77,610","77,780","78,660","78,030","76,710","76,100","74,310","71,040","67,290","64,640"
20220701,"60,910","58,650","57,180","56,300","56,400","57,090","60,160","65,230","72,180","75,740","76,520","76,230","73,920","76,700","77,300","77,670","78,160","77,720","75,990","75,080","73,280","70,220","66,770","64,320"
20220702,"59,610","57,350","55,680","54,700","54,310","54,100","54,980","55,970","58,150","59,530","61,610","61,520","60,530","62,430","63,600","64,090","65,360","66,300","67,250","67,840","67,440","65,270","62,620","60,650"
20220703,"56,740","54,180","52,310","51,330","51,040","51,030","51,700","52,360","53,790","55,650","57,630","58,630","58,720","59,110","59,320","59,910","60,990","63,450","66,140","67,230","67,440","65,280","62,230","59,370"
20220704,"54,030","51,870","50,510","50,030","50,340","51,830","55,790","62,440","71,150","76,190","78,070","77,860","75,160","78,850","79,760","80,050","80,730","79,200","77,900","76,890","75,000","71,340","67,500","65,250"
20220705,"62,200","59,240","57,770","57,190","57,000","57,490","60,260","65,610","71,650","75,110","77,200","78,220","76,630","79,910","81,200","82,980","84,550","84,210","82,000","80,890","78,500","74,240","69,500","66,940"
20220706,"62,180","59,630","58,170","57,390","57,000","57,790","61,350","66,200","74,130","78,790","80,280","81,400","79,210","82,490","84,490","85,160","86,130","84,790","82,170","81,360","79,170","74,920","71,080","67,820"
20220707,"64,000","61,340","59,870","58,390","58,500","58,890","61,660","66,710","74,250","78,590","80,670","81,480","80,100","83,270","84,960","85,160","86,840","85,590","84,270","82,560","81,070","77,120","73,070","70,020"
20220708,"63,720","60,970","59,300","58,320","58,230","58,920","62,090","67,430","75,250","79,290","80,780","81,270","78,880","82,240","83,830","84,720","86,790","86,560","85,540","84,730","82,640","78,690","73,660","70,010"
20220709,"62,890","60,340","57,870","57,390","56,300","56,590","57,660","60,120","63,050","65,000","67,190","68,190","67,800","69,370","69,350","70,740","71,500","72,670","73,340","73,630","72,640","69,890","66,350","63,600"
20220710,"57,790","54,730","52,560","51,280","50,790","50,580","51,160","51,430","52,670","54,900","57,880","58,880","59,390","60,650","61,630","63,010","64,980","67,760","70,350","71,040","70,950","68,290","64,450","60,800"
20220711,"56,570","54,110","52,540","51,760","51,970","53,360","57,340","64,290","73,320","78,670","81,130","81,600","79,790","83,270","84,560","84,950","86,640","85,720","84,420","83,320","81,040","77,080","72,340","69,090"
20220712,"64,450","61,500","59,540","58,660","58,970","59,560","62,520","68,070","75,580","79,530","80,210","79,980","78,090","81,180","82,880","83,260","84,540","83,800","82,100","81,300","79,210","74,960","70,930","68,180"
20220713,"63,050","60,900","59,030","58,350","57,960","58,850","62,120","67,860","74,880","78,540","80,510","80,590","77,700","80,990","81,880","82,470","83,050","81,010","79,710","79,110","76,730","73,270","69,230","67,390"
20220714,"63,480","60,830","59,160","57,980","57,780","58,580","61,550","66,790","74,410","78,660","79,820","79,810","77,520","80,490","81,780","82,170","83,460","82,440","81,040","80,230","78,350","74,690","70,350","67,510"
20220715,"61,090","58,630","57,160","56,580","55,990","56,380","59,350","64,390","70,910","74,950","76,020","76,020","74,030","77,620","78,790","79,400","81,090","80,070","78,650","78,540","76,460","72,800","68,260","65,810"
20220716,"61,250","58,910","57,160","55,990","55,300","55,590","56,470","57,760","60,440","62,620","64,800","65,000","63,800","65,190","65,370","66,240","67,080","67,400","68,450","69,440","69,240","66,290","63,450","61,510"
20220717,"58,480","56,130","54,560","53,580","53,090","52,990","53,180","53,660","54,740","56,220","58,690","59,280","59,880","60,970","61,950","63,520","65,090","67,030","68,490","68,680","68,280","66,020","63,180","60,330"
20220718,"56,880","54,430","53,050","52,270","52,280","53,680","57,750","64,680","73,680","78,410","79,500","79,320","76,360","78,930","80,410","81,500","82,780","81,970","80,650","79,840","77,750","74,200","69,860","66,910"
20220719,"61,880","59,430","57,850","56,870","56,780","57,480","60,550","65,480","72,780","75,910","76,600","76,020","74,160","77,530","78,810","79,200","80,990","80,570","79,260","78,240","76,360","72,900","68,960","66,120"
20220720,"60,990","58,840","57,370","55,790","56,300","56,990","59,650","64,190","70,880","73,920","75,400","75,510","73,730","76,890","78,180","79,090","80,980","79,960","78,960","77,850","76,170","72,320","68,380","65,740"
20220721,"62,400","60,250","58,470","57,790","57,800","58,390","61,540","66,570","73,660","77,780","78,850","79,250","77,070","80,080","80,880","81,680","82,460","81,050","79,860","79,150","76,760","73,520","69,580","66,830"
20220722,"61,010","58,760","57,190","56,410","56,220","57,010","59,780","64,430","71,260","74,220","74,510","74,410","72,410","75,500","77,290","78,240","80,610","80,490","79,080","78,360","76,280","72,620","68,580","65,930"
20220723,"60,310","58,150","56,780","55,810","55,420","55,310","55,900","56,590","58,450","60,020","61,500","62,200","61,510","62,410","62,810","63,380","63,930","64,670","65,530","66,020","65,820","63,960","61,510","59,950"
20220724,"56,320","54,160","52,780","51,800","51,400","51,400","51,690","52,160","53,040","54,410","56,300","56,810","56,920","58,520","59,720","60,780","61,950","63,610","65,090","65,570","65,480","63,410","60,750","58,380"
20220725,"55,650","53,390","52,110","51,420","51,530","52,920","57,080","64,010","73,030","77,860","78,940","78,930","76,260","78,860","79,650","79,350","79,930","79,320","77,820","76,810","74,720","71,270","67,420","64,970"
20220726,"61,620","58,770","57,090","56,010","55,810","56,700","60,070","65,730","73,480","77,450","78,150","77,950","75,270","78,240","79,830","80,410","81,770","81,140","79,630","78,910","76,720","72,870","68,420","65,960"
20220727,"61,810","59,360","57,590","56,710","56,110","56,800","59,870","64,020","70,460","73,930","76,020","77,030","75,340","79,810","82,100","82,870","81,730","83,690","82,380","81,060","79,470","75,620","70,890","68,040"
20220728,"63,080","60,530","58,660","57,680","57,690","58,480","61,350","66,400","73,660","77,420","78,310","78,410","76,520","79,870","81,450","82,130","84,090","83,740","82,320","81,310","79,330","75,680","71,150","68,190"
20220729,"62,080","59,340","57,770","56,890","56,700","57,390","59,960","64,520","71,250","74,600","75,580","75,680","73,390","76,170","77,760","79,140","80,800","81,350","80,340","79,630","77,440","73,490","69,260","66,610"
20220730,"62,580","60,230","58,460","57,080","56,480","56,270","57,350","58,410","61,160","63,810","66,090","66,790","66,600","68,980","69,760","70,440","70,310","72,180","71,970","72,660","71,970","69,010","65,770","62,620"
20220731,"57,310","54,450","52,480","51,290","50,800","50,790","51,670","52,730","54,370","56,620","58,800","59,500","59,610","61,290","62,670","63,440","64,720","67,190","69,180","70,070","69,780","67,020","63,480","60,330"
20220801,"58,100","55,640","54,170","53,390","53,400","54,390","57,060","61,620","67,750","70,790","71,970","72,470","72,480","73,660","75,440","75,710","77,180","76,950","76,140","76,130","73,840","70,390","66,350","63,800"
20220802,"57,970","55,510","54,040","53,170","53,170","53,860","56,130","60,290","65,610","69,260","70,740","71,140","70,440","71,420","71,810","72,090","72,760","73,930","73,420","74,310","71,920","68,270","63,930","61,790"
20220803,"60,170","57,620","55,950","54,970","54,870","55,460","58,240","63,090","68,620","71,270","72,750","73,550","72,750","74,630","75,520","75,500","77,170","78,140","77,830","78,220","75,940","72,880","68,640","65,490"
20220804,"60,560","58,120","56,450","55,070","54,880","55,970","58,640","63,090","70,210","73,360","75,240","75,340","74,840","77,320","78,800","79,780","80,750","81,920","80,410","81,200","77,720","73,860","69,430","66,490"
20220805,"62,470","59,820","58,150","57,170","56,980","57,670","60,440","65,590","72,510","76,550","78,540","79,330","77,820","79,610","80,100","80,280","81,550","81,310","79,600","79,090","77,500","73,850","69,520","66,680"
20220806,"62,470","59,120","57,760","55,980","55,590","55,390","55,970","57,950","60,920","63,680","66,060","67,660","68,250","68,130","68,990","68,070","68,130","68,380","69,550","71,530","70,540","67,980","64,630","62,680"
20220807,"57,130","54,280","52,420","51,240","50,750","50,760","51,640","52,620","54,400","56,490","58,680","59,390","59,490","61,180","62,460","63,210","64,460","66,910","68,770","69,650","69,350","66,590","63,260","60,120"
20220808,"55,390","52,940","51,570","50,780","50,990","52,380","56,340","62,770","72,090","77,240","77,920","77,330","74,850","77,940","79,620","80,550","82,580","83,240","82,620","81,300","79,020","74,570","69,940","67,110"
20220809,"63,150","60,500","58,630","57,560","57,460","58,160","60,920","65,370","71,900","75,730","77,400","78,100","76,610","79,080","80,570","81,550","82,910","83,380","82,270","81,760","79,980","76,130","71,500","68,560"
20220810,"63,350","60,600","58,630","57,550","57,460","58,250","61,020","65,570","72,290","76,340","78,000","78,800","77,210","79,890","81,280","82,350","83,820","84,180","83,070","82,560","80,680","76,740","72,010","68,870"
20220811,"63,740","61,190","59,520","58,440","58,450","59,140","62,020","66,770","73,690","77,540","78,900","79,410","77,720","80,400","81,580","81,760","82,310","82,690","81,480","80,670","78,290","74,540","70,410","67,570"
20220812,"62,330","60,080","58,120","57,440","56,950","57,640","60,710","65,850","72,960","76,810","77,870","78,070","76,270","79,340","81,120","81,810","83,460","83,240","81,530","80,920","79,040","74,900","70,470","67,440"
20220813,"62,330","59,580","57,820","56,540","55,950","55,940","56,910","58,560","61,470","63,920","66,090","66,680","66,190","67,160","67,940","68,630","69,480","70,760","71,850","72,540","71,760","69,020","65,790","63,550"
20220814,"58,340","55,890","54,320","53,340","52,850","52,840","53,620","54,570","56,190","58,250","60,320","60,910","61,310","62,690","63,770","64,650","65,510","67,190","68,480","69,460","69,080","66,830","63,800","61,260"
20220815,"57,600","55,540","54,280","53,500","53,410","54,210","56,000","59,370","64,430","67,280","68,440","68,220","66,820","69,100","70,500","71,280","72,470","73,120","73,900","74,990","73,800","70,940","67,400","64,470"
20220816,"59,650","57,200","55,830","54,960","55,160","56,350","60,120","66,560","75,780","80,020","81,190","81,390","79,110","81,290","82,680","82,870","83,410","82,870","81,860","80,950","78,470","74,520","70,400","67,770"
20220817,"61,460","59,210","57,540","56,860","56,770","57,360","60,430","65,070","72,200","76,140","76,800","76,710","74,520","77,310","78,690","78,880","80,130","79,280","77,870","76,660","74,380","71,340","67,410","65,180"
20220818,"62,050","59,400","57,830","56,850","56,660","57,450","60,430","65,370","72,480","76,510","77,670","78,000","75,430","77,900","79,290","80,180","81,640","81,510","80,200","79,590","76,910","72,960","68,820","66,280"
20220819,"61,360","58,910","57,440","56,660","56,470","57,260","60,120","64,970","71,900","75,840","76,900","76,810","74,320","76,310","77,290","77,480","78,930","79,090","77,780","76,970","74,490","70,850","67,020","64,880"
20220820,"61,660","58,500","57,330","55,950","55,060","55,150","56,040","58,020","60,980","63,640","65,710","67,100","66,690","67,780","68,370","68,760","68,720","69,590","70,260","71,050","69,660","67,400","63,750","61,990"
20220821,"57,570","55,520","54,150","53,270","52,880","52,870","53,560","54,440","55,810","57,580","59,270","59,760","60,050","61,240","62,220","62,900","63,670","65,030","66,200","66,990","66,690","64,730","62,190","60,040"
20220822,"59,210","57,060","55,790","55,010","55,120","56,310","59,570","65,320","73,640","77,380","78,450","78,650","76,570","78,550","79,840","79,930","80,470","79,930","79,020","78,210","76,030","72,490","68,760","66,430"
20220823,"62,790","60,140","58,760","57,980","57,690","58,580","61,550","66,270","73,710","77,450","78,970","79,250","76,940","79,880","81,350","82,130","83,230","83,010","81,310","80,400","78,420","74,270","70,160","67,410"
20220824,"62,900","60,540","58,670","57,980","57,990","58,580","61,950","67,200","74,730","78,880","79,960","80,040","77,650","80,940","82,030","82,420","83,090","81,970","80,260","78,950","76,970","73,420","69,670","66,820"
20220825,"60,220","58,260","56,590","56,010","55,820","56,600","59,770","64,620","71,360","75,110","75,880","75,760","73,950","76,820","77,980","78,270","79,050","78,220","76,810","76,000","73,730","70,180","66,840","64,200"
20220826,"58,490","56,230","54,760","54,480","54,390","54,880","57,450","61,700","66,440","68,310","68,480","67,770","65,800","68,270","69,760","71,350","73,730","73,890","73,080","72,370","70,990","68,050","64,900","63,050"
20220827,"58,420","55,860","53,990","53,110","53,420","52,600","53,380","53,530","53,890","53,750","56,050","56,760","56,970","59,140","59,720","61,110","62,060","62,420","62,610","62,490","62,820","60,570","58,930","57,280"
20220828,"54,620","53,660","53,090","52,710","52,520","52,510","52,800","52,990","53,280","53,970","54,750","55,040","55,220","55,700","55,990","56,470","57,040","58,010","58,580","58,870","58,580","57,610","56,460","55,500"
20220829,"55,660","53,890","52,920","52,330","52,340","53,430","56,000","60,360","66,090","68,950","69,840","70,140","68,840","71,120","72,600","73,290","74,460","73,930","73,110","72,510","70,330","67,480","64,340","62,300"
20220830,"59,000","56,640","55,070","54,390","54,900","55,580","58,650","62,990","70,320","73,490","74,690","74,400","72,020","74,790","74,880","74,600","74,680","73,230","72,610","71,800","69,320","66,470","63,630","61,970"
20220831,"57,640","55,380","54,000","53,620","53,530","54,010","56,680","61,320","66,940","69,710","70,410","70,520","68,430","71,000","72,090","72,230","73,320","72,170","70,950","70,640","68,360","65,910","62,760","60,900"
20220901,"56,060","54,390","53,520","52,830","52,840","53,720","55,990","59,140","63,480","64,440","64,530","64,130","61,930","65,800","68,300","69,700","72,190","71,160","69,750","68,140","67,170","64,220","61,860","60,000"
20220902,"57,150","55,590","53,610","53,230","53,130","53,720","55,790","59,540","63,980","66,630","67,510","68,000","66,400","69,390","71,180","72,270","73,270","73,050","71,650","70,840","69,560","66,700","63,150","61,890"
20220903,"57,040","55,480","53,810","53,230","52,440","52,430","53,320","54,190","56,530","58,090","59,550","60,330","59,730","61,420","62,930","62,740","62,720","62,500","62,890","63,570","62,980","61,120","58,670","57,610"
20220904,"53,580","51,720","50,450","49,660","49,470","49,750","50,120","49,970","49,600","49,860","51,140","51,350","51,640","52,610","53,600","54,900","57,100","59,290","60,790","61,280","60,600","58,950","56,790","54,930"
20220905,"52,840","50,890","49,630","49,050","49,360","50,940","54,600","61,020","69,420","73,460","74,440","74,650","72,050","75,010","76,210","76,340","76,940","75,710","74,700","74,390","71,620","68,180","64,440","62,590"
20220906,"57,870","56,000","54,630","54,040","54,340","55,230","58,500","62,860","68,910","70,580","70,580","69,280","66,090","69,080","70,380","71,370","72,750","72,230","71,310","70,710","68,230","65,360","62,100","60,530"
20220907,"55,780","53,810","52,630","52,150","52,150","52,750","55,120","58,570","62,520","63,790","63,470","63,190","60,820","63,680","65,260","67,140","68,830","69,230","68,820","68,310","66,230","63,570","61,220","59,450"
20220908,"57,010","55,060","53,890","53,300","53,300","54,190","56,760","59,820","63,180","63,740","63,140","61,890","59,920","62,400","63,500","64,090","64,840","65,690","65,860","65,940","64,060","61,600","58,840","57,470"
20220909,"53,440","50,970","49,090","47,800","47,200","46,790","46,470","45,560","43,960","42,060","40,950","40,150","39,860","40,750","42,240","44,710","47,170","50,130","52,210","52,600","51,810","50,640","49,270","47,700"
20220910,"44,950","43,200","42,120","41,440","41,540","42,130","42,800","42,460","40,850","39,070","37,780","36,820","37,460","38,770","40,230","42,190","44,350","46,400","48,650","49,930","49,740","49,170","48,410","47,040"
20220911,"44,740","43,080","42,100","41,620","41,830","42,520","43,000","43,090","42,570","41,830","41,570","41,050","41,340","42,320","43,640","45,940","48,640","50,500","52,580","53,570","52,990","52,040","50,770","49,310"
20220912,"46,510","44,640","43,560","43,080","43,190","43,980","44,770","45,760","47,430","48,400","49,540","49,520","48,720","49,500","50,610","51,620","53,320","54,580","56,360","57,350","56,370","55,010","53,350","51,680"
20220913,"48,800","46,930","46,060","45,670","45,970","47,550","50,320","54,880","61,230","63,810","64,280","63,980","61,900","64,880","66,770","67,670","69,250","68,730","68,630","68,020","65,540","63,180","60,520","59,040"
20220914,"56,506","54,446","53,079","52,089","52,087","53,076","55,657","59,433","64,604","66,374","65,760","64,879","63,285","66,277","67,866","69,046","71,010","71,277","70,561","70,062","67,381","64,517","61,755","59,985"
20220915,"57,070","54,720","53,260","52,170","52,070","53,150","56,130","60,370","66,210","68,260","67,550","66,580","64,790","68,180","69,980","71,380","73,550","73,720","73,000","72,390","69,410","66,150","63,000","61,030"
20220916,"56,060","54,100","52,630","51,850","51,850","52,930","55,900","60,250","65,880","67,930","68,120","67,640","65,850","68,740","70,540","71,530","73,010","72,770","71,960","71,150","68,280","65,320","62,370","60,600"
20220917,"58,170","55,810","54,530","53,640","53,250","52,840","53,920","54,600","56,960","58,510","60,080","61,000","60,600","62,180","63,790","63,780","63,860","64,030","65,120","65,400","65,120","62,160","59,900","58,430"
20220918,"52,860","50,500","49,020","48,150","47,950","48,440","49,030","49,730","50,410","51,190","52,530","52,800","53,290","54,470","55,580","57,090","59,080","61,040","63,020","64,110","62,940","60,470","57,810","55,340"
20220919,"52,780","50,910","49,840","49,250","49,560","51,040","54,510","61,050","69,070","72,920","73,700","73,720","71,720","74,200","74,790","74,500","74,400","72,580","71,080","69,870","67,110","64,050","61,300","59,640"
20220920,"56,890","55,020","54,250","53,660","53,560","54,550","57,120","60,480","64,940","65,210","64,810","63,920","61,830","64,820","65,900","66,790","68,570","68,230","67,420","66,410","64,930","62,070","60,410","58,530"
20220921,"55,970","54,210","53,140","52,550","53,250","54,340","56,410","59,190","62,460","62,930","62,390","61,680","60,080","63,430","65,610","67,690","69,140","69,100","67,690","67,490","65,610","63,060","60,500","59,140"
20220922,"55,420","53,650","51,970","52,190","51,890","53,180","55,340","58,000","62,060","63,250","63,760","63,880","62,090","65,960","67,840","69,340","69,700","68,170","66,750","66,250","64,680","62,320","60,160","58,700"
20220923,"55,020","52,860","51,680","51,690","51,590","52,780","54,740","58,410","62,890","63,980","64,800","64,720","62,830","65,800","66,970","67,730","68,220","66,610","65,170","64,770","63,300","60,930","58,650","57,480"
20220924,"55,800","53,140","51,870","50,980","51,090","51,380","52,260","51,760","51,160","50,360","50,750","50,070","48,770","51,760","52,850","54,020","55,890","56,050","56,510","57,390","56,480","55,300","54,140","53,770"
20220925,"51,830","50,860","50,170","49,890","49,790","49,880","50,070","50,370","50,660","50,960","51,340","51,440","51,730","52,500","53,180","53,670","54,550","55,420","56,200","56,490","55,810","54,840","53,670","52,600"
20220926,"52,720","51,150","50,170","49,590","49,690","50,880","53,650","57,910","63,660","66,430","67,230","67,440","64,760","66,750","67,540","67,820","69,000","68,380","67,370","66,070","63,500","61,230","58,970","57,400"
20220927,"54,520","52,660","51,680","51,390","51,390","52,380","54,650","57,740","62,040","63,230","63,250","62,260","60,760","63,620","65,070","66,440","67,920","67,390","66,860","66,060","64,580","62,120","59,750","58,380"
