datetime,Won/kwh,temperature,natural gas Price,coal Price,WTI Price,Elc Demand
2022-10-22 20:00,257.47,18,4.959,390,85.05,52.48
2022-10-22 21:00,257.18,17.1,4.959,390,85.05,55.05
2022-10-22 22:00,262.76,15.4,4.959,390,85.05,55.61
2022-10-22 23:00,254.61,14,4.959,390,85.05,57.48
2022-10-23 0:00,260.46,13,4.959,390,85.05,56.88
2022-10-23 1:00,211.2,12.1,4.959,390,85.05,56.5
2022-10-23 2:00,211.2,11.3,4.959,390,85.05,55.82
2022-10-23 3:00,211.38,10.8,4.959,390,85.05,54.75
2022-10-23 4:00,207.29,10.4,4.959,390,85.05,53.58
2022-10-23 5:00,211.9,10.3,4.959,390,85.05,51.03
2022-10-23 6:00,211.73,10.4,4.959,390,85.05,49.36
2022-10-23 7:00,214.81,10.2,4.959,390,85.05,48.38
2022-10-23 8:00,254.57,9.4,4.959,390,85.05,47.89
2022-10-23 9:00,254.57,9,4.959,390,85.05,47.89
2022-10-23 10:00,253.95,8.5,4.959,390,85.05,48.48
2022-10-23 11:00,242.32,7.9,4.959,390,85.05,49.07
2022-10-23 12:00,242.32,8,4.959,390,85.05,49.08
2022-10-23 13:00,252.29,8.9,4.959,390,85.05,48.71
2022-10-23 14:00,251.87,10.5,4.959,390,85.05,47.95
2022-10-23 15:00,251.87,12,4.959,390,85.05,47.76
2022-10-23 16:00,207.59,12.8,4.959,390,85.05,46.87
2022-10-23 17:00,261.79,13.8,4.959,390,85.05,46.87
2022-10-23 18:00,262.02,14.5,4.959,390,85.05,48.14
2022-10-23 19:00,264.49,14.7,4.959,390,85.05,49.21
2022-10-23 20:00,261.93,14.7,4.959,390,85.05,50.46
2022-10-23 21:00,261.94,13.5,4.959,390,85.05,52.31
2022-10-23 22:00,261.96,12,4.959,390,85.05,54.25
2022-10-23 23:00,213.08,11.3,4.959,390,85.05,56.11
2022-10-24 0:00,211.65,10.7,5.199,390,84.58,56.21
2022-10-24 1:00,141,10,5.199,390,84.58,55.62
2022-10-24 2:00,139.55,9.2,5.199,390,84.58,54.65
2022-10-24 3:00,139.55,8.1,5.199,390,84.58,53.47
2022-10-24 4:00,139.55,7.5,5.199,390,84.58,52.3
2022-10-24 5:00,211.65,7.2,5.199,390,84.58,49.25
2022-10-24 6:00,224.42,7,5.199,390,84.58,47.48
2022-10-24 7:00,281.28,7,5.199,390,84.58,46.39
2022-10-24 8:00,287.79,6.6,5.199,390,84.58,46.11
2022-10-24 9:00,290.24,6.1,5.199,390,84.58,46.7
2022-10-24 10:00,280.98,6.2,5.199,390,84.58,48.59
2022-10-24 11:00,278.14,6.3,5.199,390,84.58,51.86
2022-10-24 12:00,258.98,6.7,5.199,390,84.58,56.35
2022-10-24 13:00,258.98,10,5.199,390,84.58,60.48
2022-10-24 14:00,258.98,12.6,5.199,390,84.58,59.7
2022-10-24 15:00,259.04,14.2,5.199,390,84.58,58.31
2022-10-24 16:00,283.95,15.4,5.199,390,84.58,56.53
2022-10-24 17:00,283.95,16,5.199,390,84.58,53.64
2022-10-24 18:00,287.7,16.8,5.199,390,84.58,56.42
2022-10-24 19:00,265.76,17.1,5.199,390,84.58,58.38
2022-10-24 20:00,259.01,17.2,5.199,390,84.58,61.14
2022-10-24 21:00,259.01,16.3,5.199,390,84.58,64.78
2022-10-24 22:00,258.62,14.2,5.199,390,84.58,66.23
2022-10-24 23:00,251.51,13.1,5.199,390,84.58,66.8
2022-10-25 0:00,211.93,12.3,5.613,388.15,85.32,65.5
2022-10-25 1:00,211.93,11.6,5.613,388.15,85.32,63.52
2022-10-25 2:00,207.49,10.7,5.613,388.15,85.32,61.45
2022-10-25 3:00,203.14,9.8,5.613,388.15,85.32,59.57
2022-10-25 4:00,201.48,9.2,5.613,388.15,85.32,58.39
2022-10-25 5:00,212.39,8.8,5.613,388.15,85.32,53.94
2022-10-25 6:00,231.12,8.9,5.613,388.15,85.32,51.47
2022-10-25 7:00,278.83,8.6,5.613,388.15,85.32,50.59
2022-10-25 8:00,278.82,8.5,5.613,388.15,85.32,50.61
2022-10-25 9:00,279.65,8.3,5.613,388.15,85.32,50.6
2022-10-25 10:00,264.19,8.1,5.613,388.15,85.32,52.79
2022-10-25 11:00,257.56,8,5.613,388.15,85.32,55.55
2022-10-25 12:00,255.8,8.4,5.613,388.15,85.32,58.64
2022-10-25 13:00,255.8,11.2,5.613,388.15,85.32,60.75
2022-10-25 14:00,263.66,13.4,5.613,388.15,85.32,59.08
2022-10-25 15:00,274.58,15.2,5.613,388.15,85.32,57.29
2022-10-25 16:00,277.31,17.2,5.613,388.15,85.32,54.71
2022-10-25 17:00,283.84,17.3,5.613,388.15,85.32,51.92
2022-10-25 18:00,294.18,17.7,5.613,388.15,85.32,54.29
2022-10-25 19:00,291.41,17.5,5.613,388.15,85.32,56.76
2022-10-25 20:00,257.56,17.1,5.613,388.15,85.32,60.02
2022-10-25 21:00,257.56,16.4,5.613,388.15,85.32,63.77
2022-10-25 22:00,255.85,15.1,5.613,388.15,85.32,66.31
2022-10-25 23:00,255.85,14.3,5.613,388.15,85.32,67.28
2022-10-26 0:00,253.95,13.8,5.606,386.5,87.91,66.58
2022-10-26 1:00,253.97,13.4,5.606,386.5,87.91,64.6
2022-10-26 2:00,212.97,12.7,5.606,386.5,87.91,62.43
2022-10-26 3:00,212.97,12.1,5.606,386.5,87.91,61.26
2022-10-26 4:00,253.65,11.7,5.606,386.5,87.91,59.98
2022-10-26 5:00,253.99,11.1,5.606,386.5,87.91,56.04
2022-10-26 6:00,263.02,10.6,5.606,386.5,87.91,53.97
2022-10-26 7:00,274.61,10.3,5.606,386.5,87.91,52.99
2022-10-26 8:00,293.5,9.7,5.606,386.5,87.91,52.7
2022-10-26 9:00,280.44,9.1,5.606,386.5,87.91,53.2
2022-10-26 10:00,275.14,8.9,5.606,386.5,87.91,54.68
2022-10-26 11:00,277.4,8.7,5.606,386.5,87.91,57.64
2022-10-26 12:00,255.46,8.9,5.606,386.5,87.91,60.72
2022-10-26 13:00,258.05,11,5.606,386.5,87.91,62.52
2022-10-26 14:00,263.64,13.7,5.606,386.5,87.91,60.85
2022-10-26 15:00,258.11,15.2,5.606,386.5,87.91,59.57
2022-10-26 16:00,277.07,17,5.606,386.5,87.91,57.7
2022-10-26 17:00,285.25,18.4,5.606,386.5,87.91,54.52
2022-10-26 18:00,285.26,18.6,5.606,386.5,87.91,57.48
2022-10-26 19:00,277.09,18.4,5.606,386.5,87.91,59.25
2022-10-26 20:00,277.09,18.2,5.606,386.5,87.91,62.42
2022-10-26 21:00,277.05,17.3,5.606,386.5,87.91,65.96
2022-10-26 22:00,259.7,15.9,5.606,386.5,87.91,67.41
2022-10-26 23:00,259.7,14.9,5.606,386.5,87.91,67.57
2022-10-27 0:00,274.77,13.9,5.186,385.6,89.08,66.27
2022-10-27 1:00,254.58,13.2,5.186,385.6,89.08,64.09
2022-10-27 2:00,212.83,12.4,5.186,385.6,89.08,62.52
2022-10-27 3:00,211.79,11.7,5.186,385.6,89.08,60.95
2022-10-27 4:00,213.12,11.1,5.186,385.6,89.08,60.27
2022-10-27 5:00,261.56,10.4,5.186,385.6,89.08,55.62
2022-10-27 6:00,275.72,9.9,5.186,385.6,89.08,53.55
2022-10-27 7:00,275.77,9.5,5.186,385.6,89.08,52.37
2022-10-27 8:00,275.82,9.4,5.186,385.6,89.08,52.09
2022-10-27 9:00,276.36,8.8,5.186,385.6,89.08,52.67
2022-10-27 10:00,276.35,8.5,5.186,385.6,89.08,54.06
2022-10-27 11:00,274.77,8.4,5.186,385.6,89.08,56.92
2022-10-27 12:00,274.23,8.7,5.186,385.6,89.08,61.01
2022-10-27 13:00,274.36,10.7,5.186,385.6,89.08,64.11
2022-10-27 14:00,260.33,13.7,5.186,385.6,89.08,63.52
2022-10-27 15:00,260.33,15.8,5.186,385.6,89.08,61.75
2022-10-27 16:00,276.32,17.8,5.186,385.6,89.08,60.27
2022-10-27 17:00,276.83,18.9,5.186,385.6,89.08,57.59
2022-10-27 18:00,283.94,19.7,5.186,385.6,89.08,60.08
2022-10-27 19:00,287.79,20.2,5.186,385.6,89.08,61.67
2022-10-27 20:00,276.33,20.1,5.186,385.6,89.08,63.75
2022-10-27 21:00,274.24,18.8,5.186,385.6,89.08,66.18
2022-10-27 22:00,262.33,16.6,5.186,385.6,89.08,66.82
2022-10-27 23:00,269.31,15.3,5.186,385.6,89.08,66.99
2022-10-28 1:00,212.83,14.7,5.186,385.6,89.08,65.67
2022-10-28 2:00,212.83,13.9,5.186,385.6,89.08,63.99
2022-10-28 3:00,212.83,13.1,5.186,385.6,89.08,61.81
2022-10-28 4:00,140.28,12.2,5.186,385.6,89.08,60.35
2022-10-28 5:00,212.97,11.9,5.186,385.6,89.08,59.37
2022-10-28 6:00,212.97,12,5.186,385.6,89.08,54.43
2022-10-28 7:00,248.74,11.6,5.186,385.6,89.08,52.55
2022-10-28 8:00,258.15,11.3,5.186,385.6,89.08,51.38
2022-10-28 9:00,284.58,11,5.186,385.6,89.08,50.89
2022-10-28 10:00,270.61,10.7,5.186,385.6,89.08,51.69
2022-10-28 11:00,262.6,10.4,5.186,385.6,89.08,52.87
2022-10-28 12:00,262.3,10.3,5.186,385.6,89.08,55.44
2022-10-28 13:00,260.76,10.5,5.186,385.6,89.08,58.51
2022-10-28 14:00,261.72,12.9,5.186,385.6,89.08,60.34
2022-10-28 15:00,287.79,15.1,5.186,385.6,89.08,58.28
2022-10-28 16:00,283.71,17,5.186,385.6,89.08,56.72
2022-10-28 17:00,279.31,18.5,5.186,385.6,89.08,55.04
2022-10-28 18:00,279.23,20.4,5.186,385.6,89.08,52.65
2022-10-28 19:00,276.39,20.5,5.186,385.6,89.08,55.31
2022-10-28 20:00,258.32,21.1,5.186,385.6,89.08,57.99
2022-10-28 21:00,279.24,20.4,5.186,385.6,89.08,60.75
2022-10-28 22:00,258.14,19.2,5.186,385.6,89.08,64.37
2022-10-28 23:00,258.17,17.1,5.186,385.6,89.08,65.92
2022-10-28 0:00,257.53,15.9,5.684,385.7,87.9,66.39
2022-10-29 1:00,260.49,15.2,5.684,385.7,87.9,64.88
2022-10-29 2:00,212.82,14.4,5.684,385.7,87.9,63.1
2022-10-29 3:00,212.97,13.9,5.684,385.7,87.9,61.72
2022-10-29 4:00,207.63,13.5,5.684,385.7,87.9,59.45
2022-10-29 5:00,212.97,12.7,5.684,385.7,87.9,58.47
2022-10-29 6:00,212.97,11.7,5.684,385.7,87.9,54.81
2022-10-29 7:00,212.67,11.3,5.684,385.7,87.9,52.84
2022-10-29 8:00,212.53,11.4,5.684,385.7,87.9,51.57
2022-10-29 9:00,254.91,11.2,5.684,385.7,87.9,50.88
2022-10-29 10:00,255.69,11,5.684,385.7,87.9,50.98
2022-10-29 11:00,255.58,10.6,5.684,385.7,87.9,51.77
2022-10-29 12:00,255.56,10.5,5.684,385.7,87.9,52.84
2022-10-29 13:00,208.04,10.9,5.684,385.7,87.9,53.11
2022-10-29 14:00,254.77,13,5.684,385.7,87.9,52.53
2022-10-29 15:00,255.49,14.5,5.684,385.7,87.9,50.46
2022-10-29 16:00,255.69,16.7,5.684,385.7,87.9,49.48
2022-10-29 17:00,253.39,18.5,5.684,385.7,87.9,47.7
2022-10-29 18:00,254.62,19.6,5.684,385.7,87.9,46.11
2022-10-29 19:00,261.22,21.1,5.684,385.7,87.9,47.62
2022-10-29 20:00,261.22,21.1,5.684,385.7,87.9,48.89
2022-10-29 21:00,261.22,20.1,5.684,385.7,87.9,51.15
2022-10-29 22:00,254.85,19.1,5.684,385.7,87.9,53.87
2022-10-29 23:00,261.2,17.5,5.684,385.7,87.9,55.52
2022-10-29 0:00,253.63,16.1,5.684,385.7,87.9,56.88
2022-10-30 1:00,258.3,15,5.684,385.7,87.9,56.59
2022-10-30 2:00,232.6,14.6,5.684,385.7,87.9,56.11
2022-10-30 3:00,213.1,14,5.684,385.7,87.9,55.43
2022-10-30 4:00,207.75,13.1,5.684,385.7,87.9,54.46
2022-10-30 5:00,213.25,12.4,5.684,385.7,87.9,53.77
2022-10-30 6:00,213.25,12.6,5.684,385.7,87.9,51.51
2022-10-30 7:00,213.1,12.4,5.684,385.7,87.9,49.84
2022-10-30 8:00,212.8,12.2,5.684,385.7,87.9,49.07
2022-10-30 9:00,212.65,12.2,5.684,385.7,87.9,48.58
2022-10-30 10:00,213.76,11.9,5.684,385.7,87.9,48.68
2022-10-30 11:00,204.7,11.5,5.684,385.7,87.9,49.26
2022-10-30 12:00,211.14,11.3,5.684,385.7,87.9,49.75
2022-10-30 13:00,211.14,11.5,5.684,385.7,87.9,49.61
2022-10-30 14:00,210.51,13.5,5.684,385.7,87.9,48.64
2022-10-30 15:00,208,15.9,5.684,385.7,87.9,47.37
2022-10-30 16:00,207.59,17.4,5.684,385.7,87.9,46.88
2022-10-30 17:00,210.51,18.9,5.684,385.7,87.9,45.9
2022-10-30 18:00,257.69,19.7,5.684,385.7,87.9,45.49
2022-10-30 19:00,283.37,20.6,5.684,385.7,87.9,46.3
2022-10-30 20:00,258.12,19.7,5.684,385.7,87.9,47.18
2022-10-30 21:00,258.16,18.5,5.684,385.7,87.9,48.74
2022-10-30 22:00,257.8,17.6,5.684,385.7,87.9,51.18
2022-10-30 23:00,258.28,16.7,5.684,385.7,87.9,53.42
2022-10-30 0:00,257.04,15.7,5.684,385.7,87.9,54.97
2022-10-31 1:00,211.19,14.7,5.684,385.7,87.9,55
2022-10-31 2:00,140.44,14.2,5.684,385.7,87.9,54.61
2022-10-31 3:00,140.37,13.5,5.684,385.7,87.9,53.94
2022-10-31 4:00,140.37,13.2,5.684,385.7,87.9,53.15
2022-10-31 5:00,140.37,12.7,5.684,385.7,87.9,52.38
2022-10-31 6:00,211.64,12.3,5.684,385.7,87.9,49.94
2022-10-31 7:00,211.64,12.3,5.684,385.7,87.9,48.07
2022-10-31 8:00,261.54,11.7,5.684,385.7,87.9,47.19
2022-10-31 9:00,267.61,11.5,5.684,385.7,87.9,47
2022-10-31 10:00,288.63,11.2,5.684,385.7,87.9,47.7
2022-10-31 11:00,268.56,10.8,5.684,385.7,87.9,49.68
2022-10-31 12:00,268.52,10.9,5.684,385.7,87.9,53.05
2022-10-31 13:00,261.65,11,5.684,385.7,87.9,57.34
2022-10-31 14:00,261.65,12.2,5.684,385.7,87.9,60.66
2022-10-31 15:00,268.52,13.9,5.684,385.7,87.9,59.89
2022-10-31 16:00,279.94,15.3,5.684,385.7,87.9,58.57
2022-10-31 17:00,279.94,15.9,5.684,385.7,87.9,57
2022-10-31 18:00,282.75,16.7,5.684,385.7,87.9,54.39
2022-10-31 19:00,282.65,17.3,5.684,385.7,87.9,57.2
2022-10-31 20:00,282.65,17.5,5.684,385.7,87.9,59.17
2022-10-31 21:00,258.09,17.4,5.684,385.7,87.9,61.43
2022-10-31 22:00,254.67,16.3,5.684,385.7,87.9,64.88
2022-10-31 23:00,254.67,14.9,5.684,385.7,87.9,66.72
2022-10-31 0:00,254.67,14.2,6.355,356.3,86.53,66.98
2022-11-01 1:00,247.44,13.3,6.355,356.3,86.53,65.48
2022-11-01 2:00,247.07,12.7,6.355,356.3,86.53,63.6
2022-11-01 3:00,206.6,11.5,6.355,356.3,86.53,61.93
2022-11-01 4:00,206.6,10.5,6.355,356.3,86.53,60.25
2022-11-01 5:00,206.6,9.4,6.355,356.3,86.53,59.38
2022-11-01 6:00,247.98,8.7,6.355,356.3,86.53,54.94
2022-11-01 7:00,247.01,8.2,6.355,356.3,86.53,52.96
2022-11-01 8:00,255.38,7.5,6.355,356.3,86.53,52.29
2022-11-01 9:00,250.98,7,6.355,356.3,86.53,51.7
2022-11-01 10:00,265.52,6.5,6.355,356.3,86.53,52.1
2022-11-01 11:00,266.06,6.3,6.355,356.3,86.53,53.98
2022-11-01 12:00,265.06,5.7,6.355,356.3,86.53,56.14
2022-11-01 13:00,263.72,5.9,6.355,356.3,86.53,59.83
2022-11-01 14:00,264.5,8.3,6.355,356.3,86.53,63.17
2022-11-01 15:00,277.02,11.1,6.355,356.3,86.53,62.6
2022-11-01 16:00,250.97,13.4,6.355,356.3,86.53,61.43
2022-11-01 17:00,281.79,15.7,6.355,356.3,86.53,60.84
2022-11-01 18:00,281.81,16.7,6.355,356.3,86.53,58.36
2022-11-01 19:00,265.06,17.4,6.355,356.3,86.53,61.43
2022-11-01 20:00,265.06,17.4,6.355,356.3,86.53,63.3
2022-11-01 21:00,250.97,16.9,6.355,356.3,86.53,64.35
2022-11-01 22:00,250.93,15.4,6.355,356.3,86.53,66.67
2022-11-01 23:00,250.12,13.3,6.355,356.3,86.53,67.02
2022-11-01 0:00,247.7,11.9,5.714,359,88.37,66.19
2022-11-02 1:00,255.31,11.2,5.714,359,88.37,65.2
2022-11-02 2:00,207.33,11,5.714,359,88.37,62.91
2022-11-02 3:00,207.33,10.4,5.714,359,88.37,61.03
2022-11-02 4:00,202.55,9.6,5.714,359,88.37,58.76
2022-11-02 5:00,207.62,9.1,5.714,359,88.37,58.08
2022-11-02 6:00,247.43,8.8,5.714,359,88.37,53.62
2022-11-02 7:00,247.44,8.3,5.714,359,88.37,51.85
2022-11-02 8:00,256.13,8.2,5.714,359,88.37,51.87
2022-11-02 9:00,272.88,7.9,5.714,359,88.37,50.69
2022-11-02 10:00,284.16,7.8,5.714,359,88.37,51.58
2022-11-02 11:00,265.31,7.6,5.714,359,88.37,53.36
2022-11-02 12:00,255.72,7.4,5.714,359,88.37,55.43
2022-11-02 13:00,255.44,8,5.714,359,88.37,59.22
2022-11-02 14:00,265.56,8.9,5.714,359,88.37,61.77
2022-11-02 15:00,267.22,11.7,5.714,359,88.37,60.3
2022-11-02 16:00,277.01,12.6,5.714,359,88.37,58.14
2022-11-02 17:00,277.01,13.1,5.714,359,88.37,56.45
2022-11-02 18:00,276.9,13.1,5.714,359,88.37,54.66
2022-11-02 19:00,277.03,12.5,5.714,359,88.37,58.03
2022-11-02 20:00,277.04,11.5,5.714,359,88.37,60.6
2022-11-02 21:00,250.44,11.4,5.714,359,88.37,62.35
2022-11-02 22:00,250.41,11.1,5.714,359,88.37,65.97
2022-11-02 23:00,249.22,10.5,5.714,359,88.37,66.52
2022-11-02 0:00,249.22,10,6.268,361,90,66.78
2022-11-03 1:00,256.94,9.4,6.268,361,90,65.9
2022-11-03 2:00,247.24,8.6,6.268,361,90,63.81
2022-11-03 3:00,229.17,7.8,6.268,361,90,62.24
2022-11-03 4:00,229.17,6.6,6.268,361,90,60.26
2022-11-03 5:00,229.69,5.6,6.268,361,90,59.08
2022-11-03 6:00,247.24,5,6.268,361,90,55.54
2022-11-03 7:00,247.91,4.4,6.268,361,90,53.46
2022-11-03 8:00,252.16,3.8,6.268,361,90,52.38
2022-11-03 9:00,276.27,3.2,6.268,361,90,51.99
2022-11-03 10:00,276.84,2.6,6.268,361,90,52.49
2022-11-03 11:00,272.61,2.2,6.268,361,90,54.27
2022-11-03 12:00,257.06,1.8,6.268,361,90,57.34
2022-11-03 13:00,247.64,1.8,6.268,361,90,61.22
2022-11-03 14:00,252.14,2.3,6.268,361,90,64.26
2022-11-03 15:00,267.47,3.8,6.268,361,90,62.9
2022-11-03 16:00,279.06,4.9,6.268,361,90,61.13
2022-11-03 17:00,279.07,6.4,6.268,361,90,58.45
2022-11-03 18:00,281.89,8,6.268,361,90,55.26
2022-11-03 19:00,282.08,8.7,6.268,361,90,58.83
2022-11-03 20:00,252.21,9.4,6.268,361,90,61.29
2022-11-03 21:00,252.19,9.6,6.268,361,90,63.54
2022-11-03 22:00,249.88,8.5,6.268,361,90,66.76
2022-11-03 23:00,249.96,7.2,6.268,361,90,67.31
2022-11-03 0:00,266.37,6.3,5.975,351,88.17,67.28
2022-11-04 1:00,256.97,5.7,5.975,351,88.17,65.59
2022-11-04 2:00,228.07,5.1,5.975,351,88.17,63.91
2022-11-04 3:00,202.74,4.5,5.975,351,88.17,62.23
2022-11-04 4:00,204.8,3.8,5.975,351,88.17,60.35
2022-11-04 5:00,228.07,2.7,5.975,351,88.17,59.68
2022-11-04 6:00,247.38,2.4,5.975,351,88.17,56.24
2022-11-04 7:00,247.4,1.8,5.975,351,88.17,54.27
2022-11-04 8:00,255.31,1.4,5.975,351,88.17,52.69
2022-11-04 9:00,264.11,1,5.975,351,88.17,52.9
2022-11-04 10:00,270.93,1,5.975,351,88.17,53.7
2022-11-04 11:00,265.13,1.3,5.975,351,88.17,55.48
2022-11-04 12:00,251.32,1.1,5.975,351,88.17,57.95
2022-11-04 13:00,251.32,1,5.975,351,88.17,60.72
2022-11-04 14:00,251.32,3.2,5.975,351,88.17,63.55
2022-11-04 15:00,263.7,6.8,5.975,351,88.17,62.28
2022-11-04 16:00,274.82,8.9,5.975,351,88.17,60.52
2022-11-04 17:00,278.42,10.2,5.975,351,88.17,59.55
2022-11-04 18:00,278.44,11.6,5.975,351,88.17,57.27
2022-11-04 19:00,278.44,12.3,5.975,351,88.17,60.24
2022-11-04 20:00,274.82,12.8,5.975,351,88.17,62.6
2022-11-04 21:00,251.33,13.2,5.975,351,88.17,64.65
2022-11-04 22:00,249.3,11.6,5.975,351,88.17,67.47
2022-11-04 23:00,248.16,9.9,5.975,351,88.17,67.52
2022-11-04 0:00,248.15,8.9,6.4,349.5,92.61,66.89
2022-11-05 1:00,254.34,8,6.4,349.5,92.61,65.79
2022-11-05 2:00,248.33,7.4,6.4,349.5,92.61,64.11
2022-11-05 3:00,248.37,6.8,6.4,349.5,92.61,62.84
2022-11-05 4:00,199.04,6.4,6.4,349.5,92.61,61.36
2022-11-05 5:00,202.64,6,6.4,349.5,92.61,61.08
2022-11-05 6:00,205.61,5.8,6.4,349.5,92.61,56.7
2022-11-05 7:00,248.41,5.4,6.4,349.5,92.61,54.84
2022-11-05 8:00,248.37,5,6.4,349.5,92.61,53.97
2022-11-05 9:00,269.81,4.7,6.4,349.5,92.61,53.19
2022-11-05 10:00,248.58,4.4,6.4,349.5,92.61,53.39
2022-11-05 11:00,254.47,4,6.4,349.5,92.61,53.96
2022-11-05 12:00,248.61,3.8,6.4,349.5,92.61,55.44
2022-11-05 13:00,204.94,4.1,6.4,349.5,92.61,55.82
2022-11-05 14:00,207.52,6.3,6.4,349.5,92.61,54.77
2022-11-05 15:00,204.25,9.5,6.4,349.5,92.61,52.29
2022-11-05 16:00,203.87,11.9,6.4,349.5,92.61,51.53
2022-11-05 17:00,204.25,14.5,6.4,349.5,92.61,50.15
2022-11-05 18:00,250.02,15.3,6.4,349.5,92.61,48.56
2022-11-05 19:00,269.81,16.4,6.4,349.5,92.61,49.53
2022-11-05 20:00,269.81,16,6.4,349.5,92.61,50.39
2022-11-05 21:00,269.81,15.5,6.4,349.5,92.61,52.06
2022-11-05 22:00,269.81,14.4,6.4,349.5,92.61,54.37
2022-11-05 23:00,248.39,12.5,6.4,349.5,92.61,56.9
2022-11-05 0:00,248.39,11.1,6.4,349.5,92.61,57.96
2022-11-06 1:00,147.09,10.8,6.4,349.5,92.61,58.17
2022-11-06 2:00,139.6,10.2,6.4,349.5,92.61,57.88
2022-11-06 3:00,139.6,9.6,6.4,349.5,92.61,57.31
2022-11-06 4:00,138.55,9.2,6.4,349.5,92.61,56.54
2022-11-06 5:00,173.17,8.6,6.4,349.5,92.61,56.76
2022-11-06 6:00,173.17,8.3,6.4,349.5,92.61,50.91
2022-11-06 7:00,173.17,7.8,6.4,349.5,92.61,48.75
2022-11-06 8:00,173.17,7.2,6.4,349.5,92.61,47.48
2022-11-06 9:00,140.69,6.9,6.4,349.5,92.61,46.99
2022-11-06 10:00,205.6,6.7,6.4,349.5,92.61,47.09
2022-11-06 11:00,203.11,6.2,6.4,349.5,92.61,48.08
2022-11-06 12:00,138.55,6.3,6.4,349.5,92.61,48.95
2022-11-06 13:00,138.55,6.4,6.4,349.5,92.61,48.66
2022-11-06 14:00,140.69,8.1,6.4,349.5,92.61,46.93
2022-11-06 15:00,140.45,10.6,6.4,349.5,92.61,44.47
2022-11-06 16:00,140.69,12.3,6.4,349.5,92.61,43.7
2022-11-06 17:00,201.43,14.3,6.4,349.5,92.61,42.41
2022-11-06 18:00,245.41,14.7,6.4,349.5,92.61,42.12
2022-11-06 19:00,255.39,16,6.4,349.5,92.61,43.38
2022-11-06 20:00,249.02,16.3,6.4,349.5,92.61,44.85
2022-11-06 21:00,249.02,15.1,6.4,349.5,92.61,47.39
2022-11-06 22:00,245.41,14.1,6.4,349.5,92.61,50.8
2022-11-06 23:00,205.4,13.5,6.4,349.5,92.61,53.73
2022-11-06 0:00,194.99,13.1,6.4,349.5,92.61,55.68
2022-11-07 1:00,246.36,12.8,6.4,349.5,92.61,55.59
2022-11-07 2:00,196.69,12.7,6.4,349.5,92.61,55.1
2022-11-07 3:00,141.56,12.6,6.4,349.5,92.61,54.33
2022-11-07 4:00,141.56,12.6,6.4,349.5,92.61,53.15
2022-11-07 5:00,196.69,12.6,6.4,349.5,92.61,52.08
2022-11-07 6:00,207.33,12.4,6.4,349.5,92.61,50.14
2022-11-07 7:00,210.77,12.2,6.4,349.5,92.61,48.16
2022-11-07 8:00,246.36,11.8,6.4,349.5,92.61,47.18
2022-11-07 9:00,257.61,11.6,6.4,349.5,92.61,46.99
2022-11-07 10:00,270.93,11.2,6.4,349.5,92.61,47.79
2022-11-07 11:00,254.59,11,6.4,349.5,92.61,49.87
2022-11-07 12:00,254.53,10.2,6.4,349.5,92.61,53.44
2022-11-07 13:00,250.05,9.7,6.4,349.5,92.61,57.93
2022-11-07 14:00,254.5,11,6.4,349.5,92.61,61.57
2022-11-07 15:00,249.93,13.4,6.4,349.5,92.61,60.71
2022-11-07 16:00,250.05,15.2,6.4,349.5,92.61,59.14
2022-11-07 17:00,262.39,16.8,6.4,349.5,92.61,57.45
2022-11-07 18:00,281.62,16.8,6.4,349.5,92.61,54.96
2022-11-07 19:00,282.22,17.5,6.4,349.5,92.61,58.29
2022-11-07 20:00,266.13,17.3,6.4,349.5,92.61,60.56
2022-11-07 21:00,254.56,16.8,6.4,349.5,92.61,62.81
2022-11-07 22:00,254.52,15.7,6.4,349.5,92.61,66.01
2022-11-07 23:00,250.87,14.4,6.4,349.5,92.61,67.66
2022-11-07 0:00,250.08,13.2,6.944,344.9,91.79,67.33
2022-11-08 1:00,246.36,12.3,6.944,344.9,91.79,65.74
2022-11-08 2:00,246.36,11.4,6.944,344.9,91.79,63.76
2022-11-08 3:00,198.36,10.5,6.944,344.9,91.79,62.09
2022-11-08 4:00,180.23,10.1,6.944,344.9,91.79,60.53
2022-11-08 5:00,201.95,9.8,6.944,344.9,91.79,59.35
2022-11-08 6:00,246.36,9.3,6.944,344.9,91.79,56
2022-11-08 7:00,246.36,8.7,6.944,344.9,91.79,53.93
2022-11-08 8:00,251.83,8.3,6.944,344.9,91.79,52.86
2022-11-08 9:00,270.93,8,6.944,344.9,91.79,52.37
2022-11-08 10:00,270.93,7.6,6.944,344.9,91.79,52.87
2022-11-08 11:00,265.03,7.3,6.944,344.9,91.79,54.55
2022-11-08 12:00,264.34,6.9,6.944,344.9,91.79,57.61
2022-11-08 13:00,255.82,7,6.944,344.9,91.79,61.72
2022-11-08 14:00,257.11,8.7,6.944,344.9,91.79,65.27
2022-11-08 15:00,264.16,11.1,6.944,344.9,91.79,64.31
2022-11-08 16:00,270.93,13.3,6.944,344.9,91.79,62.75
2022-11-08 17:00,270.93,15,6.944,344.9,91.79,60.36
2022-11-08 18:00,270.93,15.2,6.944,344.9,91.79,57.67
2022-11-08 19:00,263.55,15.9,6.944,344.9,91.79,60.83
2022-11-08 20:00,251.8,15.5,6.944,344.9,91.79,62.29
2022-11-08 21:00,248.76,15,6.944,344.9,91.79,64.74
2022-11-08 22:00,250.22,14.3,6.944,344.9,91.79,67.57
