datetime,GBP/mWh,temperature,natural gas Price,coal price Price,ed,SMP/LNG
2022-01-01 1:00,124,-9.2,,,746.3,
2022-01-01 2:00,156.58,-9.5,,,710.5,
2022-01-01 3:00,156.58,-9.3,,,685.3,
2022-01-01 4:00,161.69,-9.6,,,674.7,
2022-01-01 5:00,157,-9.7,,,673.7,
2022-01-01 6:00,154.97,-9.8,,,681.4,
2022-01-01 7:00,154.01,-10.1,,,697.2,
2022-01-01 8:00,111.95,-10.2,,,711.2,
2022-01-01 9:00,160.27,-9.1,,,712.5,
2022-01-01 10:00,157.43,-6.8,,,680.7,
2022-01-01 11:00,161.6,-4.3,,,666.6,
2022-01-01 12:00,161.63,-2.3,,,660.1,
2022-01-01 13:00,161.8,-0.1,,,665.7,
2022-01-01 14:00,155.18,1.3,,,670.9,
2022-01-01 15:00,154.31,1.9,,,677.6,
2022-01-01 16:00,161.69,1.8,,,706.2,
2022-01-01 17:00,158.26,0.5,,,746.3,
2022-01-01 18:00,158.39,-0.9,,,793,
2022-01-01 19:00,159.56,-1.2,,,811.2,
2022-01-01 20:00,157.24,-1.6,,,799.6,
2022-01-01 21:00,155.2,-2.4,,,779.5,
2022-01-01 22:00,121.23,-2.5,,,750.6,
2022-01-01 23:00,160.35,-2.6,,,735.1,
2022-01-02 1:00,156.59,-2.8,,,731.8,
2022-01-02 2:00,156.62,-2.9,,,696.7,
2022-01-02 3:00,156.58,-2.6,,,676.7,
2022-01-02 4:00,163.33,-2.1,,,653.8,
2022-01-02 5:00,168.1,-1.9,,,646.8,
2022-01-02 6:00,120.38,-1.9,,,652.6,
2022-01-02 7:00,113.93,-1.9,,,665,
2022-01-02 8:00,121.07,-2.2,,,681.7,
2022-01-02 9:00,204.98,-2.2,,,700.2,
2022-01-02 10:00,200.48,-1.9,,,711.6,
2022-01-02 11:00,204.38,-0.8,,,690.1,
2022-01-02 12:00,197.82,0,,,686.5,
2022-01-02 13:00,205.01,1.4,,,684.9,
2022-01-02 14:00,202,1.4,,,651.7,
2022-01-02 15:00,199.81,2.4,,,624.8,
2022-01-02 16:00,199.93,2.5,,,614.6,
2022-01-02 17:00,204.61,2.5,,,627.1,
2022-01-02 18:00,197.69,1.2,,,689.5,
2022-01-02 19:00,201.24,-0.5,,,802.6,
2022-01-02 20:00,205.01,-1.6,,,854.5,
2022-01-02 21:00,200.47,-2.6,,,856.6,
2022-01-02 22:00,202.89,-2.9,,,844.5,
2022-01-02 23:00,207.45,-3.8,,,817.2,
2022-01-02 0:00,205.32,-4.4,,,804.5,
2022-01-03 1:00,205.15,-5.2,,,805.1,
2022-01-03 2:00,205.24,-5.8,,,761.6,
2022-01-03 3:00,207.45,-6.4,,,721.8,
2022-01-03 4:00,211.48,-7,,,699.3,
2022-01-03 5:00,207.45,-7.2,,,689.3,
2022-01-03 6:00,207.45,-7.4,,,689.5,
2022-01-03 7:00,208.5,-7.8,,,699.5,
2022-01-03 8:00,202.67,-7.7,,,716.9,
2022-01-03 9:00,200.83,-7.6,,,724.6,
2022-01-03 10:00,221.21,-6.9,,,707.4,
2022-01-03 11:00,191.4,-4,,,626.5,
2022-01-03 12:00,160.07,-1.4,,,604.3,
2022-01-03 13:00,93.03,0.9,,,585.2,
2022-01-03 14:00,122.79,1.7,,,569.4,
2022-01-03 15:00,161.69,2,,,575,
2022-01-03 16:00,156.58,2.2,,,607,
2022-01-03 17:00,156.58,2.3,,,645,
2022-01-03 18:00,154.64,1.6,,,716.6,
2022-01-03 19:00,155.06,1.3,,,805.4,
2022-01-03 20:00,124.89,1.3,,,845.7,
2022-01-03 21:00,121.32,1.2,,,837.3,
2022-01-03 22:00,160.27,1.1,,,811.7,
2022-01-03 23:00,155.24,0.9,,,771.7,
2022-01-03 0:00,160.7,0.6,3.815,157.5,755.2,42.1231979
2022-01-04 1:00,154.73,0.7,3.815,157.5,751.1,40.55832241
2022-01-04 2:00,161.8,0.7,3.815,157.5,713.6,42.41153342
2022-01-04 3:00,153.21,-0.4,3.815,157.5,690.5,40.15989515
2022-01-04 4:00,149.71,-1.6,3.815,157.5,679,39.24246396
2022-01-04 5:00,161.69,-2.2,3.815,157.5,675.3,42.38269987
2022-01-04 6:00,158.59,-2.9,3.815,157.5,686.1,41.57011796
2022-01-04 7:00,156.58,-3.6,3.815,157.5,705,41.04325033
2022-01-04 8:00,161.69,-4,3.815,157.5,740,42.38269987
2022-01-04 9:00,156.71,-4.6,3.815,157.5,787.2,41.07732634
2022-01-04 10:00,155.2,-4.3,3.815,157.5,811,40.68152031
2022-01-04 11:00,109.56,-3.5,3.815,157.5,738.7,28.71821756
2022-01-04 12:00,156.15,-1.9,3.815,157.5,702.2,40.93053735
2022-01-04 13:00,156.58,-0.6,3.815,157.5,707.4,41.04325033
2022-01-04 14:00,156.58,-0.5,3.815,157.5,685.2,41.04325033
2022-01-04 15:00,156.58,0,3.815,157.5,692,41.04325033
2022-01-04 16:00,158.26,0.9,3.815,157.5,704,41.4836173
2022-01-04 17:00,161.27,0.7,3.815,157.5,720.9,42.27260813
2022-01-04 18:00,103.42,-0.4,3.815,157.5,773.2,27.10878113
2022-01-04 19:00,106.73,-1.7,3.815,157.5,857,27.97640891
2022-01-04 20:00,94.03,-2.6,3.815,157.5,860.3,24.6474443
2022-01-04 21:00,107.91,-2.5,3.815,157.5,837.8,28.28571429
2022-01-04 22:00,200.27,-3.5,3.815,157.5,809.1,52.49541284
2022-01-04 23:00,199.88,-4.4,3.815,157.5,772.7,52.3931848
2022-01-04 0:00,186.05,-5.1,3.717,174.1,747.2,50.05380683
2022-01-05 1:00,118.11,-5.6,3.717,174.1,741.9,31.7756255
2022-01-05 2:00,203.24,-6,3.717,174.1,705.3,54.67850417
2022-01-05 3:00,204.11,-6.6,3.717,174.1,671.7,54.9125639
2022-01-05 4:00,205.01,-7,3.717,174.1,653.5,55.15469465
2022-01-05 5:00,205.72,-7.2,3.717,174.1,658.2,55.34570891
2022-01-05 6:00,201.03,-7.3,3.717,174.1,662.1,54.08393866
2022-01-05 7:00,185.99,-7.6,3.717,174.1,675,50.03766478
2022-01-05 8:00,114.12,-7.7,3.717,174.1,693.1,30.70217918
2022-01-05 9:00,197.64,-7.5,3.717,174.1,721.4,53.17191283
2022-01-05 10:00,205.84,-6.4,3.717,174.1,797.5,55.37799301
2022-01-05 11:00,207.45,-4.4,3.717,174.1,850.1,55.81113801
2022-01-05 12:00,203.03,-2.4,3.717,174.1,797.2,54.62200699
2022-01-05 13:00,205.15,-0.6,3.717,174.1,794.6,55.19235943
2022-01-05 14:00,201.73,0.5,3.717,174.1,777,54.27226258
2022-01-05 15:00,203.28,1.3,3.717,174.1,785.6,54.68926554
2022-01-05 16:00,211.48,1.7,3.717,174.1,773.7,56.89534571
2022-01-05 17:00,205.54,1.8,3.717,174.1,781.2,55.29728275
2022-01-05 18:00,207.45,1.4,3.717,174.1,816.1,55.81113801
2022-01-05 19:00,208.5,0.7,3.717,174.1,902.9,56.09362389
2022-01-05 20:00,202.67,0.1,3.717,174.1,912.4,54.52515469
2022-01-05 21:00,199.14,-0.6,3.717,174.1,891.4,53.57546408
2022-01-05 22:00,203.95,-1,3.717,174.1,862.2,54.86951843
2022-01-05 23:00,187.04,-1.3,3.717,174.1,819.9,50.32015066
2022-01-05 0:00,160.07,-1.9,3.882,179.9,799.3,41.23390005
2022-01-06 1:00,91.4,-2.5,3.882,179.9,800.9,23.54456466
2022-01-06 2:00,88.64,-3.1,3.882,179.9,752.9,22.83359093
2022-01-06 3:00,156.58,-3.7,3.882,179.9,723.3,40.33487893
2022-01-06 4:00,156.58,-4.5,3.882,179.9,702.5,40.33487893
2022-01-06 5:00,156.58,-4.8,3.882,179.9,688.4,40.33487893
2022-01-06 6:00,150.14,-4.6,3.882,179.9,687.6,38.67594024
2022-01-06 7:00,143.96,-5.4,3.882,179.9,704.2,37.08397733
2022-01-06 8:00,104.11,-5.5,3.882,179.9,736.4,26.81865018
2022-01-06 9:00,88.65,-5.9,3.882,179.9,784.6,22.83616692
2022-01-06 10:00,152.3,-5.1,3.882,179.9,850.7,39.23235446
2022-01-06 11:00,161.69,-3,3.882,179.9,839.7,41.65121072
2022-01-06 12:00,161.69,-1.1,3.882,179.9,830,41.65121072
2022-01-06 13:00,161.69,0.3,3.882,179.9,805.3,41.65121072
2022-01-06 14:00,161.8,1.7,3.882,179.9,766.2,41.67954663
2022-01-06 15:00,143.06,2.8,3.882,179.9,736.5,36.85213807
2022-01-06 16:00,89.71,2.8,3.882,179.9,727.3,23.10922205
2022-01-06 17:00,155.53,3.1,3.882,179.9,765.3,40.06439979
2022-01-06 18:00,161.47,2,3.882,179.9,841.4,41.5945389
2022-01-06 19:00,160.01,0.7,3.882,179.9,913.6,41.2184441
2022-01-06 20:00,161.69,0,3.882,179.9,927.7,41.65121072
2022-01-06 21:00,156.71,-1.2,3.882,179.9,902.9,40.36836682
2022-01-06 22:00,155.2,-1.9,3.882,179.9,861,39.97939207
2022-01-06 23:00,91.76,-2.7,3.882,179.9,813.2,23.63730036
2022-01-06 0:00,156.33,-3.4,3.812,196.5,788.5,41.00996852
2022-01-07 1:00,156.58,-4.2,3.812,196.5,790,41.07555089
2022-01-07 2:00,156.58,-4.5,3.812,196.5,761,41.07555089
2022-01-07 3:00,156.58,-4.8,3.812,196.5,739.7,41.07555089
2022-01-07 4:00,157.07,-5,3.812,196.5,731.7,41.20409234
2022-01-07 5:00,104.2,-5.3,3.812,196.5,731.6,27.33473242
2022-01-07 6:00,90.18,-5.4,3.812,196.5,740.4,23.65687303
2022-01-07 7:00,92.66,-5.7,3.812,196.5,754.3,24.30745016
2022-01-07 8:00,92.03,-5.8,3.812,196.5,787.9,24.14218258
2022-01-07 9:00,92,-5.8,3.812,196.5,838.3,24.1343127
2022-01-07 10:00,200.34,-5.3,3.812,196.5,897.3,52.55508919
2022-01-07 11:00,196.57,-3,3.812,196.5,917.2,51.56610703
2022-01-07 12:00,115.63,0.3,3.812,196.5,959.3,30.33315845
2022-01-07 13:00,113.47,1.9,3.812,196.5,945.7,29.76652676
2022-01-07 14:00,202,2.5,3.812,196.5,923.9,52.99055614
2022-01-07 15:00,195.63,3.7,3.812,196.5,924.3,51.31951731
2022-01-07 16:00,199.71,4.2,3.812,196.5,933.5,52.38982162
2022-01-07 17:00,202,4.4,3.812,196.5,932,52.99055614
2022-01-07 18:00,191.55,2.8,3.812,196.5,945.2,50.24921301
2022-01-07 19:00,116.48,1.4,3.812,196.5,956.9,30.55613851
2022-01-07 20:00,105.19,0.3,3.812,196.5,950.3,27.59443861
2022-01-07 21:00,204.61,-0.5,3.812,196.5,925.6,53.6752361
2022-01-07 22:00,199.04,-1.3,3.812,196.5,893.2,52.21406086
2022-01-07 23:00,200.04,-1.9,3.812,196.5,856.8,52.47639035
2022-01-07 0:00,200.52,-2.2,3.916,195.9,837.7,51.20531154
2022-01-08 1:00,205.37,-2.8,3.916,195.9,840.7,52.44382022
2022-01-08 2:00,205.24,-3.1,3.916,195.9,808.7,52.41062308
2022-01-08 3:00,196.91,-3.3,3.916,195.9,774.9,50.2834525
2022-01-08 4:00,211.48,-3.6,3.916,195.9,755.9,54.0040858
2022-01-08 5:00,207.45,-3.9,3.916,195.9,751.5,52.97497446
2022-01-08 6:00,204.36,-4.3,3.916,195.9,749.6,52.18590398
2022-01-08 7:00,207.23,-4.7,3.916,195.9,759.5,52.91879469
2022-01-08 8:00,199.38,-4.9,3.916,195.9,786.3,50.91419816
2022-01-08 9:00,198.28,-4.9,3.916,195.9,824,50.63329928
2022-01-08 10:00,200.26,-4,3.916,195.9,893,51.13891726
2022-01-08 11:00,185.41,-2.4,3.916,195.9,936.1,47.34678243
2022-01-08 12:00,124.73,-0.8,3.916,195.9,946.2,31.85137896
2022-01-08 13:00,87.96,0.6,3.916,195.9,925.1,22.46169561
2022-01-08 14:00,88.64,2.3,3.916,195.9,886.4,22.63534219
2022-01-08 15:00,156.58,3.1,3.916,195.9,875.7,39.98467824
2022-01-08 16:00,156.58,3.2,3.916,195.9,870.1,39.98467824
2022-01-08 17:00,156.58,3.5,3.916,195.9,886.7,39.98467824
2022-01-08 18:00,153.26,3.7,3.916,195.9,915.7,39.13687436
2022-01-08 19:00,123.75,3.6,3.916,195.9,938.6,31.6011236
2022-01-08 20:00,92.33,3.6,3.916,195.9,935.7,23.57763023
2022-01-08 21:00,88.65,3.3,3.916,195.9,918.2,22.63789581
2022-01-08 22:00,150.69,3.4,3.916,195.9,890.2,38.48059244
2022-01-08 23:00,151.36,3.4,3.916,195.9,853.5,38.65168539
2022-01-08 0:00,151.59,3.5,3.916,195.9,838.9,38.71041879
2022-01-09 1:00,154.73,3.7,3.916,195.9,841,39.51225741
2022-01-09 2:00,161.8,3.7,3.916,195.9,806,41.31767109
2022-01-09 3:00,113.64,3.3,3.916,195.9,775.3,29.01940756
2022-01-09 4:00,88.6,2.5,3.916,195.9,758.8,22.62512768
2022-01-09 5:00,155.52,1.4,3.916,195.9,746.8,39.71399387
2022-01-09 6:00,155.61,0.5,3.916,195.9,743.9,39.73697651
2022-01-09 7:00,156.58,-0.1,3.916,195.9,752.2,39.98467824
2022-01-09 8:00,153.27,-0.9,3.916,195.9,771.5,39.13942799
2022-01-09 9:00,156.71,-0.6,3.916,195.9,794.5,40.01787538
2022-01-09 10:00,155.2,-0.6,3.916,195.9,825.9,39.63227783
2022-01-09 11:00,88.91,-0.3,3.916,195.9,832,22.70429009
2022-01-09 12:00,155.8,1,3.916,195.9,811.1,39.7854954
2022-01-09 13:00,156.58,2.2,3.916,195.9,799.4,39.98467824
2022-01-09 14:00,156.58,3.3,3.916,195.9,783.3,39.98467824
2022-01-09 15:00,156.58,4.9,3.916,195.9,765.6,39.98467824
2022-01-09 16:00,155.69,5.4,3.916,195.9,742.7,39.75740552
2022-01-09 17:00,103.55,5.3,3.916,195.9,767.9,26.44279877
2022-01-09 18:00,90.18,3.8,3.916,195.9,844.5,23.02860061
2022-01-09 19:00,91.53,2.2,3.916,195.9,898.2,23.37334014
2022-01-09 20:00,92.03,1.4,3.916,195.9,914.1,23.50102145
2022-01-09 21:00,92,0.8,3.916,195.9,899.1,23.49336057
2022-01-09 22:00,198.23,0.1,3.916,195.9,870,50.62053115
2022-01-09 23:00,197.35,-0.3,3.916,195.9,837.7,50.39581205
2022-01-09 0:00,108.81,-0.8,3.916,195.9,828.7,27.78600613
2022-01-10 1:00,173.11,-1.2,3.916,195.9,829.6,44.20582227
2022-01-10 2:00,199.22,-1.6,3.916,195.9,799.1,50.87334014
2022-01-10 3:00,194.24,-1.8,3.916,195.9,769,49.60163432
2022-01-10 4:00,199.58,-1.9,3.916,195.9,750.9,50.96527068
2022-01-10 5:00,195.79,-2.1,3.916,195.9,738.9,49.99744637
2022-01-10 6:00,184.46,-2.7,3.916,195.9,737.4,47.10418795
2022-01-10 7:00,115.31,-3.1,3.916,195.9,746.5,29.44586313
2022-01-10 8:00,92,-3.3,3.916,195.9,762,23.49336057
2022-01-10 9:00,195.68,-3.3,3.916,195.9,772.5,49.96935649
2022-01-10 10:00,199.05,-3,3.916,195.9,778.1,50.8299285
2022-01-10 11:00,200.06,-1,3.916,195.9,744.7,51.08784474
2022-01-10 12:00,200.6,1.5,3.916,195.9,706.9,51.22574055
2022-01-10 13:00,199.49,3.7,3.916,195.9,698.9,50.94228805
2022-01-10 14:00,196.48,4.2,3.916,195.9,701.6,50.17364658
2022-01-10 15:00,195.8,4.4,3.916,195.9,720.9,50
2022-01-10 16:00,211.48,4,3.916,195.9,735.5,54.0040858
2022-01-10 17:00,204.56,3.5,3.916,195.9,748,52.23697651
2022-01-10 18:00,204.35,3,3.916,195.9,804.4,52.18335036
2022-01-10 19:00,207.23,2.4,3.916,195.9,869.8,52.91879469
2022-01-10 20:00,199.38,2,3.916,195.9,886.4,50.91419816
2022-01-10 21:00,197.29,1.8,3.916,195.9,875.1,50.3804903
2022-01-10 22:00,199.95,1.4,3.916,195.9,853.1,51.05975485
2022-01-10 23:00,184.82,1,3.916,195.9,817.9,47.19611849
2022-01-10 0:00,103.55,0.3,4.079,196.5,803.7,25.38612405
2022-01-11 1:00,89.39,0.3,4.079,196.5,801.2,21.91468497
2022-01-11 2:00,122.69,-1.2,4.079,196.5,764.7,30.0784506
2022-01-11 3:00,156.58,-2.7,4.079,196.5,730.8,38.38685952
2022-01-11 4:00,156.58,-4.3,4.079,196.5,706.4,38.38685952
2022-01-11 5:00,161.69,-5.9,4.079,196.5,693.3,39.63961755
2022-01-11 6:00,153.26,-7.1,4.079,196.5,695.4,37.57293454
2022-01-11 7:00,123.75,-7.9,4.079,196.5,710.2,30.33831822
2022-01-11 8:00,103.15,-8.7,4.079,196.5,742.7,25.2880608
2022-01-11 9:00,121.21,-9.3,4.079,196.5,794.7,29.71561657
2022-01-11 10:00,152.3,-9.3,4.079,196.5,874.3,37.33758274
2022-01-11 11:00,154.24,-8.5,4.079,196.5,924.2,37.81318951
2022-01-11 12:00,154.62,-7.6,4.079,196.5,914.5,37.9063496
2022-01-11 13:00,161.69,-7,4.079,196.5,849.8,39.63961755
2022-01-11 14:00,155.23,-5.9,4.079,196.5,847.3,38.05589605
2022-01-11 15:00,122.8,-5.4,4.079,196.5,933.7,30.10541799
2022-01-11 16:00,91.82,-4.9,4.079,196.5,920.1,22.51041922
2022-01-11 17:00,156.09,-4.8,4.079,196.5,851.2,38.26673204
2022-01-11 18:00,158.4,-5.5,4.079,196.5,891.4,38.83304732
2022-01-11 19:00,161.69,-6.7,4.079,196.5,938.4,39.63961755
2022-01-11 20:00,161.69,-7.5,4.079,196.5,933.8,39.63961755
2022-01-11 21:00,155.47,-8.3,4.079,196.5,911.6,38.114734
2022-01-11 22:00,155.2,-9,4.079,196.5,884.7,38.04854131
2022-01-11 23:00,121.18,-9.6,4.079,196.5,847.2,29.70826183
2022-01-11 0:00,155.82,-10,4.249,197.1,833.1,36.67215815
2022-01-12 1:00,156.58,-10.2,4.249,197.1,829.6,36.85102377
2022-01-12 2:00,156.58,-10.7,4.249,197.1,794.6,36.85102377
2022-01-12 3:00,160.27,-11,4.249,197.1,765,37.7194634
2022-01-12 4:00,153.94,-11.3,4.249,197.1,748.5,36.22970111
2022-01-12 5:00,103.51,-11.3,4.249,197.1,737.3,24.36102612
2022-01-12 6:00,90.18,-11.1,4.249,197.1,743.5,21.22381737
2022-01-12 7:00,91.53,-11,4.249,197.1,758.6,21.54153919
2022-01-12 8:00,92.03,-11.2,4.249,197.1,787.8,21.65921393
2022-01-12 9:00,92,-11.2,4.249,197.1,835.5,21.65215345
2022-01-12 10:00,206.83,-10.2,4.249,197.1,878.2,48.67733584
2022-01-12 11:00,195.75,-8.8,4.249,197.1,850.7,46.06966345
2022-01-12 12:00,107.98,-7.3,4.249,197.1,824.6,25.41303836
2022-01-12 13:00,172.18,-6.6,4.249,197.1,790.8,40.52247588
2022-01-12 14:00,204.11,-5.5,4.249,197.1,752.4,48.03718522
2022-01-12 15:00,203.74,-3.9,4.249,197.1,802.7,47.95010591
2022-01-12 16:00,199.69,-4.1,4.249,197.1,806.3,46.99694046
2022-01-12 17:00,206.83,-4,4.249,197.1,815.1,48.67733584
2022-01-12 18:00,184.39,-4.6,4.249,197.1,860.3,43.3960932
2022-01-12 19:00,115.31,-5.1,4.249,197.1,928.7,27.13815015
2022-01-12 20:00,108.23,-5.5,4.249,197.1,943.9,25.47187574
2022-01-12 21:00,205.22,-5.8,4.249,197.1,930.4,48.29842316
2022-01-12 22:00,199.07,-5.9,4.249,197.1,905.3,46.85102377
2022-01-12 23:00,206.96,-6.1,4.249,197.1,866,48.70793128
2022-01-12 0:00,200.72,-6.5,4.857,203,849.3,41.32592135
2022-01-13 1:00,199.05,-7.1,4.857,203,844.8,40.98208771
2022-01-13 2:00,197.61,-7.2,4.857,203,800.2,40.6856084
2022-01-13 3:00,197.89,-7.3,4.857,203,761.7,40.74325715
2022-01-13 4:00,211.48,-7,4.857,203,739.2,43.54128063
2022-01-13 5:00,207.45,-7.2,4.857,203,725.9,42.71155034
2022-01-13 6:00,204.36,-7.4,4.857,203,715.7,42.07535516
2022-01-13 7:00,207.23,-7.2,4.857,203,714.7,42.66625489
2022-01-13 8:00,199.38,-6.9,4.857,203,735.5,41.05003088
2022-01-13 9:00,197.46,-7.2,4.857,203,782.8,40.65472514
2022-01-13 10:00,200.74,-6.9,4.857,203,824.5,41.33003912
2022-01-13 11:00,185.41,-5.8,4.857,203,751.7,38.17376982
2022-01-13 12:00,130.44,-5,4.857,203,698.3,26.856084
2022-01-13 13:00,92.05,-4.4,4.857,203,664.7,18.952028
2022-01-13 14:00,90.47,-4.1,4.857,203,635.6,18.62672432
2022-01-13 15:00,156.58,-3.8,4.857,203,643.7,32.238007
2022-01-13 16:00,160.05,-3.3,4.857,203,643.1,32.95243978
2022-01-13 17:00,161.69,-3.8,4.857,203,660.2,33.29009677
2022-01-13 18:00,161.26,-4.9,4.857,203,725.7,33.20156475
2022-01-13 19:00,123.75,-6.1,4.857,203,817.5,25.47869055
2022-01-13 20:00,124.66,-6.8,4.857,203,873.8,25.666049
2022-01-13 21:00,90.83,-7.4,4.857,203,871.3,18.70084414
2022-01-13 22:00,160.27,-7.7,4.857,203,847.4,32.99773523
2022-01-13 23:00,159.87,-8.1,4.857,203,812.1,32.91537986
2022-01-13 0:00,155.9,-8.5,4.27,211.5,790.1,36.51053864
2022-01-14 1:00,156.24,-8.9,4.27,211.5,772.2,36.59016393
2022-01-14 2:00,161.07,-9.5,4.27,211.5,739,37.72131148
2022-01-14 3:00,153.98,-9.5,4.27,211.5,706.2,36.06088993
2022-01-14 4:00,145.69,-9.7,4.27,211.5,687.8,34.11943794
2022-01-14 5:00,156.09,-9.7,4.27,211.5,680.2,36.55503513
2022-01-14 6:00,161.69,-9.4,4.27,211.5,687,37.86651054
2022-01-14 7:00,156.58,-9.5,4.27,211.5,708.5,36.66978923
2022-01-14 8:00,156.17,-9.7,4.27,211.5,744.9,36.57377049
2022-01-14 9:00,156.47,-10,4.27,211.5,793.6,36.6440281
2022-01-14 10:00,147.8,-9.1,4.27,211.5,803.6,34.61358314
2022-01-14 11:00,120.58,-7.2,4.27,211.5,717.4,28.23887588
2022-01-14 12:00,160.27,-4.1,4.27,211.5,674.3,37.53395785
2022-01-14 13:00,156.58,-2.3,4.27,211.5,636.5,36.66978923
2022-01-14 14:00,156.58,-0.1,4.27,211.5,596.6,36.66978923
2022-01-14 15:00,158.4,0.3,4.27,211.5,595.6,37.09601874
2022-01-14 16:00,159.98,0.5,4.27,211.5,603.3,37.46604215
2022-01-14 17:00,104.49,1.2,4.27,211.5,623.3,24.470726
2022-01-14 18:00,91.07,0.1,4.27,211.5,674,21.32786885
2022-01-14 19:00,93.51,-1.5,4.27,211.5,758.8,21.89929742
2022-01-14 20:00,92.03,-2.7,4.27,211.5,815.4,21.55269321
2022-01-14 21:00,104.69,-3.1,4.27,211.5,823.5,24.5175644
2022-01-14 22:00,199.71,-3.1,4.27,211.5,805.1,46.7704918
2022-01-14 23:00,199.75,-3.5,4.27,211.5,771.3,46.77985948
2022-01-14 0:00,121.87,-3.9,4.262,216.75,752.4,28.59455655
2022-01-15 1:00,205.01,-3.9,4.262,216.75,741.1,48.10183013
2022-01-15 2:00,205.81,-4.2,4.262,216.75,697.5,48.28953543
2022-01-15 3:00,205.01,-4.5,4.262,216.75,663,48.10183013
2022-01-15 4:00,205.01,-4.8,4.262,216.75,640.7,48.10183013
2022-01-15 5:00,201.67,-5.2,4.262,216.75,634.7,47.31816049
2022-01-15 6:00,197.66,-5.2,4.262,216.75,635.4,46.37728766
2022-01-15 7:00,122.79,-5,4.262,216.75,651.9,28.81041764
2022-01-15 8:00,118.36,-4.6,4.262,216.75,673.6,27.77099953
2022-01-15 9:00,204.23,-4.4,4.262,216.75,707.3,47.91881746
2022-01-15 10:00,207.45,-3.8,4.262,216.75,735,48.6743313
2022-01-15 11:00,207.45,-2.3,4.262,216.75,713.8,48.6743313
2022-01-15 12:00,207.45,-0.7,4.262,216.75,690.3,48.6743313
2022-01-15 13:00,205.15,0.4,4.262,216.75,658.2,48.13467855
2022-01-15 14:00,199.32,0.7,4.262,216.75,608.5,46.76677616
2022-01-15 15:00,199.71,0.9,4.262,216.75,608.9,46.8582825
2022-01-15 16:00,211.48,1.3,4.262,216.75,602.5,49.61989676
2022-01-15 17:00,207.45,1.8,4.262,216.75,613.6,48.6743313
2022-01-15 18:00,207.18,1.6,4.262,216.75,663.8,48.61098076
2022-01-15 19:00,211.04,1.4,4.262,216.75,729.5,49.51665885
2022-01-15 20:00,206.57,1.3,4.262,216.75,765.6,48.46785547
2022-01-15 21:00,201.77,1.3,4.262,216.75,768.6,47.34162365
2022-01-15 22:00,202.01,1.3,4.262,216.75,762.6,47.39793524
2022-01-15 23:00,189.09,1.4,4.262,216.75,745.8,44.3664946
2022-01-15 0:00,119.99,1.3,4.262,216.75,737,28.15344908
2022-01-16 1:00,94.36,1.3,4.262,216.75,735.1,22.13984045
2022-01-16 2:00,162.82,1.5,4.262,216.75,703.3,38.20272173
2022-01-16 3:00,156.58,2.3,4.262,216.75,673.5,36.73862037
2022-01-16 4:00,160.27,2.4,4.262,216.75,657.8,37.60441107
2022-01-16 5:00,157.49,2.4,4.262,216.75,652.4,36.95213515
2022-01-16 6:00,156.52,1.5,4.262,216.75,658.7,36.72454247
2022-01-16 7:00,156.77,0.1,4.262,216.75,676.4,36.78320038
2022-01-16 8:00,125.75,-1,4.262,216.75,705.4,29.50492726
2022-01-16 9:00,155.94,-2.5,4.262,216.75,731.4,36.58845612
2022-01-16 10:00,160.27,-3.4,4.262,216.75,737,37.60441107
2022-01-16 11:00,159.87,-3.1,4.262,216.75,680.5,37.51055842
2022-01-16 12:00,164.4,-3.1,4.262,216.75,662.7,38.5734397
2022-01-16 13:00,164.69,-1.5,4.262,216.75,659.4,38.64148287
2022-01-16 14:00,161.8,-0.4,4.262,216.75,613.1,37.96339747
2022-01-16 15:00,157.64,0.1,4.262,216.75,598.8,36.98732989
2022-01-16 16:00,173.83,0.5,4.262,216.75,644.8,40.78601595
2022-01-16 17:00,170.65,-0.1,4.262,216.75,681.5,40.03988738
2022-01-16 18:00,162.92,-1.1,4.262,216.75,754.4,38.22618489
2022-01-16 19:00,162.51,-2.4,4.262,216.75,842.9,38.12998592
2022-01-16 20:00,162.81,-3.1,4.262,216.75,881.1,38.20037541
2022-01-16 21:00,156.47,-3.9,4.262,216.75,872.9,36.71281089
2022-01-16 22:00,153.05,-4.4,4.262,216.75,853.9,35.91037072
2022-01-16 23:00,160.21,-5.3,4.262,216.75,819.6,37.59033318
2022-01-16 0:00,171.43,-6.4,4.335,216.75,808.9,39.5455594
2022-01-17 1:00,167.5,-7.2,4.335,216.75,811.7,38.63898501
2022-01-17 2:00,157.4,-7.9,4.335,216.75,777,36.30911188
2022-01-17 3:00,161.03,-8.6,4.335,216.75,747.2,37.14648212
2022-01-17 4:00,158.18,-8.5,4.335,216.75,724.1,36.48904268
2022-01-17 5:00,125.39,-8.9,4.335,216.75,714.8,28.92502884
2022-01-17 6:00,91.07,-9.1,4.335,216.75,712.2,21.00807382
2022-01-17 7:00,93.51,-9.1,4.335,216.75,723,21.57093426
2022-01-17 8:00,92.72,-9.2,4.335,216.75,741.6,21.38869666
2022-01-17 9:00,118.39,-8.6,4.335,216.75,762.9,27.31026528
2022-01-17 10:00,206.86,-7.9,4.335,216.75,781.5,47.71856978
2022-01-17 11:00,201.16,-5.4,4.335,216.75,772.2,46.40369089
2022-01-17 12:00,195.07,-3.3,4.335,216.75,745.8,44.9988466
2022-01-17 13:00,199.66,-1.7,4.335,216.75,700.9,46.05767013
