datetime,Won/kwh,temperature,natural gas Price,coal Price,korean LNG Price,ED,SMP/LNG
2022-01-01 1:00,124,-9.2,,,,746.3,
2022-01-01 2:00,156.58,-9.5,,,,710.5,
2022-01-01 3:00,156.58,-9.3,,,,685.3,
2022-01-01 4:00,161.69,-9.6,,,,674.7,
2022-01-01 5:00,157,-9.7,,,,673.7,
2022-01-01 6:00,154.97,-9.8,,,,681.4,
2022-01-01 7:00,154.01,-10.1,,,,697.2,
2022-01-01 8:00,111.95,-10.2,,,,711.2,
2022-01-01 9:00,160.27,-9.1,,,,712.5,
2022-01-01 10:00,157.43,-6.8,,,,680.7,
2022-01-01 11:00,161.6,-4.3,,,,666.6,
2022-01-01 12:00,161.63,-2.3,,,,660.1,
2022-01-01 13:00,161.8,-0.1,,,,665.7,
2022-01-01 14:00,155.18,1.3,,,,670.9,
2022-01-01 15:00,154.31,1.9,,,,677.6,
2022-01-01 16:00,161.69,1.8,,,,706.2,
2022-01-01 17:00,158.26,0.5,,,,746.3,
2022-01-01 18:00,158.39,-0.9,,,,793,
2022-01-01 19:00,159.56,-1.2,,,,811.2,
2022-01-01 20:00,157.24,-1.6,,,,799.6,
2022-01-01 21:00,155.2,-2.4,,,,779.5,
2022-01-01 22:00,121.23,-2.5,,,,750.6,
2022-01-01 23:00,160.35,-2.6,,,,735.1,
2022-01-02 1:00,156.59,-2.8,,,,731.8,
2022-01-02 2:00,156.62,-2.9,,,,696.7,
2022-01-02 3:00,156.58,-2.6,,,,676.7,
2022-01-02 4:00,163.33,-2.1,,,,653.8,
2022-01-02 5:00,168.1,-1.9,,,,646.8,
2022-01-02 6:00,120.38,-1.9,,,,652.6,
2022-01-02 7:00,113.93,-1.9,,,,665,
2022-01-02 8:00,121.07,-2.2,,,,681.7,
2022-01-02 9:00,204.98,-2.2,,,,700.2,
2022-01-02 10:00,200.48,-1.9,,,,711.6,
2022-01-02 11:00,204.38,-0.8,,,,690.1,
2022-01-02 12:00,197.82,0,,,,686.5,
2022-01-02 13:00,205.01,1.4,,,,684.9,
2022-01-02 14:00,202,1.4,,,,651.7,
2022-01-02 15:00,199.81,2.4,,,,624.8,
2022-01-02 16:00,199.93,2.5,,,,614.6,
2022-01-02 17:00,204.61,2.5,,,,627.1,
2022-01-02 18:00,197.69,1.2,,,,689.5,
2022-01-02 19:00,201.24,-0.5,,,,802.6,
2022-01-02 20:00,205.01,-1.6,,,,854.5,
2022-01-02 21:00,200.47,-2.6,,,,856.6,
2022-01-02 22:00,202.89,-2.9,,,,844.5,
2022-01-02 23:00,207.45,-3.8,,,,817.2,
2022-01-02 0:00,205.32,-4.4,,,,804.5,
2022-01-03 1:00,205.15,-5.2,,,,805.1,
2022-01-03 2:00,205.24,-5.8,,,,761.6,
2022-01-03 3:00,207.45,-6.4,,,,721.8,
2022-01-03 4:00,211.48,-7,,,,699.3,
2022-01-03 5:00,207.45,-7.2,,,,689.3,
2022-01-03 6:00,207.45,-7.4,,,,689.5,
2022-01-03 7:00,208.5,-7.8,,,,699.5,
2022-01-03 8:00,202.67,-7.7,,,,716.9,
2022-01-03 9:00,200.83,-7.6,,,,724.6,
2022-01-03 10:00,221.21,-6.9,,,,707.4,
2022-01-03 11:00,191.4,-4,,,,626.5,
2022-01-03 12:00,160.07,-1.4,,,,604.3,
2022-01-03 13:00,93.03,0.9,,,,585.2,
2022-01-03 14:00,122.79,1.7,,,,569.4,
2022-01-03 15:00,161.69,2,,,,575,
2022-01-03 16:00,156.58,2.2,,,,607,
2022-01-03 17:00,156.58,2.3,,,,645,
2022-01-03 18:00,154.64,1.6,,,,716.6,
2022-01-03 19:00,155.06,1.3,,,,805.4,
2022-01-03 20:00,124.89,1.3,,,,845.7,
2022-01-03 21:00,121.32,1.2,,,,837.3,
2022-01-03 22:00,160.27,1.1,,,,811.7,
2022-01-03 23:00,155.24,0.9,,,,771.7,
2022-01-03 0:00,160.7,0.6,3.815,157.5,30.505,755.2,5.267988854
2022-01-04 1:00,154.73,0.7,3.815,157.5,30.505,751.1,5.072283232
2022-01-04 2:00,161.8,0.7,3.815,157.5,30.505,713.6,5.304048517
2022-01-04 3:00,153.21,-0.4,3.815,157.5,30.505,690.5,5.022455335
2022-01-04 4:00,149.71,-1.6,3.815,157.5,30.505,679,4.907720046
2022-01-04 5:00,161.69,-2.2,3.815,157.5,30.505,675.3,5.30044255
2022-01-04 6:00,158.59,-2.9,3.815,157.5,30.505,686.1,5.198819866
2022-01-04 7:00,156.58,-3.6,3.815,157.5,30.505,705,5.132929028
2022-01-04 8:00,161.69,-4,3.815,157.5,30.505,740,5.30044255
2022-01-04 9:00,156.71,-4.6,3.815,157.5,30.505,787.2,5.137190624
2022-01-04 10:00,155.2,-4.3,3.815,157.5,30.505,811,5.087690543
2022-01-04 11:00,109.56,-3.5,3.815,157.5,30.505,738.7,3.59154237
2022-01-04 12:00,156.15,-1.9,3.815,157.5,30.505,702.2,5.118832978
2022-01-04 13:00,156.58,-0.6,3.815,157.5,30.505,707.4,5.132929028
2022-01-04 14:00,156.58,-0.5,3.815,157.5,30.505,685.2,5.132929028
2022-01-04 15:00,156.58,0,3.815,157.5,30.505,692,5.132929028
2022-01-04 16:00,158.26,0.9,3.815,157.5,30.505,704,5.188001967
2022-01-04 17:00,161.27,0.7,3.815,157.5,30.505,720.9,5.286674316
2022-01-04 18:00,103.42,-0.4,3.815,157.5,30.505,773.2,3.390263891
2022-01-04 19:00,106.73,-1.7,3.815,157.5,30.505,857,3.498770693
2022-01-04 20:00,94.03,-2.6,3.815,157.5,30.505,860.3,3.082445501
2022-01-04 21:00,107.91,-2.5,3.815,157.5,30.505,837.8,3.537452877
2022-01-04 22:00,200.27,-3.5,3.815,157.5,30.505,809.1,6.565153254
2022-01-04 23:00,199.88,-4.4,3.815,157.5,30.505,772.7,6.552368464
2022-01-04 0:00,186.05,-5.1,3.717,174.1,32.745,747.2,5.681783478
2022-01-05 1:00,118.11,-5.6,3.717,174.1,32.745,741.9,3.606962895
2022-01-05 2:00,203.24,-6,3.717,174.1,32.745,705.3,6.206749122
2022-01-05 3:00,204.11,-6.6,3.717,174.1,32.745,671.7,6.233318064
2022-01-05 4:00,205.01,-7,3.717,174.1,32.745,653.5,6.260803176
2022-01-05 5:00,205.72,-7.2,3.717,174.1,32.745,658.2,6.282485876
2022-01-05 6:00,201.03,-7.3,3.717,174.1,32.745,662.1,6.139257902
2022-01-05 7:00,185.99,-7.6,3.717,174.1,32.745,675,5.679951138
2022-01-05 8:00,114.12,-7.7,3.717,174.1,32.745,693.1,3.485112231
2022-01-05 9:00,197.64,-7.5,3.717,174.1,32.745,721.4,6.035730646
2022-01-05 10:00,205.84,-6.4,3.717,174.1,32.745,797.5,6.286150557
2022-01-05 11:00,207.45,-4.4,3.717,174.1,32.745,850.1,6.335318369
2022-01-05 12:00,203.03,-2.4,3.717,174.1,32.745,797.2,6.200335929
2022-01-05 13:00,205.15,-0.6,3.717,174.1,32.745,794.6,6.265078638
2022-01-05 14:00,201.73,0.5,3.717,174.1,32.745,777,6.160635211
2022-01-05 15:00,203.28,1.3,3.717,174.1,32.745,785.6,6.207970683
2022-01-05 16:00,211.48,1.7,3.717,174.1,32.745,773.7,6.458390594
2022-01-05 17:00,205.54,1.8,3.717,174.1,32.745,781.2,6.276988853
2022-01-05 18:00,207.45,1.4,3.717,174.1,32.745,816.1,6.335318369
2022-01-05 19:00,208.5,0.7,3.717,174.1,32.745,902.9,6.367384333
2022-01-05 20:00,202.67,0.1,3.717,174.1,32.745,912.4,6.189341884
2022-01-05 21:00,199.14,-0.6,3.717,174.1,32.745,891.4,6.081539166
2022-01-05 22:00,203.95,-1,3.717,174.1,32.745,862.2,6.228431822
2022-01-05 23:00,187.04,-1.3,3.717,174.1,32.745,819.9,5.712017102
2022-01-05 0:00,160.07,-1.9,3.882,179.9,34.19,799.3,4.681778298
2022-01-06 1:00,91.4,-2.5,3.882,179.9,34.19,800.9,2.673296285
2022-01-06 2:00,88.64,-3.1,3.882,179.9,34.19,752.9,2.592570927
2022-01-06 3:00,156.58,-3.7,3.882,179.9,34.19,723.3,4.579701667
2022-01-06 4:00,156.58,-4.5,3.882,179.9,34.19,702.5,4.579701667
2022-01-06 5:00,156.58,-4.8,3.882,179.9,34.19,688.4,4.579701667
2022-01-06 6:00,150.14,-4.6,3.882,179.9,34.19,687.6,4.391342498
2022-01-06 7:00,143.96,-5.4,3.882,179.9,34.19,704.2,4.210587891
2022-01-06 8:00,104.11,-5.5,3.882,179.9,34.19,736.4,3.04504241
2022-01-06 9:00,88.65,-5.9,3.882,179.9,34.19,784.6,2.59286341
2022-01-06 10:00,152.3,-5.1,3.882,179.9,34.19,850.7,4.454518865
2022-01-06 11:00,161.69,-3,3.882,179.9,34.19,839.7,4.729160573
2022-01-06 12:00,161.69,-1.1,3.882,179.9,34.19,830,4.729160573
2022-01-06 13:00,161.69,0.3,3.882,179.9,34.19,805.3,4.729160573
2022-01-06 14:00,161.8,1.7,3.882,179.9,34.19,766.2,4.732377888
2022-01-06 15:00,143.06,2.8,3.882,179.9,34.19,736.5,4.184264405
2022-01-06 16:00,89.71,2.8,3.882,179.9,34.19,727.3,2.623866628
2022-01-06 17:00,155.53,3.1,3.882,179.9,34.19,765.3,4.548990933
2022-01-06 18:00,161.47,2,3.882,179.9,34.19,841.4,4.722725943
2022-01-06 19:00,160.01,0.7,3.882,179.9,34.19,913.6,4.680023399
2022-01-06 20:00,161.69,0,3.882,179.9,34.19,927.7,4.729160573
2022-01-06 21:00,156.71,-1.2,3.882,179.9,34.19,902.9,4.583503949
2022-01-06 22:00,155.2,-1.9,3.882,179.9,34.19,861,4.539338988
2022-01-06 23:00,91.76,-2.7,3.882,179.9,34.19,813.2,2.68382568
2022-01-06 0:00,156.33,-3.4,3.812,196.5,34.07,788.5,4.588494276
2022-01-07 1:00,156.58,-4.2,3.812,196.5,34.07,790,4.59583211
2022-01-07 2:00,156.58,-4.5,3.812,196.5,34.07,761,4.59583211
2022-01-07 3:00,156.58,-4.8,3.812,196.5,34.07,739.7,4.59583211
2022-01-07 4:00,157.07,-5,3.812,196.5,34.07,731.7,4.610214265
2022-01-07 5:00,104.2,-5.3,3.812,196.5,34.07,731.6,3.058409158
2022-01-07 6:00,90.18,-5.4,3.812,196.5,34.07,740.4,2.646903434
2022-01-07 7:00,92.66,-5.7,3.812,196.5,34.07,754.3,2.719694746
2022-01-07 8:00,92.03,-5.8,3.812,196.5,34.07,787.9,2.701203405
2022-01-07 9:00,92,-5.8,3.812,196.5,34.07,838.3,2.700322865
2022-01-07 10:00,200.34,-5.3,3.812,196.5,34.07,897.3,5.880246551
2022-01-07 11:00,196.57,-3,3.812,196.5,34.07,917.2,5.769592016
2022-01-07 12:00,115.63,0.3,3.812,196.5,34.07,959.3,3.393894922
2022-01-07 13:00,113.47,1.9,3.812,196.5,34.07,945.7,3.330496038
2022-01-07 14:00,202,2.5,3.812,196.5,34.07,923.9,5.928969768
2022-01-07 15:00,195.63,3.7,3.812,196.5,34.07,924.3,5.742001761
2022-01-07 16:00,199.71,4.2,3.812,196.5,34.07,933.5,5.86175521
2022-01-07 17:00,202,4.4,3.812,196.5,34.07,932,5.928969768
2022-01-07 18:00,191.55,2.8,3.812,196.5,34.07,945.2,5.622248312
2022-01-07 19:00,116.48,1.4,3.812,196.5,34.07,956.9,3.418843557
2022-01-07 20:00,105.19,0.3,3.812,196.5,34.07,950.3,3.08746698
2022-01-07 21:00,204.61,-0.5,3.812,196.5,34.07,925.6,6.005576754
2022-01-07 22:00,199.04,-1.3,3.812,196.5,34.07,893.2,5.842089815
2022-01-07 23:00,200.04,-1.9,3.812,196.5,34.07,856.8,5.871441151
2022-01-07 0:00,200.52,-2.2,3.916,195.9,33.95,837.7,5.906332842
2022-01-08 1:00,205.37,-2.8,3.916,195.9,33.95,840.7,6.049189985
2022-01-08 2:00,205.24,-3.1,3.916,195.9,33.95,808.7,6.045360825
2022-01-08 3:00,196.91,-3.3,3.916,195.9,33.95,774.9,5.8
2022-01-08 4:00,211.48,-3.6,3.916,195.9,33.95,755.9,6.22916053
2022-01-08 5:00,207.45,-3.9,3.916,195.9,33.95,751.5,6.110456554
2022-01-08 6:00,204.36,-4.3,3.916,195.9,33.95,749.6,6.019440353
2022-01-08 7:00,207.23,-4.7,3.916,195.9,33.95,759.5,6.103976436
2022-01-08 8:00,199.38,-4.9,3.916,195.9,33.95,786.3,5.87275405
2022-01-08 9:00,198.28,-4.9,3.916,195.9,33.95,824,5.840353461
2022-01-08 10:00,200.26,-4,3.916,195.9,33.95,893,5.898674521
2022-01-08 11:00,185.41,-2.4,3.916,195.9,33.95,936.1,5.461266568
2022-01-08 12:00,124.73,-0.8,3.916,195.9,33.95,946.2,3.673932253
2022-01-08 13:00,87.96,0.6,3.916,195.9,33.95,925.1,2.590868925
2022-01-08 14:00,88.64,2.3,3.916,195.9,33.95,886.4,2.61089838
2022-01-08 15:00,156.58,3.1,3.916,195.9,33.95,875.7,4.612076583
2022-01-08 16:00,156.58,3.2,3.916,195.9,33.95,870.1,4.612076583
2022-01-08 17:00,156.58,3.5,3.916,195.9,33.95,886.7,4.612076583
2022-01-08 18:00,153.26,3.7,3.916,195.9,33.95,915.7,4.514285714
2022-01-08 19:00,123.75,3.6,3.916,195.9,33.95,938.6,3.645066274
2022-01-08 20:00,92.33,3.6,3.916,195.9,33.95,935.7,2.719587629
2022-01-08 21:00,88.65,3.3,3.916,195.9,33.95,918.2,2.611192931
2022-01-08 22:00,150.69,3.4,3.916,195.9,33.95,890.2,4.438586156
2022-01-08 23:00,151.36,3.4,3.916,195.9,33.95,853.5,4.45832106
2022-01-08 0:00,151.59,3.5,3.916,195.9,33.95,838.9,4.465095729
2022-01-09 1:00,154.73,3.7,3.916,195.9,33.95,841,4.557584683
2022-01-09 2:00,161.8,3.7,3.916,195.9,33.95,806,4.765832106
2022-01-09 3:00,113.64,3.3,3.916,195.9,33.95,775.3,3.347275405
2022-01-09 4:00,88.6,2.5,3.916,195.9,33.95,758.8,2.609720177
2022-01-09 5:00,155.52,1.4,3.916,195.9,33.95,746.8,4.580854197
2022-01-09 6:00,155.61,0.5,3.916,195.9,33.95,743.9,4.583505155
2022-01-09 7:00,156.58,-0.1,3.916,195.9,33.95,752.2,4.612076583
2022-01-09 8:00,153.27,-0.9,3.916,195.9,33.95,771.5,4.514580265
2022-01-09 9:00,156.71,-0.6,3.916,195.9,33.95,794.5,4.615905744
2022-01-09 10:00,155.2,-0.6,3.916,195.9,33.95,825.9,4.571428571
2022-01-09 11:00,88.91,-0.3,3.916,195.9,33.95,832,2.618851252
2022-01-09 12:00,155.8,1,3.916,195.9,33.95,811.1,4.58910162
2022-01-09 13:00,156.58,2.2,3.916,195.9,33.95,799.4,4.612076583
2022-01-09 14:00,156.58,3.3,3.916,195.9,33.95,783.3,4.612076583
2022-01-09 15:00,156.58,4.9,3.916,195.9,33.95,765.6,4.612076583
2022-01-09 16:00,155.69,5.4,3.916,195.9,33.95,742.7,4.585861561
2022-01-09 17:00,103.55,5.3,3.916,195.9,33.95,767.9,3.050073638
2022-01-09 18:00,90.18,3.8,3.916,195.9,33.95,844.5,2.656259205
2022-01-09 19:00,91.53,2.2,3.916,195.9,33.95,898.2,2.696023564
2022-01-09 20:00,92.03,1.4,3.916,195.9,33.95,914.1,2.710751105
2022-01-09 21:00,92,0.8,3.916,195.9,33.95,899.1,2.709867452
2022-01-09 22:00,198.23,0.1,3.916,195.9,33.95,870,5.838880707
2022-01-09 23:00,197.35,-0.3,3.916,195.9,33.95,837.7,5.812960236
2022-01-09 0:00,108.81,-0.8,3.916,195.9,33.95,828.7,3.205007364
2022-01-10 1:00,173.11,-1.2,3.916,195.9,33.95,829.6,5.098969072
2022-01-10 2:00,199.22,-1.6,3.916,195.9,33.95,799.1,5.868041237
2022-01-10 3:00,194.24,-1.8,3.916,195.9,33.95,769,5.721354934
2022-01-10 4:00,199.58,-1.9,3.916,195.9,33.95,750.9,5.878645066
2022-01-10 5:00,195.79,-2.1,3.916,195.9,33.95,738.9,5.767010309
2022-01-10 6:00,184.46,-2.7,3.916,195.9,33.95,737.4,5.433284242
2022-01-10 7:00,115.31,-3.1,3.916,195.9,33.95,746.5,3.39646539
2022-01-10 8:00,92,-3.3,3.916,195.9,33.95,762,2.709867452
2022-01-10 9:00,195.68,-3.3,3.916,195.9,33.95,772.5,5.76377025
2022-01-10 10:00,199.05,-3,3.916,195.9,33.95,778.1,5.863033873
2022-01-10 11:00,200.06,-1,3.916,195.9,33.95,744.7,5.892783505
2022-01-10 12:00,200.6,1.5,3.916,195.9,33.95,706.9,5.908689249
2022-01-10 13:00,199.49,3.7,3.916,195.9,33.95,698.9,5.875994109
2022-01-10 14:00,196.48,4.2,3.916,195.9,33.95,701.6,5.787334315
2022-01-10 15:00,195.8,4.4,3.916,195.9,33.95,720.9,5.76730486
2022-01-10 16:00,211.48,4,3.916,195.9,33.95,735.5,6.22916053
2022-01-10 17:00,204.56,3.5,3.916,195.9,33.95,748,6.02533137
2022-01-10 18:00,204.35,3,3.916,195.9,33.95,804.4,6.019145803
2022-01-10 19:00,207.23,2.4,3.916,195.9,33.95,869.8,6.103976436
2022-01-10 20:00,199.38,2,3.916,195.9,33.95,886.4,5.87275405
2022-01-10 21:00,197.29,1.8,3.916,195.9,33.95,875.1,5.811192931
2022-01-10 22:00,199.95,1.4,3.916,195.9,33.95,853.1,5.889543446
2022-01-10 23:00,184.82,1,3.916,195.9,33.95,817.9,5.443888071
2022-01-10 0:00,103.55,0.3,4.079,196.5,33.265,803.7,3.112881407
2022-01-11 1:00,89.39,0.3,4.079,196.5,33.265,801.2,2.687208778
2022-01-11 2:00,122.69,-1.2,4.079,196.5,33.265,764.7,3.688260935
2022-01-11 3:00,156.58,-2.7,4.079,196.5,33.265,730.8,4.707049451
2022-01-11 4:00,156.58,-4.3,4.079,196.5,33.265,706.4,4.707049451
2022-01-11 5:00,161.69,-5.9,4.079,196.5,33.265,693.3,4.860664362
2022-01-11 6:00,153.26,-7.1,4.079,196.5,33.265,695.4,4.607244852
2022-01-11 7:00,123.75,-7.9,4.079,196.5,33.265,710.2,3.720126259
2022-01-11 8:00,103.15,-8.7,4.079,196.5,33.265,742.7,3.100856756
2022-01-11 9:00,121.21,-9.3,4.079,196.5,33.265,794.7,3.643769728
2022-01-11 10:00,152.3,-9.3,4.079,196.5,33.265,874.3,4.578385691
2022-01-11 11:00,154.24,-8.5,4.079,196.5,33.265,924.2,4.636705246
2022-01-11 12:00,154.62,-7.6,4.079,196.5,33.265,914.5,4.648128664
2022-01-11 13:00,161.69,-7,4.079,196.5,33.265,849.8,4.860664362
2022-01-11 14:00,155.23,-5.9,4.079,196.5,33.265,847.3,4.666466256
2022-01-11 15:00,122.8,-5.4,4.079,196.5,33.265,933.7,3.691567714
2022-01-11 16:00,91.82,-4.9,4.079,196.5,33.265,920.1,2.76025853
2022-01-11 17:00,156.09,-4.8,4.079,196.5,33.265,851.2,4.692319254
2022-01-11 18:00,158.4,-5.5,4.079,196.5,33.265,891.4,4.761761611
2022-01-11 19:00,161.69,-6.7,4.079,196.5,33.265,938.4,4.860664362
2022-01-11 20:00,161.69,-7.5,4.079,196.5,33.265,933.8,4.860664362
2022-01-11 21:00,155.47,-8.3,4.079,196.5,33.265,911.6,4.673681046
2022-01-11 22:00,155.2,-9,4.079,196.5,33.265,884.7,4.665564407
2022-01-11 23:00,121.18,-9.6,4.079,196.5,33.265,847.2,3.642867879
2022-01-11 0:00,155.82,-10,4.249,197.1,32.915,833.1,4.734011849
2022-01-12 1:00,156.58,-10.2,4.249,197.1,32.915,829.6,4.757101625
2022-01-12 2:00,156.58,-10.7,4.249,197.1,32.915,794.6,4.757101625
2022-01-12 3:00,160.27,-11,4.249,197.1,32.915,765,4.869208568
2022-01-12 4:00,153.94,-11.3,4.249,197.1,32.915,748.5,4.676895033
2022-01-12 5:00,103.51,-11.3,4.249,197.1,32.915,737.3,3.144766824
2022-01-12 6:00,90.18,-11.1,4.249,197.1,32.915,743.5,2.739784293
2022-01-12 7:00,91.53,-11,4.249,197.1,32.915,758.6,2.780799028
2022-01-12 8:00,92.03,-11.2,4.249,197.1,32.915,787.8,2.79598967
2022-01-12 9:00,92,-11.2,4.249,197.1,32.915,835.5,2.795078232
2022-01-12 10:00,206.83,-10.2,4.249,197.1,32.915,878.2,6.283761203
2022-01-12 11:00,195.75,-8.8,4.249,197.1,32.915,850.7,5.947136564
2022-01-12 12:00,107.98,-7.3,4.249,197.1,32.915,824.6,3.280571168
2022-01-12 13:00,172.18,-6.6,4.249,197.1,32.915,790.8,5.231049673
2022-01-12 14:00,204.11,-5.5,4.249,197.1,32.915,752.4,6.201124108
2022-01-12 15:00,203.74,-3.9,4.249,197.1,32.915,802.7,6.189883032
2022-01-12 16:00,199.69,-4.1,4.249,197.1,32.915,806.3,6.066838827
2022-01-12 17:00,206.83,-4,4.249,197.1,32.915,815.1,6.283761203
2022-01-12 18:00,184.39,-4.6,4.249,197.1,32.915,860.3,5.602005165
2022-01-12 19:00,115.31,-5.1,4.249,197.1,32.915,928.7,3.503265988
2022-01-12 20:00,108.23,-5.5,4.249,197.1,32.915,943.9,3.288166489
2022-01-12 21:00,205.22,-5.8,4.249,197.1,32.915,930.4,6.234847334
2022-01-12 22:00,199.07,-5.9,4.249,197.1,32.915,905.3,6.048002431
2022-01-12 23:00,206.96,-6.1,4.249,197.1,32.915,866,6.28771077
2022-01-12 0:00,200.72,-6.5,4.857,203,33,849.3,6.082424242
2022-01-13 1:00,199.05,-7.1,4.857,203,33,844.8,6.031818182
2022-01-13 2:00,197.61,-7.2,4.857,203,33,800.2,5.988181818
2022-01-13 3:00,197.89,-7.3,4.857,203,33,761.7,5.996666667
2022-01-13 4:00,211.48,-7,4.857,203,33,739.2,6.408484848
2022-01-13 5:00,207.45,-7.2,4.857,203,33,725.9,6.286363636
2022-01-13 6:00,204.36,-7.4,4.857,203,33,715.7,6.192727273
2022-01-13 7:00,207.23,-7.2,4.857,203,33,714.7,6.27969697
2022-01-13 8:00,199.38,-6.9,4.857,203,33,735.5,6.041818182
2022-01-13 9:00,197.46,-7.2,4.857,203,33,782.8,5.983636364
2022-01-13 10:00,200.74,-6.9,4.857,203,33,824.5,6.083030303
2022-01-13 11:00,185.41,-5.8,4.857,203,33,751.7,5.618484848
2022-01-13 12:00,130.44,-5,4.857,203,33,698.3,3.952727273
2022-01-13 13:00,92.05,-4.4,4.857,203,33,664.7,2.789393939
2022-01-13 14:00,90.47,-4.1,4.857,203,33,635.6,2.741515152
2022-01-13 15:00,156.58,-3.8,4.857,203,33,643.7,4.744848485
2022-01-13 16:00,160.05,-3.3,4.857,203,33,643.1,4.85
2022-01-13 17:00,161.69,-3.8,4.857,203,33,660.2,4.89969697
2022-01-13 18:00,161.26,-4.9,4.857,203,33,725.7,4.886666667
2022-01-13 19:00,123.75,-6.1,4.857,203,33,817.5,3.75
2022-01-13 20:00,124.66,-6.8,4.857,203,33,873.8,3.777575758
2022-01-13 21:00,90.83,-7.4,4.857,203,33,871.3,2.752424242
2022-01-13 22:00,160.27,-7.7,4.857,203,33,847.4,4.856666667
2022-01-13 23:00,159.87,-8.1,4.857,203,33,812.1,4.844545455
2022-01-13 0:00,155.9,-8.5,4.27,211.5,32.605,790.1,4.781475234
2022-01-14 1:00,156.24,-8.9,4.27,211.5,32.605,772.2,4.791903082
2022-01-14 2:00,161.07,-9.5,4.27,211.5,32.605,739,4.940039871
2022-01-14 3:00,153.98,-9.5,4.27,211.5,32.605,706.2,4.72258856
2022-01-14 4:00,145.69,-9.7,4.27,211.5,32.605,687.8,4.468333078
2022-01-14 5:00,156.09,-9.7,4.27,211.5,32.605,680.2,4.787302561
2022-01-14 6:00,161.69,-9.4,4.27,211.5,32.605,687,4.95905536
2022-01-14 7:00,156.58,-9.5,4.27,211.5,32.605,708.5,4.802330931
2022-01-14 8:00,156.17,-9.7,4.27,211.5,32.605,744.9,4.789756172
2022-01-14 9:00,156.47,-10,4.27,211.5,32.605,793.6,4.798957215
2022-01-14 10:00,147.8,-9.1,4.27,211.5,32.605,803.6,4.533047079
2022-01-14 11:00,120.58,-7.2,4.27,211.5,32.605,717.4,3.698205797
2022-01-14 12:00,160.27,-4.1,4.27,211.5,32.605,674.3,4.915503757
2022-01-14 13:00,156.58,-2.3,4.27,211.5,32.605,636.5,4.802330931
2022-01-14 14:00,156.58,-0.1,4.27,211.5,32.605,596.6,4.802330931
2022-01-14 15:00,158.4,0.3,4.27,211.5,32.605,595.6,4.85815059
2022-01-14 16:00,159.98,0.5,4.27,211.5,32.605,603.3,4.906609416
2022-01-14 17:00,104.49,1.2,4.27,211.5,32.605,623.3,3.204723202
2022-01-14 18:00,91.07,0.1,4.27,211.5,32.605,674,2.793129888
2022-01-14 19:00,93.51,-1.5,4.27,211.5,32.605,758.8,2.867965036
2022-01-14 20:00,92.03,-2.7,4.27,211.5,32.605,815.4,2.822573225
2022-01-14 21:00,104.69,-3.1,4.27,211.5,32.605,823.5,3.21085723
2022-01-14 22:00,199.71,-3.1,4.27,211.5,32.605,805.1,6.125134182
2022-01-14 23:00,199.75,-3.5,4.27,211.5,32.605,771.3,6.126360988
2022-01-14 0:00,121.87,-3.9,4.262,216.75,32.845,752.4,3.710458213
2022-01-15 1:00,205.01,-3.9,4.262,216.75,32.845,741.1,6.241741513
2022-01-15 2:00,205.81,-4.2,4.262,216.75,32.845,697.5,6.266098341
2022-01-15 3:00,205.01,-4.5,4.262,216.75,32.845,663,6.241741513
2022-01-15 4:00,205.01,-4.8,4.262,216.75,32.845,640.7,6.241741513
2022-01-15 5:00,201.67,-5.2,4.262,216.75,32.845,634.7,6.140051758
2022-01-15 6:00,197.66,-5.2,4.262,216.75,32.845,635.4,6.01796316
2022-01-15 7:00,122.79,-5,4.262,216.75,32.845,651.9,3.738468564
2022-01-15 8:00,118.36,-4.6,4.262,216.75,32.845,673.6,3.603592632
2022-01-15 9:00,204.23,-4.4,4.262,216.75,32.845,707.3,6.217993606
2022-01-15 10:00,207.45,-3.8,4.262,216.75,32.845,735,6.316029837
2022-01-15 11:00,207.45,-2.3,4.262,216.75,32.845,713.8,6.316029837
2022-01-15 12:00,207.45,-0.7,4.262,216.75,32.845,690.3,6.316029837
2022-01-15 13:00,205.15,0.4,4.262,216.75,32.845,658.2,6.246003958
2022-01-15 14:00,199.32,0.7,4.262,216.75,32.845,608.5,6.068503577
2022-01-15 15:00,199.71,0.9,4.262,216.75,32.845,608.9,6.080377531
2022-01-15 16:00,211.48,1.3,4.262,216.75,32.845,602.5,6.438727356
2022-01-15 17:00,207.45,1.8,4.262,216.75,32.845,613.6,6.316029837
2022-01-15 18:00,207.18,1.6,4.262,216.75,32.845,663.8,6.307809408
2022-01-15 19:00,211.04,1.4,4.262,216.75,32.845,729.5,6.425331101
2022-01-15 20:00,206.57,1.3,4.262,216.75,32.845,765.6,6.289237327
2022-01-15 21:00,201.77,1.3,4.262,216.75,32.845,768.6,6.143096362
2022-01-15 22:00,202.01,1.3,4.262,216.75,32.845,762.6,6.15040341
2022-01-15 23:00,189.09,1.4,4.262,216.75,32.845,745.8,5.757040645
2022-01-15 0:00,119.99,1.3,4.262,216.75,32.845,737,3.653219668
2022-01-16 1:00,94.36,1.3,4.262,216.75,32.845,735.1,2.872887806
2022-01-16 2:00,162.82,1.5,4.262,216.75,32.845,703.3,4.957223322
2022-01-16 3:00,156.58,2.3,4.262,216.75,32.845,673.5,4.767240067
2022-01-16 4:00,160.27,2.4,4.262,216.75,32.845,657.8,4.879585934
2022-01-16 5:00,157.49,2.4,4.262,216.75,32.845,652.4,4.794945958
