datetime,Won/kwh,temperature,natural gas Price,coal Price,korean LNG Price,ED,SMP/LNG
2022-11-13 18:00,275.48,11.1,5.879,326.8,27.225,586.2,10.11864096
2022-11-13 19:00,259.73,10.9,5.879,326.8,27.225,636.6,9.540128558
2022-11-13 20:00,250.83,10.9,5.879,326.8,27.225,699.7,9.21322314
2022-11-13 21:00,170.81,10.7,5.879,326.8,27.225,731.9,6.274012856
2022-11-13 22:00,172.01,10.2,5.879,326.8,27.225,724.8,6.318089991
2022-11-13 23:00,261.72,9.7,5.879,326.8,27.225,710.4,9.61322314
2022-11-13 0:00,258.19,9.4,5.879,326.8,27.225,693.6,9.483562902
2022-11-14 1:00,272.65,9.1,5.879,326.8,27.225,676.6,10.01469238
2022-11-14 2:00,257.79,8.7,5.879,326.8,27.225,663.8,9.468870523
2022-11-14 3:00,248.26,8.4,5.879,326.8,27.225,617,9.11882461
2022-11-14 4:00,247.25,8.6,5.879,326.8,27.225,583.8,9.081726354
2022-11-14 5:00,232.25,8.9,5.879,326.8,27.225,562.9,8.530762167
2022-11-14 6:00,259.86,9.2,5.879,326.8,27.225,553.2,9.544903581
2022-11-14 7:00,258.54,9.5,5.879,326.8,27.225,555.9,9.496418733
2022-11-14 8:00,268.45,9.6,5.879,326.8,27.225,568.5,9.860422406
2022-11-14 9:00,274.74,9.6,5.879,326.8,27.225,586.3,10.09146006
2022-11-14 10:00,285.3,9.9,5.879,326.8,27.225,590.5,10.47933884
2022-11-14 11:00,258.35,10.5,5.879,326.8,27.225,554,9.489439853
2022-11-14 12:00,218.04,11.2,5.879,326.8,27.225,500.3,8.008815427
2022-11-14 13:00,258.15,12.2,5.879,326.8,27.225,463.1,9.482093664
2022-11-14 14:00,212.53,11.7,5.879,326.8,27.225,433.8,7.806427916
2022-11-14 15:00,212.8,13.6,5.879,326.8,27.225,425.4,7.816345271
2022-11-14 16:00,261.54,13.6,5.879,326.8,27.225,435.6,9.60661157
2022-11-14 17:00,255.38,13,5.879,326.8,27.225,467.8,9.380348944
2022-11-14 18:00,256.13,12.1,5.879,326.8,27.225,525.7,9.407897153
2022-11-14 19:00,252.16,10.5,5.879,326.8,27.225,602.7,9.262075298
2022-11-14 20:00,255.31,9.4,5.879,326.8,27.225,680.4,9.377777778
2022-11-14 21:00,248.37,8.9,5.879,326.8,27.225,717.9,9.122865014
2022-11-14 22:00,173.17,8.5,5.879,326.8,27.225,717.6,6.360697888
2022-11-14 23:00,246.36,8.3,5.879,326.8,27.225,707.6,9.049035813
2022-11-14 0:00,251.83,7.6,5.933,330.35,27.23,689.9,9.2482556
2022-11-15 1:00,251.96,6.6,5.933,330.35,27.23,671.3,9.253029747
2022-11-15 2:00,251.43,5.9,5.933,330.35,27.23,655,9.23356592
2022-11-15 3:00,250.69,5.2,5.933,330.35,27.23,610.4,9.206390011
2022-11-15 4:00,244.48,5.2,5.933,330.35,27.23,579.6,8.978332721
2022-11-15 5:00,173.17,5.3,5.933,330.35,27.23,558.6,6.35952993
2022-11-15 6:00,247.34,5.7,5.933,330.35,27.23,551.5,9.083363937
2022-11-15 7:00,251.41,5.2,5.933,330.35,27.23,555.3,9.232831436
2022-11-15 8:00,251.52,4.5,5.933,330.35,27.23,573.8,9.236871098
2022-11-15 9:00,250.88,4.1,5.933,330.35,27.23,607.3,9.213367609
2022-11-15 10:00,277.94,4.4,5.933,330.35,27.23,640.4,10.2071245
2022-11-15 11:00,250.73,6.1,5.933,330.35,27.23,627.2,9.207858979
2022-11-15 12:00,160.86,7.1,5.933,330.35,27.23,580.6,5.907455013
2022-11-15 13:00,256.74,10.1,5.933,330.35,27.23,550.1,9.428571429
2022-11-15 14:00,251.84,11.8,5.933,330.35,27.23,515.6,9.248622842
2022-11-15 15:00,250.88,12.1,5.933,330.35,27.23,487.8,9.213367609
2022-11-15 16:00,262.28,11.9,5.933,330.35,27.23,510.3,9.632023503
2022-11-15 17:00,252.9,11.7,5.933,330.35,27.23,543.5,9.287550496
2022-11-15 18:00,256.59,12.1,5.933,330.35,27.23,593.3,9.423062798
2022-11-15 19:00,161.82,11.5,5.933,330.35,27.23,661.5,5.942710246
2022-11-15 20:00,256.74,10.5,5.933,330.35,27.23,731.6,9.428571429
2022-11-15 21:00,251.55,9.5,5.933,330.35,27.23,753.9,9.237972824
2022-11-15 22:00,248.67,8.9,5.933,330.35,27.23,748,9.132207124
2022-11-15 23:00,275.51,8,5.933,330.35,27.23,735.8,10.11788469
2022-11-15 0:00,281.3,7.9,6.034,341,27.397,712.1,10.26754754
2022-11-16 1:00,264.74,7.1,6.034,341,27.397,689.4,9.663101799
2022-11-16 2:00,245.21,6.9,6.034,341,27.397,668,8.950250027
2022-11-16 3:00,263.21,7,6.034,341,27.397,621.3,9.607256269
2022-11-16 4:00,275.13,6.7,6.034,341,27.397,587.4,10.0423404
2022-11-16 5:00,281.45,6.2,6.034,341,27.397,563.8,10.27302259
2022-11-16 6:00,275.4,6,6.034,341,27.397,552.9,10.0521955
2022-11-16 7:00,276.92,5.9,6.034,341,27.397,557.7,10.10767602
2022-11-16 8:00,267.39,5.6,6.034,341,27.397,572.4,9.759827718
2022-11-16 9:00,170.81,5.6,6.034,341,27.397,606.3,6.234624229
2022-11-16 10:00,270.13,5.5,6.034,341,27.397,639.8,9.859838668
2022-11-16 11:00,276.75,6.4,6.034,341,27.397,670.4,10.10147096
2022-11-16 12:00,277.56,8.3,6.034,341,27.397,625.8,10.13103624
2022-11-16 13:00,272.57,9.6,6.034,341,27.397,593,9.948899515
2022-11-16 14:00,278.05,11,6.034,341,27.397,599.9,10.14892141
2022-11-16 15:00,263.66,12.2,6.034,341,27.397,607.9,9.623681425
2022-11-16 16:00,247.25,12.7,6.034,341,27.397,638.6,9.024710735
2022-11-16 17:00,272.84,12.5,6.034,341,27.397,643.9,9.958754608
2022-11-16 18:00,279.41,12.7,6.034,341,27.397,654.4,10.19856189
2022-11-16 19:00,270.22,11.4,6.034,341,27.397,685,9.8631237
2022-11-16 20:00,274.83,10,6.034,341,27.397,740.9,10.0313903
2022-11-16 21:00,276.02,9.4,6.034,341,27.397,766.7,10.07482571
2022-11-16 22:00,289.74,8.8,6.034,341,27.397,762.2,10.57561047
2022-11-16 23:00,258.35,8.3,6.034,341,27.397,748.1,9.429864584
2022-11-16 0:00,282.91,8.1,6.2,332.55,25.885,724.5,10.92949585
2022-11-17 1:00,284.58,7.9,6.2,332.55,25.885,700.1,10.99401198
2022-11-17 2:00,254.91,7.6,6.2,332.55,25.885,681.6,9.847788294
2022-11-17 3:00,212.65,7,6.2,332.55,25.885,634.2,8.215182538
2022-11-17 4:00,267.61,6.9,6.2,332.55,25.885,600.1,10.33841993
2022-11-17 5:00,250.98,6.8,6.2,332.55,25.885,577.5,9.695962913
2022-11-17 6:00,272.88,6.7,6.2,332.55,25.885,566.9,10.54201275
2022-11-17 7:00,276.27,6.5,6.2,332.55,25.885,569.5,10.67297663
2022-11-17 8:00,264.11,6.1,6.2,332.55,25.885,587.9,10.20320649
2022-11-17 9:00,269.81,5.6,6.2,332.55,25.885,622.2,10.42341124
2022-11-17 10:00,140.69,5.5,6.2,332.55,25.885,654.6,5.435194128
2022-11-17 11:00,257.61,7.2,6.2,332.55,25.885,642.3,9.952095808
2022-11-17 12:00,270.93,9.6,6.2,332.55,25.885,585.5,10.46667954
2022-11-17 13:00,270.93,12.1,6.2,332.55,25.885,539.3,10.46667954
2022-11-17 14:00,251.48,13.5,6.2,332.55,25.885,504.3,9.715279119
2022-11-17 15:00,253.65,15.1,6.2,332.55,25.885,479.7,9.799111455
2022-11-17 16:00,249.16,16.1,6.2,332.55,25.885,518,9.625651922
2022-11-17 17:00,141.63,16.1,6.2,332.55,25.885,567.7,5.471508596
2022-11-17 18:00,252.52,15.6,6.2,332.55,25.885,611.9,9.755456828
2022-11-17 19:00,275.7,14.4,6.2,332.55,25.885,678.2,10.65095615
2022-11-17 20:00,270.93,12.9,6.2,332.55,25.885,744.1,10.46667954
2022-11-17 21:00,266.41,11.7,6.2,332.55,25.885,762.7,10.29206104
2022-11-17 22:00,280.43,10.9,6.2,332.55,25.885,755.4,10.83368746
2022-11-17 23:00,250.97,10.1,6.2,332.55,25.885,740.6,9.695576589
2022-11-17 0:00,141.59,9.7,6.369,334.6,26.315,714.7,5.380581417
2022-11-18 1:00,261.85,9.2,6.369,334.6,26.315,690.2,9.950598518
2022-11-18 2:00,270.93,8.7,6.369,334.6,26.315,670.1,10.29564887
2022-11-18 3:00,264.52,8.4,6.369,334.6,26.315,624.1,10.05206156
2022-11-18 4:00,271.01,7.7,6.369,334.6,26.315,588.5,10.29868896
2022-11-18 5:00,270.93,7.1,6.369,334.6,26.315,564.9,10.29564887
2022-11-18 6:00,256.59,6.6,6.369,334.6,26.315,552.6,9.750712521
2022-11-18 7:00,163.94,6.3,6.369,334.6,26.315,557.6,6.229906897
2022-11-18 8:00,271.79,6,6.369,334.6,26.315,583.9,10.32832985
2022-11-18 9:00,278.46,5.6,6.369,334.6,26.315,619.5,10.58179745
2022-11-18 10:00,270.93,5.5,6.369,334.6,26.315,651.4,10.29564887
2022-11-18 11:00,283.98,6.8,6.369,334.6,26.315,640.7,10.79156375
2022-11-18 12:00,284.88,10,6.369,334.6,26.315,587,10.82576477
2022-11-18 13:00,265.41,12.5,6.369,334.6,26.315,546,10.08588258
2022-11-18 14:00,214.9,14.4,6.369,334.6,26.315,514.6,8.166444993
2022-11-18 15:00,278.16,16,6.369,334.6,26.315,487.8,10.57039711
2022-11-18 16:00,294.83,16.9,6.369,334.6,26.315,512.1,11.20387612
2022-11-18 17:00,294.59,18,6.369,334.6,26.315,544.1,11.19475584
2022-11-18 18:00,296.73,17.7,6.369,334.6,26.315,597.3,11.27607828
2022-11-18 19:00,292.6,16,6.369,334.6,26.315,667.4,11.11913357
2022-11-18 20:00,267.39,14.2,6.369,334.6,26.315,737.5,10.16112483
2022-11-18 21:00,214.54,13,6.369,334.6,26.315,765.9,8.152764583
2022-11-18 22:00,290.35,12.2,6.369,334.6,26.315,765.1,11.03363101
2022-11-18 23:00,290.97,11.5,6.369,334.6,26.315,750.4,11.05719172
2022-11-18 0:00,309.32,10.8,6.303,343.45,26.385,725.1,11.72332765
2022-11-19 1:00,294.22,10.1,6.303,343.45,26.385,706.3,11.15103278
2022-11-19 2:00,306.54,9.7,6.303,343.45,26.385,690.3,11.61796475
2022-11-19 3:00,264.28,8.8,6.303,343.45,26.385,642.5,10.01629714
2022-11-19 4:00,248.19,8.9,6.303,343.45,26.385,606.8,9.406480955
2022-11-19 5:00,286.21,9,6.303,343.45,26.385,584.3,10.8474512
2022-11-19 6:00,296.56,9.1,6.303,343.45,26.385,574.9,11.23971954
2022-11-19 7:00,287.88,9,6.303,343.45,26.385,579.4,10.91074474
2022-11-19 8:00,287.25,8.8,6.303,343.45,26.385,598,10.88686754
2022-11-19 9:00,293.47,9.2,6.303,343.45,26.385,630,11.12260754
2022-11-19 10:00,286.13,9.2,6.303,343.45,26.385,664.4,10.84441918
2022-11-19 11:00,258.35,11.2,6.303,343.45,26.385,639.4,9.791548228
2022-11-19 12:00,301.63,13.4,6.303,343.45,26.385,582.8,11.43187417
2022-11-19 13:00,270.61,14.6,6.303,343.45,26.385,541.3,10.25620618
2022-11-19 14:00,255.69,15.8,6.303,343.45,26.385,505.4,9.690733371
2022-11-19 15:00,213.76,17.4,6.303,343.45,26.385,481.1,8.101572863
2022-11-19 16:00,288.63,18.5,6.303,343.45,26.385,505.4,10.93916998
2022-11-19 17:00,265.52,18.9,6.303,343.45,26.385,534.3,10.06329354
2022-11-19 18:00,284.16,18.7,6.303,343.45,26.385,583.9,10.76975554
2022-11-19 19:00,276.84,17.1,6.303,343.45,26.385,665.1,10.49232518
2022-11-19 20:00,270.93,15.6,6.303,343.45,26.385,740.2,10.26833428
2022-11-19 21:00,248.58,14.6,6.303,343.45,26.385,762.7,9.421262081
2022-11-19 22:00,205.6,13.8,6.303,343.45,26.385,757.2,7.792306235
2022-11-19 23:00,270.93,12.9,6.303,343.45,26.385,744.7,10.26833428
2022-11-19 0:00,270.93,12.4,6.303,343.45,26.385,721.1,10.26833428
2022-11-20 1:00,279.25,11.9,6.303,343.45,26.385,701.8,10.58366496
2022-11-20 2:00,274.38,11.2,6.303,343.45,26.385,685.4,10.39909039
2022-11-20 3:00,270.93,11.2,6.303,343.45,26.385,638,10.26833428
2022-11-20 4:00,249.14,11.2,6.303,343.45,26.385,601.9,9.442486261
2022-11-20 5:00,141.63,11.1,6.303,343.45,26.385,578.9,5.367822626
2022-11-20 6:00,281.85,10.9,6.303,343.45,26.385,566.6,10.6822058
2022-11-20 7:00,275.69,10.8,6.303,343.45,26.385,570.2,10.44873981
2022-11-20 8:00,281.52,10.4,6.303,343.45,26.385,582.9,10.66969869
2022-11-20 9:00,281.4,9.7,6.303,343.45,26.385,608.4,10.66515065
2022-11-20 10:00,280.43,9.5,6.303,343.45,26.385,623.6,10.62838734
2022-11-20 11:00,250.87,11.5,6.303,343.45,26.385,593.6,9.508053818
2022-11-20 12:00,141.28,14,6.303,343.45,26.385,541.9,5.354557514
2022-11-20 13:00,270.93,15.8,6.303,343.45,26.385,509.9,10.26833428
2022-11-20 14:00,270.93,17.4,6.303,343.45,26.385,477.3,10.26833428
2022-11-20 15:00,279.22,18.9,6.303,343.45,26.385,462.6,10.58252795
2022-11-20 16:00,270.93,19.2,6.303,343.45,26.385,492.9,10.26833428
2022-11-20 17:00,270.93,19.3,6.303,343.45,26.385,515.7,10.26833428
2022-11-20 18:00,214.96,19,6.303,343.45,26.385,557.8,8.14705325
2022-11-20 19:00,161.68,17.3,6.303,343.45,26.385,628.4,6.127724086
2022-11-20 20:00,270.93,15.8,6.303,343.45,26.385,705.1,10.26833428
2022-11-20 21:00,278.36,14.5,6.303,343.45,26.385,735.7,10.54993367
2022-11-20 22:00,270.93,13.8,6.303,343.45,26.385,731.8,10.26833428
2022-11-20 23:00,283.39,13.1,6.303,343.45,26.385,719.1,10.74057229
2022-11-20 0:00,284.73,12.2,6.303,343.45,26.385,703.4,10.79135873
2022-11-21 1:00,264.76,11.8,6.303,343.45,26.385,688.1,10.03448929
2022-11-21 2:00,167.47,11.2,6.303,343.45,26.385,671.5,6.347166951
2022-11-21 3:00,279.19,10.6,6.303,343.45,26.385,624.7,10.58139094
2022-11-21 4:00,294.17,10.2,6.303,343.45,26.385,588.8,11.14913777
2022-11-21 5:00,287.67,9.9,6.303,343.45,26.385,565.3,10.90278567
2022-11-21 6:00,284.99,9.8,6.303,343.45,26.385,552.4,10.80121281
2022-11-21 7:00,293.29,9.6,6.303,343.45,26.385,556,11.11578548
2022-11-21 8:00,267.39,9.7,6.303,343.45,26.385,568.1,10.13416714
2022-11-21 9:00,170.38,9.5,6.303,343.45,26.385,587.2,6.457456888
2022-11-21 10:00,290.35,9.5,6.303,343.45,26.385,596.7,11.00435854
2022-11-21 11:00,284.46,10.4,6.303,343.45,26.385,591.1,10.78112564
2022-11-21 12:00,309.26,13.9,6.303,343.45,26.385,604.3,11.72105363
2022-11-21 13:00,294.15,15.5,6.303,343.45,26.385,565.6,11.14837976
2022-11-21 14:00,306.6,16.1,6.303,343.45,26.385,575.7,11.62023877
2022-11-21 15:00,263.65,15.7,6.303,343.45,26.385,579.8,9.992419936
2022-11-21 16:00,258.44,14.6,6.303,343.45,26.385,585.5,9.794959257
2022-11-21 17:00,286.14,14.6,6.303,343.45,26.385,589.1,10.84479818
2022-11-21 18:00,297.29,14.7,6.303,343.45,26.385,614,11.26738677
2022-11-21 19:00,294.24,14.1,6.303,343.45,26.385,625.1,11.15179079
2022-11-21 20:00,293.26,13.2,6.303,343.45,26.385,694.6,11.11464847
2022-11-21 21:00,307.87,12.5,6.303,343.45,26.385,725.1,11.66837218
2022-11-21 22:00,266.6,11.8,6.303,343.45,26.385,717.4,10.10422589
2022-11-21 23:00,258.79,10.9,6.303,343.45,26.385,703.9,9.80822437
2022-11-21 0:00,301.58,10.7,6.776,351,27.3,684.7,11.04688645
2022-11-22 1:00,262.6,10.1,6.776,351,27.3,664.4,9.619047619
2022-11-22 2:00,255.58,9.5,6.776,351,27.3,646.6,9.361904762
2022-11-22 3:00,204.7,9.3,6.776,351,27.3,604.8,7.498168498
2022-11-22 4:00,268.56,8.9,6.776,351,27.3,573,9.837362637
2022-11-22 5:00,266.06,8.3,6.776,351,27.3,549.3,9.745787546
2022-11-22 6:00,265.31,7.9,6.776,351,27.3,536.7,9.718315018
2022-11-22 7:00,272.61,7.7,6.776,351,27.3,540.6,9.985714286
2022-11-22 8:00,265.13,7.5,6.776,351,27.3,550,9.711721612
2022-11-22 9:00,254.47,7.2,6.776,351,27.3,585.3,9.321245421
2022-11-22 10:00,203.11,7.7,6.776,351,27.3,636.2,7.43992674
2022-11-22 11:00,254.59,8.6,6.776,351,27.3,681.5,9.325641026
2022-11-22 12:00,265.03,10.3,6.776,351,27.3,658.6,9.708058608
2022-11-22 13:00,260.74,12.3,6.776,351,27.3,646.7,9.550915751
2022-11-22 14:00,274.42,12.7,6.776,351,27.3,659.1,10.05201465
2022-11-22 15:00,271.69,13.1,6.776,351,27.3,637.3,9.952014652
2022-11-22 16:00,249.3,13.5,6.776,351,27.3,624.7,9.131868132
2022-11-22 17:00,141.63,13.7,6.776,351,27.3,677.1,5.187912088
2022-11-22 18:00,270.93,13.4,6.776,351,27.3,705.7,9.924175824
2022-11-22 19:00,276.26,12.9,6.776,351,27.3,748.7,10.11941392
2022-11-22 20:00,281.51,12.5,6.776,351,27.3,786.2,10.31172161
2022-11-22 21:00,281.4,12.3,6.776,351,27.3,783.7,10.30769231
2022-11-22 22:00,257.15,12,6.776,351,27.3,772.1,9.419413919
2022-11-22 23:00,257.67,11.6,6.776,351,27.3,746.3,9.438461538
2022-11-22 0:00,162.2,11.5,6.779,347.15,29.215,720.9,5.551942495
2022-11-23 1:00,270.93,11.1,6.779,347.15,29.215,700.8,9.273660791
2022-11-23 2:00,270.93,10.6,6.779,347.15,29.215,688.6,9.273660791
2022-11-23 3:00,270.93,10.4,6.779,347.15,29.215,643.2,9.273660791
2022-11-23 4:00,269.8,10.5,6.779,347.15,29.215,610.8,9.23498203
2022-11-23 5:00,270.93,10.4,6.779,347.15,29.215,578.2,9.273660791
2022-11-23 6:00,160.75,10.3,6.779,347.15,29.215,572.2,5.502310457
2022-11-23 7:00,245.41,10.1,6.779,347.15,29.215,570.3,8.400136916
2022-11-23 8:00,252.09,9.8,6.779,347.15,29.215,579.9,8.628786582
2022-11-23 9:00,271.9,9.6,6.779,347.15,29.215,615.5,9.306862913
2022-11-23 10:00,263.47,9.7,6.779,347.15,29.215,667.3,9.018312511
2022-11-23 11:00,283.39,10.2,6.779,347.15,29.215,712.1,9.70015403
2022-11-23 12:00,284.73,12.1,6.779,347.15,29.215,710.6,9.74602088
2022-11-23 13:00,269.45,13.2,6.779,347.15,29.215,706,9.223001883
2022-11-23 14:00,166.64,13.8,6.779,347.15,29.215,703.6,5.70391922
2022-11-23 15:00,277.22,14.8,6.779,347.15,29.215,676.2,9.48896115
2022-11-23 16:00,289.4,14.8,6.779,347.15,29.215,689.6,9.905870272
2022-11-23 17:00,287.67,14.7,6.779,347.15,29.215,711.5,9.846654116
2022-11-23 18:00,283.77,13.9,6.779,347.15,29.215,724.7,9.713161047
2022-11-23 19:00,289.41,12.7,6.779,347.15,29.215,765.6,9.906212562
2022-11-23 20:00,282.65,11.5,6.779,347.15,29.215,804.5,9.674824576
2022-11-23 21:00,244.53,10.4,6.779,347.15,29.215,797.1,8.370015403
2022-11-23 22:00,282.18,9.9,6.779,347.15,29.215,777.8,9.65873695
2022-11-23 23:00,285.31,8.9,6.779,347.15,29.215,757.3,9.765873695
2022-11-23 0:00,286.58,8.2,7.308,346.45,31.115,725.8,9.210348706
2022-11-24 1:00,285.05,7.4,7.308,346.45,31.115,703.1,9.161176282
2022-11-24 2:00,306.45,6.9,7.308,346.45,31.115,692.7,9.848947453
2022-11-24 3:00,289.39,6.4,7.308,346.45,31.115,663.9,9.300658846
2022-11-24 4:00,258.85,6.1,7.308,346.45,31.115,628.6,8.319138679
2022-11-24 5:00,286.12,6.3,7.308,346.45,31.115,606.6,9.19556484
2022-11-24 6:00,309.61,6.2,7.308,346.45,31.115,594.9,9.950506187
2022-11-24 7:00,288.05,6.1,7.308,346.45,31.115,596.3,9.257592801
2022-11-24 8:00,300.38,6.1,7.308,346.45,31.115,611.9,9.653864695
2022-11-24 9:00,308.18,6.2,7.308,346.45,31.115,644.1,9.904547646
2022-11-24 10:00,266.58,6.4,7.308,346.45,31.115,688.2,8.567571911
2022-11-24 11:00,259.87,7.2,7.308,346.45,31.115,720.6,8.351920296
2022-11-24 12:00,299.49,8.6,7.308,346.45,31.115,664.1,9.625261128
2022-11-24 13:00,262.3,11.2,7.308,346.45,31.115,619.9,8.430017676
2022-11-24 14:00,255.56,12.8,7.308,346.45,31.115,593,8.213401896
2022-11-24 15:00,211.14,13.3,7.308,346.45,31.115,574.1,6.785794633
2022-11-24 16:00,268.52,13.6,7.308,346.45,31.115,602.9,8.62992126
2022-11-24 17:00,265.06,13.6,7.308,346.45,31.115,620.1,8.518720874
2022-11-24 18:00,255.72,13.8,7.308,346.45,31.115,653.3,8.218544111
2022-11-24 19:00,257.06,12.8,7.308,346.45,31.115,718.2,8.261610156
2022-11-24 20:00,251.32,11.6,7.308,346.45,31.115,789.6,8.077133215
2022-11-24 21:00,248.61,10.6,7.308,346.45,31.115,808.3,7.99003696
2022-11-24 22:00,138.55,10.1,7.308,346.45,31.115,800.6,4.452836253
2022-11-24 23:00,254.53,9.4,7.308,346.45,31.115,784.6,8.180298891
2022-11-24 0:00,264.34,8.8,7.177,347.35,31.115,757.1,8.49558091
2022-11-25 1:00,260.74,8.5,7.177,347.35,31.115,732.2,8.379881086
2022-11-25 2:00,274.93,8.3,7.177,347.35,31.115,714.4,8.835931223
2022-11-25 3:00,271.68,7.7,7.177,347.35,31.115,662.6,8.731479994
2022-11-25 4:00,249.72,7.3,7.177,347.35,31.115,623.2,8.025711072
2022-11-25 5:00,141.63,7.1,7.177,347.35,31.115,603.3,4.551823879
2022-11-25 6:00,265.32,7.7,7.177,347.35,31.115,594.6,8.527076973
2022-11-25 7:00,262.15,7.7,7.177,347.35,31.115,598.5,8.42519685
2022-11-25 8:00,263.23,8.2,7.177,347.35,31.115,611.7,8.459906797
2022-11-25 9:00,265.86,8.1,7.177,347.35,31.115,646.7,8.544431946
2022-11-25 10:00,256.87,8.1,7.177,347.35,31.115,682.7,8.255503776
2022-11-25 11:00,257.66,8.9,7.177,347.35,31.115,681.6,8.28089346
2022-11-25 12:00,207.45,10.5,7.177,347.35,31.115,632.1,6.667202314
2022-11-25 13:00,270.93,12.9,7.177,347.35,31.115,585.9,8.707375864
2022-11-25 14:00,266.05,15.6,7.177,347.35,31.115,541.6,8.550538326
2022-11-25 15:00,264.52,16.8,7.177,347.35,31.115,498.9,8.501365901
2022-11-25 16:00,251.97,17.3,7.177,347.35,31.115,526.9,8.098023461
2022-11-25 17:00,268.12,17.7,7.177,347.35,31.115,564.8,8.617065724
2022-11-25 18:00,160.75,17.2,7.177,347.35,31.115,623.4,5.166318496
2022-11-25 19:00,161.26,15.6,7.177,347.35,31.115,695.4,5.182709304
2022-11-25 20:00,252.04,14.5,7.177,347.35,31.115,768.3,8.10027318
2022-11-25 21:00,271.88,14.1,7.177,347.35,31.115,789.9,8.737907762
2022-11-25 22:00,254.28,13.6,7.177,347.35,31.115,787.7,8.172264181
2022-11-25 23:00,276.21,13.6,7.177,347.35,31.115,769.8,8.877068938
2022-11-25 0:00,277.09,13.6,7.024,349.4,29.96,745.1,9.248664887
2022-11-26 1:00,282.63,12.8,7.024,349.4,29.96,725.6,9.433578104
2022-11-26 2:00,166.22,12.9,7.024,349.4,29.96,711.4,5.548064085
2022-11-26 3:00,280.59,11.9,7.024,349.4,29.96,661,9.365487316
2022-11-26 4:00,274.28,11.1,7.024,349.4,29.96,625.5,9.154873164
2022-11-26 5:00,287.64,10.4,7.024,349.4,29.96,601.7,9.600801068
2022-11-26 6:00,283.73,9.4,7.024,349.4,29.96,591,9.470293725
2022-11-26 7:00,283.95,9.3,7.024,349.4,29.96,595.9,9.477636849
2022-11-26 8:00,274.02,9.1,7.024,349.4,29.96,612,9.146194927
2022-11-26 9:00,168.3,9,7.024,349.4,29.96,647.8,5.617489987
2022-11-26 10:00,279.39,8.5,7.024,349.4,29.96,687,9.325433912
2022-11-26 11:00,282.36,7.6,7.024,349.4,29.96,675.8,9.424566088
2022-11-26 12:00,277.5,7.6,7.024,349.4,29.96,609.3,9.2623498
2022-11-26 13:00,285.04,8.5,7.024,349.4,29.96,557.6,9.514018692
2022-11-26 14:00,306.33,8.7,7.024,349.4,29.96,516,10.22463284
2022-11-26 15:00,299.09,8.4,7.024,349.4,29.96,488.9,9.982977303
2022-11-26 16:00,258.84,8.4,7.024,349.4,29.96,513.8,8.639519359
2022-11-26 17:00,286.13,8.3,7.024,349.4,29.96,546.8,9.550400534
2022-11-26 18:00,296.24,7.5,7.024,349.4,29.96,602.5,9.887850467
2022-11-26 19:00,289.28,6.2,7.024,349.4,29.96,689.5,9.655540721
2022-11-26 20:00,303.33,5.2,7.024,349.4,29.96,771.6,10.12449933
2022-11-26 21:00,307.97,4.4,7.024,349.4,29.96,797.8,10.2793725
2022-11-26 22:00,266.6,3.7,7.024,349.4,29.96,788.1,8.898531375
2022-11-26 23:00,260.86,2.8,7.024,349.4,29.96,772.4,8.70694259
2022-11-26 0:00,283.53,2.3,7.024,349.4,29.96,746.3,9.463618158
2022-11-27 1:00,260.76,1.5,7.024,349.4,29.96,728.5,8.703604806
2022-11-27 2:00,208.04,1.1,7.024,349.4,29.96,716.4,6.943925234
2022-11-27 3:00,211.14,0.7,7.024,349.4,29.96,667.8,7.047396529
2022-11-27 4:00,261.65,-0.1,7.024,349.4,29.96,632.8,8.733311081
2022-11-27 5:00,263.72,-0.4,7.024,349.4,29.96,609.4,8.802403204
2022-11-27 6:00,255.44,-0.8,7.024,349.4,29.96,596.7,8.526034713
2022-11-27 7:00,247.64,-0.9,7.024,349.4,29.96,600.4,8.265687583
2022-11-27 8:00,251.32,-0.9,7.024,349.4,29.96,614.2,8.388518024
2022-11-27 9:00,204.94,-0.5,7.024,349.4,29.96,637.1,6.840453939
2022-11-27 10:00,138.55,0.1,7.024,349.4,29.96,652.4,4.624499332
2022-11-27 11:00,250.05,1.9,7.024,349.4,29.96,625.3,8.346128171
2022-11-27 12:00,255.82,4.4,7.024,349.4,29.96,550.7,8.538718291
2022-11-27 13:00,255.13,6.6,7.024,349.4,29.96,499.4,8.515687583
2022-11-27 14:00,260.87,8.3,7.024,349.4,29.96,464.5,8.707276368
2022-11-27 15:00,271.43,10.2,7.024,349.4,29.96,442.2,9.059746328
2022-11-27 16:00,249.67,10.5,7.024,349.4,29.96,454.5,8.333444593
2022-11-27 17:00,141.63,10.7,7.024,349.4,29.96,483.2,4.727303071
2022-11-27 18:00,250.05,11.2,7.024,349.4,29.96,541.7,8.346128171
2022-11-27 19:00,251.37,10.5,7.024,349.4,29.96,639.4,8.390186916
2022-11-27 20:00,251.47,9,7.024,349.4,29.96,736.3,8.3935247
2022-11-27 21:00,256.51,7.9,7.024,349.4,29.96,776.4,8.561748999
2022-11-27 22:00,256.72,7.7,7.024,349.4,29.96,773.2,8.568758344
2022-11-27 23:00,257.66,7.1,7.024,349.4,29.96,757.1,8.600133511
2022-11-27 0:00,207.3,7,7.024,349.4,29.96,738.4,6.919225634
2022-11-28 1:00,256.52,7,7.024,349.4,29.96,722,8.562082777
